**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	25	0	0
4	1	3	25	0	0
6	1	4	25	0	0
8	2	1	25	29	0
12	2	3	0	29	0
14	2	4	25	29	0
16	3	1	24	29	0
19	3	2.5	23	-29	0
20	3	3	22	0	0
22	3	4	-22	29	0
24	4	1	0	28	0
26	4	2	23	-28	0
27	4	2.5	-23	27	0
28	4	3	24	26	0
31	4	4.5	23	-26	0
32	5	1	22	0	0
34	5	2	21	26	0
36	5	3	20	27	0
39	5	4.5	-20	26	0
40	6	1	21	25	0
42	6	2	23	-25	0
43	6	2.5	-23	24	0
44	6	3	-23	25	0
45	6	3.5	22	-25	0
46	6	4	21	26	0
47	6	4.5	20	-26	0
48	7	1	21	-26	0
49	7	1.5	-21	25	0
50	7	2	18	25	0
52	7	3	19	-25	0
54	7	4	-19	24	0
56	8	1	18	25	36
58	8	2	25	-25	-36
60	8	3	-25	0	36
62	8	4	24	32	36
63	8	4.5	23	-32	-36
64	9	1	22	31	36
67	9	2.5	-22	30	-36
68	9	3	0	29	0
70	9	4	27	-29	36
72	10	1	26	0	35
74	10	2	-26	30	-35
75	10	2.5	-26	-30	34
76	10	3	22	31	33
79	10	4.5	-22	30	-33
80	11	1	0	29	0
82	11	2	26	28	33
84	11	3	25	27	34
87	11	4.5	-25	-27	33
88	12	1	21	28	32
90	12	2	-21	30	-32
91	12	2.5	-21	-30	31
92	12	3	0	-30	32
93	12	3.5	0	29	-32
94	12	4	24	28	33
95	12	4.5	-24	27	-33
96	13	1	-24	28	-33
97	13	1.5	-24	-28	32
98	13	2	23	25	32
100	13	3	22	26	-32
102	13	4	-22	-26	31
104	14	1	18	25	32
106	14	2	25	-25	-32
108	14	3	26	0	0
110	14	4	-26	28	0
112	15	1	0	29	0
113	15	1.5	0	28	0
114	15	2	22	29	0
115	15	2.5	-22	27	0
116	15	3	23	28	0
118	15	4	21	30	0
120	16	1	22	-30	0
121	16	1.5	-22	29	0
122	16	2	24	29	0
124	16	3	23	-29	0
126	16	4	-23	28	0
128	17	1	22	29	0
129	17	1.5	-22	30	0
130	17	2	-22	31	0
131	17	2.5	23	32	0
132	17	3	24	33	0
134	17	4	26	-33	35
136	18	1	25	0	36
137	18	1.5	-25	0	35
138	18	2	27	29	36
139	18	2.5	-27	-29	34
140	18	3	26	30	35
142	18	4	-26	28	37
144	19	1	0	29	-37
145	19	1.5	0	-29	36
146	19	2	24	31	36
148	19	3	25	30	-36
150	19	4	26	-30	35
152	20	1	27	29	36
154	20	2	25	-29	-36
157	20	3.5	24	0	-36
158	20	4	25	0	-36
160	21	1	22	29	-36
162	21	2	25	-29	-36
163	21	2.5	24	-29	-36
164	21	3	25	29	-36
165	21	3.5	24	-29	-36
166	21	4	25	29	-36
168	22	1	22	29	0
170	22	2	24	-29	0
174	22	4	23	29	0
175	22	4.5	22	-29	0
176	23	1	23	28	0
177	23	1.5	22	-28	0
178	23	2	21	27	0
179	23	2.5	20	-27	0
180	23	3	21	27	0
182	23	4	-21	26	0
184	24	1	20	27	36
187	24	2.5	-20	28	-36
188	24	3	-20	29	36
189	24	3.5	-20	30	-36
190	24	4	-20	31	36
192	25	1	-20	-31	36
194	25	2	-20	30	-36
195	25	2.5	-20	29	-36
196	25	3	-20	31	0
198	25	4	-20	27	36
200	26	1	0	30	35
202	26	2	0	29	34
204	26	3	0	28	34
206	26	4	24	-28	33
208	27	1	25	0	34
210	27	2	25	27	-34
212	27	3	26	28	0
214	27	4	26	28	0
216	28	1	22	29	0
218	28	2	25	29	0
220	28	3	-25	25	0
221	28	3.5	24	-25	0
222	28	4	23	25	0
223	28	4.5	22	-25	0
224	29	1	21	28	0
227	29	2.5	-21	27	0
228	29	3	0	26	0
230	29	4	24	-26	0
231	29	4.5	-24	25	0
232	30	1	-24	24	0
233	30	1.5	23	-24	0
234	30	2	22	-24	0
235	30	2.5	21	-24	0
236	30	3	20	0	0
238	30	4	27	31	0
240	31	1	-27	32	0
242	31	2	26	32	34
243	31	2.5	25	-32	-34
244	31	3	24	33	35
246	31	4	-24	33	35
248	32	1	0	29	36
250	32	2	20	31	36
252	32	3	21	30	32
254	32	4	-21	32	-32
255	32	4.5	22	-32	-32
256	33	1	23	-32	0
257	33	1.5	-23	31	0
258	33	2	21	30	32
259	33	2.5	-21	29	-32
260	33	3	-21	28	35
262	33	4	24	-28	-35
263	33	4.5	-24	-28	34
264	34	1	-24	0	33
265	34	1.5	25	0	-33
266	34	2	26	31	-33
267	34	2.5	-26	-31	32
268	34	3	22	-31	31
269	34	3.5	-22	30	-31
270	34	4	24	29	-31
271	34	4.5	-24	28	-31
272	35	1	25	27	0
274	35	2	27	29	0
276	35	3	26	28	0
277	35	3.5	25	27	0
278	35	4	24	26	0
279	35	4.5	23	25	0
280	36	1	22	27	0
282	36	2	21	26	0
283	36	2.5	20	-26	0
284	36	3	19	26	0
285	36	3.5	18	-26	0
286	36	4	20	25	0
288	37	1	19	25	0
290	37	2	-19	24	0
292	37	3	18	25	0
294	37	4	-18	27	36
296	38	1	0	26	35
297	38	1.5	0	-26	34
298	38	2	0	29	33
299	38	2.5	0	-29	32
300	38	3	22	0	34
302	38	4	-22	29	33
304	39	1	23	28	33
305	39	1.5	-23	27	-33
306	39	2	-23	26	32
307	39	2.5	-23	25	-32
308	39	3	22	26	32
310	39	4	-22	29	31
312	40	1	23	28	32
313	40	1.5	-23	27	-32
314	40	2	-23	26	-32
315	40	2.5	-23	25	-32
316	40	3	0	27	0
318	40	4	22	26	0
320	41	1	21	26	0
321	41	1.5	20	-26	0
322	41	2	19	25	36
323	41	2.5	18	-25	-36
324	41	3	19	25	35
325	41	3.5	-19	-25	34
326	41	4	-19	24	33
327	41	4.5	-19	-24	32
328	42	1	18	25	34
330	42	2	22	26	33
332	42	3	25	27	33
334	42	4	21	28	32
336	43	1	22	26	32
338	43	2	-22	-26	31
340	43	3	18	25	32
*-	*-	*-	*-	*-	*-
