**absq	**bar	**beat	**b7	**b7
0	1	1	0	29
4	1	3	0	27
5	1	3.5	0	25
6	1	4	0	27
7	1	4.5	0	28
8	2	1	0	29
10	2	2	0	29
12	2	3	0	28
14	2	4	0	29
16	3	1	0	29
19	3	2.5	0	30
20	3	3	0	31
24	4	1	0	30
26	4	2	26	-30
28	4	3	30	0
30	4	4	0	30
31	4	4.5	26	-30
32	5	1	26	33
33	5	1.5	26	-33
34	5	2	29	0
35	5	2.5	-29	29
36	5	3	0	29
37	5	3.5	32	29
38	5	4	-32	32
38.5	5	4.25	31	-32
39	5	4.5	30	-32
40	6	1	29	0
41	6	1.5	-29	33
42	6	2	29	-33
42.5	6	2.25	-29	32
43	6	2.5	-29	31
44	6	3	0	30
46	6	4	0	29
49	7	1.5	32	-29
50.5	7	2.25	31	0
51	7	2.5	30	0
52	7	3	31	0
52.5	7	3.25	30	0
53	7	3.5	29	31
53.5	7	3.75	30	-31
54	7	4	31	-31
54.5	7	4.25	-31	30
55	7	4.5	32	29
56	8	1	30	28
58	8	2	0	27
60	8	3	32	0
61	8	3.5	-32	32
61.5	8	3.75	31	-32
62	8	4	30	-32
62.5	8	4.25	-30	31
63	8	4.5	-30	30
64	9	1	31	29
64.5	9	1.25	-31	28
65	9	1.5	-31	29
65.5	9	1.75	-31	30
66	9	2	28	31
67	9	2.5	31	-31
67.5	9	2.75	-31	32
68	9	3	-31	33
68.5	9	3.25	30	-33
69	9	3.5	29	-33
70	9	4	30	-33
72	10	1	29	33
76	10	3	0	0
77	10	3.5	29	0
78	10	4	32	0
81	11	1.5	31	0
82	11	2	32	0
83	11	2.5	30	0
84	11	3	31	0
85	11	3.5	32	25
86	11	4	28	32
87	11	4.5	28	-32
88	12	1	29	-32
89	12	1.5	-29	31
90	12	2	32	32
91	12	2.5	-32	30
92	12	3	0	31
93	12	3.5	0	32
94	12	4	0	28
95	12	4.5	0	28
96	13	1	0	29
98	13	2	0	25
99	13	2.5	29	-25
101	13	3.5	27	29
101.5	13	3.75	26	-29
102	13	4	25	-29
103	13	4.5	-25	28
103.5	13	4.75	-25	27
104	14	1	-25	30
105	14	1.5	25	29
106	14	2	25	28
107	14	2.5	28	-28
108	14	3	25	27
108.5	14	3.25	26	-27
109	14	3.5	27	29
109.5	14	3.75	28	-29
