**absq	**bar	**beat	**b7	**b7
10	2	2	0	30
12	2	3	0	28
13	2	3.5	0	30
14	2	4	0	29
15	2	4.5	0	28
16	3	1	0	27
17	3	1.5	23	-27
18	3	2	26	26
19	3	2.5	-26	30
19.5	3	2.75	26	-30
20	3	3	25	32
21	3	3.5	28	-32
21.5	3	3.75	-28	31
22	3	4	27	29
23	3	4.5	-27	30
24	4	1	26	28
24.5	4	1.25	-26	29
25	4	1.5	-26	30
25.5	4	1.75	-26	31
26	4	2	0	32
27	4	2.5	0	31
28	4	3	0	0
29	4	3.5	0	33
30	4	4	0	33
31	4	4.5	23	32
32	5	1	24	28
33	5	1.5	22	29
34	5	2	26	30
36	5	3	0	29
37	5	3.5	0	28
38	5	4	0	30
40	6	1	0	30
42	6	2	27	-30
44	6	3	28	30
47	6	4.5	26	-30
48	7	1	27	32
50	7	2	28	-32
51	7	2.5	-28	32
52	7	3	25	32
54	7	4	26	30
56	8	1	30	0
58	8	2	27	0
60	8	3	28	0
63	8	4.5	29	0
64	9	1	30	0
68	9	3	26	0
70	9	4	26	28
72	10	1	26	29
75	10	2.5	26	29
76	10	3	23	30
77	10	3.5	23	-30
78	10	4	30	-30
79	10	4.5	-30	32
80	11	1	29	32
82	11	2	0	30
83	11	2.5	25	-30
84	11	3	26	0
85	11	3.5	-26	30
85.5	11	3.75	26	-30
86	11	4	27	32
87	11	4.5	30	-32
88	12	1	29	32
90	12	2	28	-32
92	13	1	26	33
94	13	1	26	33
96	13	1	27	32
98	13	1	28	30
102	13	1	25	29
104	14	1	25	28
108	14	1	25	32
110	14	1	0	30
114	14	1	0	30
116	15	1	26	30
118	15	1	26	-30
119	15	1	-26	31
120	15	1	25	32
121	15	1	-25	29
122	15	1	24	31
125	15	1	-24	30
126	15	1	27	29
128	16	1	26	30
134	17	1	22	29
136	17	2	0	29
137	17	2.5	26	-29
138	17	3	26	28
139	17	3.5	-26	29
139.5	17	3.75	26	-29
140	17	4	26	30
141	17	4.5	30	30
142	18	1	-30	31
143	18	1.5	29	-31
144	18	2	-29	30
145	18	2.5	28	30
146	18	3	27	-30
147	18	3.5	-27	29
148	18	4	23	30
150	19	1	28	-30
152	19	2	27	29
154	19	3	0	30
156	19	4	0	29
157	19	4.5	0	28
158	20	1	0	30
159	20	1.5	0	30
160	20	2	0	30
161	20	2.5	30	-30
162	20	3	26	30
163.5	20	3.75	27	-30
164	20	4	28	0
164.5	20	4.25	26	0
165	20	4.5	30	32
166	21	1	26	33
167	21	1.5	-26	30
168	21	2	0	31
169	21	2.5	26	-31
170	21	3	29	-31
171	21	3.5	-29	30
171.5	21	3.75	28	-30
172	21	4	29	29
172.5	21	4.25	26	-29
173	21	4.5	31	-29
174	22	1	30	26
175	22	1.5	26	-26
176	22	2	26	0
177	22	2.5	-26	28
177.5	22	2.75	25	-28
178	22	3	26	28
178.5	22	3.25	27	29
179	22	3.5	28	30
179.5	22	3.75	-28	28
180	22	4	-28	29
181	22	4.5	27	-29
181.5	22	4.75	-27	29
182	23	1	28	30
182.5	23	1.25	-28	28
183	23	1.5	25	29
184	23	2	26	-29
184.5	23	2.25	-26	28
184.75	23	2.375	-26	27
185	23	2.5	-26	28
186	23	3	22	29
187	23	3.5	-22	29
188	23	4	0	29
189	23	4.5	26	-29
189.5	23	4.75	-26	30
190	24	1	26	29
191	24	1.5	-26	28
191.5	24	1.75	26	-28
192	24	2	25	28
193	24	2.5	28	25
194	24	3	28	28
195	24	3.5	-28	28
195.5	24	3.75	29	-28
196	24	4	30	32
197	24	4.5	29	-32
198	25	1	28	30
198.5	25	1.25	29	-30
199	25	1.5	30	-30
200	25	2	26	-30
202	25	3	0	0
204	25	4	25	0
205	25	4.5	-25	32
206	26	1	26	30
206.5	26	1.25	27	-30
207	26	1.5	28	-30
207.5	26	1.75	29	31
208	26	2	30	32
209	26	2.5	-30	30
210	26	3	26	30
213	26	4.5	0	30
213.5	26	4.75	28	-30
214	27	1	29	32
214.5	27	1.25	30	-32
215	27	1.5	29	-32
215.5	27	1.75	29	32
216	27	2	31	33
216.5	27	2.25	28	-33
217	27	2.5	28	30
217.5	27	2.75	28	-30
218	27	3	29	0
219	27	3.5	28	32
220	27	4	0	32
221	27	4.5	25	32
222	28	1	28	30
222.5	28	1.25	26	-30
223	28	1.5	25	32
223.5	28	1.75	25	-32
224	28	2	26	31
224.5	28	2.25	23	-31
225	28	2.5	24	-31
225.5	28	2.75	25	30
226	28	3	26	28
227	28	3.5	22	31
227.5	28	3.75	29	-31
228	28	4	27	30
228.5	28	4.25	26	-30
229	28	4.5	27	-30
229.5	28	4.75	23	-30
230	29	1	26	30
231	29	1.5	-26	26
232	29	2	-26	28
232.5	29	2.25	-26	29
233	29	2.5	26	30
233.5	29	2.75	-26	31
234	29	3	23	32
234.5	29	3.25	-23	31
235	29	3.5	28	30
235.5	29	3.75	-28	29
236	29	4	27	30
238	30	1	26	30
*-	*-	*-	*-	*-
