**absq	**bar	**beat	**b7
0	0	1	22
8	0	9	26
16	0	17	27
32	0	33	25
40	0	41	26
48	0	49	27
56	0	57	28
64	0	65	29
72	0	73	28
80	0	81	27
88	0	89	26
96	0	97	25
112	0	113	26
120	0	121	26
128	0	129	22
136	0	137	23
144	0	145	25
152	0	153	24
168	0	169	23
176	0	177	22
184	0	185	0
192	0	1	24
200	0	9	23
208	0	17	25
216	0	25	26
224	0	33	26
240	0	49	22
248	0	57	23
256	0	65	24
264	0	73	23
272	0	81	22
288	0	97	21
296	0	105	0
304	0	113	23
312	0	121	25
320	0	129	23
328	0	137	24
336	0	145	23
344	0	153	22
360	0	1	0
*-	*-	*-	*-
