**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	0	1	26	0	0	28	30	33
8	1	1	26	0	0	28	30	33
12	1	3	26	0	0	28	30	33
16	2	1	24	0	0	28	31	33
20	2	3	24	0	0	28	31	33
24	3	1	27	0	0	29	-31	31
26	3	2	-27	0	0	-29	30	-31
28	3	3	-27	0	0	29	29	32
32	4	1	26	0	0	30	-29	33
34	4	2	-26	0	0	-30	28	-33
35	4	2.5	-26	0	0	-30	27	-33
36	4	3	-26	0	0	26	28	-33
40	5	1	22	24	0	-26	29	-33
44	5	3	-22	-24	0	26	-29	-33
46	5	4	-22	-24	0	-26	28	-33
47	5	4.5	-22	-24	0	-26	27	-33
48	6	1	0	24	0	28	26	-33
51	6	2.5	0	-24	0	-28	27	-33
52	6	3	24	24	0	26	28	-33
54	6	4	-24	-24	0	28	26	-33
56	7	1	-24	25	0	-28	28	0
58	7	2	-24	-25	0	27	-28	0
59	7	2.5	-24	-25	0	26	29	0
60	7	3	23	-25	0	25	30	32
62	7	4	-23	-25	0	28	-30	-32
64	8	1	24	24	28	-28	0	33
65	8	1.5	-24	-24	-28	27	0	-33
66	8	2	-24	-24	-28	26	26	-33
67	8	2.5	-24	-24	-28	25	-26	-33
68	8	3	-24	-24	-28	24	-26	35
70	8	4	-24	-24	-28	-24	26	-35
72	9	1	21	25	28	23	28	-35
74	9	2	-21	-25	-28	-23	29	34
75	9	2.5	-21	-25	-28	-23	-29	33
76	9	3	-21	-25	28	-23	30	32
79	9	4.5	-21	-25	-28	-23	31	33
80	10	1	0	-25	29	0	32	34
88	11	1	24	26	28	0	0	33
92	11	3	-24	-26	-28	0	31	-33
94	11	4	23	-26	-28	0	-31	-33
96	12	1	22	-26	29	24	-31	33
98	12	2	-22	-26	-29	-24	29	-33
100	12	3	22	-26	-29	-24	31	-33
102	12	4	-22	-26	-29	22	-31	-33
104	13	1	22	-26	-29	24	-31	-33
106	13	2	-22	-26	-29	-24	30	-33
107	13	2.5	-22	-26	-29	24	-30	-33
108	13	3	22	-26	-29	24	29	33
110	13	4	-22	-26	-29	24	29	-33
112	14	1	19	-26	30	23	28	33
128	15	1	0	0	0	0	0	0
128	15	1	19	0	0	23	28	33
136	16	1	22	0	0	24	29	33
140	16	3	19	26	0	23	28	33
144	17	1	22	-26	0	24	29	33
148	17	3	21	26	0	23	30	33
150	17	4	-21	-26	0	-23	-30	32
152	18	1	22	27	0	24	29	31
156	18	3	23	25	0	25	27	30
160	19	1	19	26	0	23	28	-30
162	19	2	-19	-26	0	-23	-28	29
163	19	2.5	-19	-26	0	-23	27	28
164	19	3	-19	-26	30	-23	26	27
166	19	4	-19	-26	-30	-23	25	-27
167	19	4.5	-19	-26	-30	-23	24	-27
168	20	1	-19	-26	-30	26	23	28
171	20	2.5	-19	-26	-30	27	-23	-28
172	20	3	-19	-26	30	28	-23	35
