**absq	**bar	**beat	**b7	**b7
0	1	1	25	25
8	2	1	22	24
12	2	3	-22	24
16	3	1	23	25
20	3	3	21	28
24	4	1	25	-28
26	4	2	-25	27
27	4	2.5	-25	26
28	4	3	-25	27
30	4	4	-25	26
31	4	4.5	-25	27
32	5	1	21	28
34	5	2	25	27
36	5	3	-25	25
37	5	3.5	24	26
38	5	4	23	27
39	5	4.5	-23	28
40	6	1	22	29
44	6	3	18	-29
46	6	4	22	-29
49	7	1.5	21	-29
50	7	2	20	-29
52	7	3	19	28
56	8	1	18	27
60	8	3	25	25
62	8	4	24	28
66	9	2	25	27
68	9	3	22	26
72	10	1	23	25
80	11	1	21	0
83	11	2.5	22	0
84	11	3	23	0
86	11	4	24	0
89	12	1.5	23	0
90	12	2	22	0
91	12	2.5	21	0
92	12	3	22	0
96	13	1	21	25
102	13	4	20	-25
103	13	4.5	19	-25
104	14	1	18	-25
108	14	3	19	23
112	15	1	22	24
116	15	3	18	25
120	16	1	19	23
122	16	2	-19	26
126	16	4	-19	28
128	17	1	23	27
132	17	3	24	26
136	18	1	23	28
138	18	2	-23	30
141	18	3.5	-23	29
142	18	4	-23	30
144	19	1	22	26
146	19	2	-22	29
148	19	3	25	-29
150	19	4	-25	27
152	20	1	23	28
154	20	2	24	-28
156	20	3	22	27
158	20	4	25	30
160	21	1	26	28
162	21	2	22	31
164	21	3	23	30
167	21	4.5	-23	29
168	22	1	24	28
170	22	2	-24	29
172	22	3	22	27
174	22	4	23	-27
176	23	1	21	26
178	23	2	22	-26
182	23	4	21	0
183	23	4.5	20	0
184	24	1	19	0
186	24	2	18	0
188	24	3	19	0
192	25	1	18	0
196	25	3	25	25
200	26	1	24	28
204	26	3	26	-28
208	27	1	25	29
209	27	1.5	24	-29
210	27	2	25	-29
211	27	2.5	26	28
212	27	3	25	29
214	27	4	22	-29
216	28	1	24	28
217	28	1.5	-24	27
218	28	2	25	26
219	28	2.5	-25	25
220	28	3	22	26
224	29	1	18	25
232	30	1	0	0
232	30	1	21	0
238	30	4	20	0
240	31	1	19	28
244	31	3	18	-28
246	31	4	-18	27
248	32	1	21	26
252	32	3	20	25
256	33	1	19	28
262	33	4	18	27
264	34	1	19	-27
265	34	1.5	-19	26
266	34	2	21	26
268	34	3	20	-26
