**absq	**bar	**beat	**b7	**b7	**b7
2	1	3	25	0	37
3	1	4	26	0	-37
4	2	1	27	0	-37
5	2	2	-27	0	36
5.5	2	2.5	-27	0	35
6	2	3	-27	38	36
6.5	2	3.5	-27	-38	35
7	2	4	-27	-38	36
7.25	2	4.25	-27	-38	35
7.5	2	4.5	-27	-38	35
7.75	2	4.75	-27	-38	34
7.875	2	4.875	-27	-38	33
8	3	1	-27	-38	34
8.5	3	1.5	-27	-38	33
9	3	2	-27	37	34
9.25	3	2.25	-27	-37	33
9.5	3	2.5	-27	36	33
9.75	3	2.75	-27	-36	32
9.875	3	2.875	-27	-36	31
10	3	3	26	37	35
10.5	3	3.5	-26	36	34
11	3	4	-26	37	35
11.25	3	4.25	-26	36	34
11.5	3	4.5	-26	36	34
11.75	3	4.75	-26	35	33
11.875	3	4.875	-26	34	32
12	4	1	25	36	34
12.5	4	1.5	-25	35	-34
13	4	2	-25	36	35
13.25	4	2.25	-25	35	-35
13.5	4	2.5	-25	35	-35
13.75	4	2.75	-25	34	-35
13.875	4	2.875	-25	33	-35
14	4	3	-25	34	36
14.5	4	3.5	-25	-34	39
15	4	4	-25	-34	36
15.5	4	4.5	-25	-34	37
16	5	1	24	-34	38
16.5	5	1.5	-24	-34	35
17	5	2	-24	33	33
17.5	5	2.5	-24	-33	34
18	5	3	-24	33	35
18.5	5	3.5	-24	35	33
19	5	4	-24	33	31
19.5	5	4.5	-24	34	32
20	6	1	-24	35	33
22	6	3	22	31	-33
23	6	4	-22	-31	33
24	7	1	23	0	35
24.75	7	1.75	-23	0	36
25	7	2	-23	0	34
25.75	7	2.75	-23	0	35
26	7	3	24	0	33
26.25	7	3.25	-24	0	31
27	7	4	-24	33	32
27.25	7	4.25	-24	-33	33
28	8	1	25	36	34
28.75	8	1.75	-25	37	35
29	8	2	-25	35	33
29.75	8	2.75	-25	36	34
30	8	3	-25	34	32
30.25	8	3.25	-25	32	30
31	8	4	-25	33	31
31.25	8	4.25	-25	34	32
32	9	1	-25	35	33
32.5	9	1.5	-25	-35	33
33	9	2	-25	-35	34
33.5	9	2.5	-25	-35	35
34	9	3	24	33	36
34.5	9	3.5	-24	-33	32
35	9	4	-24	-33	33
35.5	9	4.5	-24	32	34
36	10	1	23	33	35
36.5	10	1.5	-23	34	29
37	10	2	-23	35	30
37.5	10	2.5	-23	-35	31
38	10	3	-23	-35	32
38.5	10	3.5	-23	34	-32
39	10	4	-23	35	-32
39.5	10	4.5	-23	32	-32
40	11	1	22	33	31
46	12	3	22	0	0
48	13	1	22	0	33
49	13	2	-22	0	33
50	13	3	21	0	33
52	14	1	20	36	-33
53	14	2	-20	36	32
53.5	14	2.5	-20	-36	33
54	14	3	-20	36	29
57	15	2	-20	35	0
57.5	15	2.5	-20	36	0
58	15	3	21	32	0
59	15	4	-21	-32	35
60	16	1	22	0	38
60.25	16	1.25	-22	0	37
60.5	16	1.5	-22	0	38
60.75	16	1.75	-22	0	37
61	16	2	-22	36	38
61.5	16	2.5	-22	-36	39
62	16	3	23	39	37
62.25	16	3.25	-23	38	36
62.5	16	3.5	-23	39	37
62.75	16	3.75	-23	38	36
63	16	4	-23	37	35
63.5	16	4.5	-23	38	32
64	17	1	24	36	33
64.25	17	1.25	-24	35	-33
64.5	17	1.5	-24	36	-33
64.75	17	1.75	-24	35	-33
65	17	2	-24	36	-33
65.5	17	2.5	-24	32	-33
66	17	3	-24	33	35
68	18	1	-24	-33	36
70	18	3	22	38	-36
71	18	4	-22	-38	35
71.25	18	4.25	-22	-38	34
71.5	18	4.5	-22	-38	33
71.75	18	4.75	-22	-38	32
72	19	1	23	37	35
72.25	19	1.25	-23	-37	34
72.5	19	1.5	-23	-37	33
72.75	19	1.75	-23	-37	32
73	19	2	-23	-37	35
74	19	3	24	-37	-35
75	19	4	-24	36	34
75.25	19	4.25	-24	35	33
75.5	19	4.5	-24	34	32
75.75	19	4.75	-24	33	31
76	20	1	25	36	34
76.25	20	1.25	-25	35	33
76.5	20	1.5	-25	34	32
76.75	20	1.75	-25	33	31
77	20	2	-25	36	34
78.5	20	3.5	-25	-36	33
79	20	4	-25	35	32
79.25	20	4.25	-25	34	-32
79.5	20	4.5	-25	33	31
79.75	20	4.75	-25	32	-31
80	21	1	23	35	32
80.25	21	1.25	-23	34	-32
80.5	21	1.5	-23	33	-32
80.75	21	1.75	-23	32	-32
81	21	2	-23	37	33
81.25	21	2.25	-23	-37	32
81.5	21	2.5	-23	-37	33
81.75	21	2.75	-23	-37	34
82	21	3	21	-37	35
83	21	4	-21	36	34
83.25	21	4.25	-21	35	33
83.5	21	4.5	-21	34	32
83.75	21	4.75	-21	33	31
84	22	1	22	34	32
84.25	22	1.25	-22	33	31
84.5	22	1.5	-22	34	32
84.75	22	1.75	-22	35	33
85	22	2	-22	33	31
85.25	22	2.25	-22	32	30
85.5	22	2.5	-22	33	31
85.75	22	2.75	-22	34	32
86	22	3	-22	32	33
86.25	22	3.25	-22	-32	32
86.5	22	3.5	-22	-32	33
86.75	22	3.75	-22	-32	34
87	22	4	-22	-32	32
87.25	22	4.25	-22	-32	31
87.5	22	4.5	-22	31	32
87.75	22	4.75	-22	-31	33
88	23	1	18	32	32
92	24	1	0	0	0
92	24	1	0	0	0
94	24	3	25	29	0
95	24	4	26	-29	0
96	25	1	27	-29	0
97	25	2	-27	30	0
97.5	25	2.5	-27	31	0
98	25	3	-27	32	0
99.5	25	4.5	-27	31	0
100	26	1	-27	35	28
102	26	3	26	35	-28
103	26	4	-26	-35	29
103.5	26	4.5	-26	-35	30
104	27	1	25	0	31
106	27	3	-25	34	-31
107	27	4	-25	-34	30
108	28	1	24	35	33
110	28	3	-24	-35	33
111	28	4	-24	34	-33
111.5	28	4.5	-24	33	-33
112	29	1	-24	36	0
112.5	29	1.5	-24	35	0
113	29	2	-24	36	33
114	29	3	22	-36	34
114.5	29	3.5	-22	35	-34
115	29	4	-22	35	-34
115.5	29	4.5	-22	34	-34
116	30	1	23	35	-34
117	30	2	-23	-35	33
117.5	30	2.5	-23	-35	32
118	30	3	24	0	35
118.5	30	3.5	-24	33	34
119	30	4	-24	35	35
119.5	30	4.5	-24	-35	35
120	31	1	25	-35	0
120.5	31	1.5	-25	35	32
121	31	2	-25	36	36
121.5	31	2.5	-25	33	-36
121.75	31	2.75	-25	-33	35
122	31	3	-25	34	36
122.5	31	3.5	-25	33	35
123	31	4	-25	34	36
123.5	31	4.5	-25	32	34
124	32	1	-25	33	35
124.5	32	1.5	-25	-33	33
125	32	2	-25	-33	34
125.5	32	2.5	-25	-33	32
126	32	3	24	0	33
126.5	32	3.5	-24	29	-33
127	32	4	-24	30	-33
127.5	32	4.5	-24	31	-33
128	33	1	23	32	33
128.25	33	1.25	-23	-32	34
128.5	33	1.5	-23	-32	35
128.75	33	1.75	-23	-32	36
129	33	2	-23	-32	37
129.25	33	2.25	-23	-32	32
129.5	33	2.5	-23	-32	33
129.75	33	2.75	-23	-32	34
130	33	3	-23	-32	35
132	34	1	22	-32	33
134	34	3	-22	31	-33
138	35	3	22	0	0
140	36	1	22	0	0
142	36	3	21	0	0
144	37	1	20	34	0
145	37	2	-20	36	0
146	37	3	-20	38	0
146.25	37	3.25	-20	37	0
146.5	37	3.5	-20	36	0
146.75	37	3.75	-20	37	0
147	37	4	-20	38	0
147.25	37	4.25	-20	39	0
147.5	37	4.5	-20	37	0
147.75	37	4.75	-20	38	0
148	38	1	-20	39	0
149	38	2	-20	37	0
149.5	38	2.5	-20	36	0
150	38	3	21	35	30
151	38	4	-21	35	32
152	39	1	22	0	34
152.25	39	1.25	-22	0	33
152.5	39	1.5	-22	0	32
152.75	39	1.75	-22	0	33
153	39	2	-22	0	34
153.25	39	2.25	-22	0	35
153.5	39	2.5	-22	0	33
153.75	39	2.75	-22	0	34
154	39	3	23	0	35
155	39	4	-23	35	33
155.5	39	4.5	-23	-35	32
156	40	1	24	33	31
156.5	40	1.5	-24	35	-31
157	40	2	-24	32	31
157.5	40	2.5	-24	33	-31
158	40	3	-24	35	0
158.5	40	3.5	-24	33	0
159	40	4	-24	32	38
159.5	40	4.5	-24	33	-38
160	41	1	-24	29	38
160.5	41	1.5	-24	-29	35
161	41	2	-24	-29	36
161.5	41	2.5	-24	-29	37
162	41	3	22	-29	38
162.5	41	3.5	-22	-29	36
163	41	4	-22	30	35
163.5	41	4.5	-22	31	36
164	42	1	23	32	32
164.5	42	1.5	-23	31	35
165	42	2	-23	32	34
165.5	42	2.5	-23	32	35
166	42	3	24	28	33
166.25	42	3.25	-24	29	-33
166.5	42	3.5	-24	30	32
166.75	42	3.75	-24	31	-32
167	42	4	-24	32	33
167.25	42	4.25	-24	33	31
167.5	42	4.5	-24	34	32
167.75	42	4.75	-24	33	33
168	43	1	25	34	29
169	43	2	-25	-34	30
169.25	43	2.25	-25	-34	31
169.5	43	2.5	-25	-34	32
169.75	43	2.75	-25	-34	33
170	43	3	-25	0	34
170.25	43	3.25	-25	0	35
170.5	43	3.5	-25	0	36
170.75	43	3.75	-25	0	35
171	43	4	-25	37	36
171.25	43	4.25	-25	36	-36
171.5	43	4.5	-25	37	36
171.75	43	4.75	-25	38	-36
172	44	1	23	39	37
172.25	44	1.25	-23	-39	38
172.5	44	1.5	-23	39	39
172.75	44	1.75	-23	-39	38
173	44	2	-23	33	39
173.25	44	2.25	-23	32	-39
173.5	44	2.5	-23	33	39
173.75	44	2.75	-23	34	-39
174	44	3	21	35	33
174.25	44	3.25	-21	-35	34
174.5	44	3.5	-21	35	35
174.75	44	3.75	-21	-35	34
175	44	4	-21	33	35
175.25	44	4.25	-21	32	-35
175.5	44	4.5	-21	33	35
175.75	44	4.75	-21	34	-35
176	45	1	22	31	33
176.25	45	1.25	-22	-31	32
176.5	45	1.5	-22	31	33
176.75	45	1.75	-22	-31	34
177	45	2	-22	32	32
177.125	45	2.125	-22	33	-32
177.25	45	2.25	-22	34	-32
177.375	45	2.375	-22	35	-32
177.5	45	2.5	-22	33	-32
177.625	45	2.625	-22	34	-32
177.75	45	2.75	-22	35	-32
177.875	45	2.875	-22	32	-32
178	45	3	-22	33	-32
179	45	4	-22	-33	31
180	46	1	18	32	32
186	47	3	25	0	0
187	47	4	26	0	0
188	48	1	27	0	0
190	48	3	-27	0	38
191	48	4	-27	0	37
192	49	1	-27	0	36
192.25	49	1.25	-27	0	33
192.5	49	1.5	-27	0	34
192.75	49	1.75	-27	0	35
193	49	2	-27	0	36
193.25	49	2.25	-27	0	35
193.5	49	2.5	-27	0	37
193.75	49	2.75	-27	0	36
194	49	3	26	36	38
194.25	49	3.25	-26	-36	35
194.5	49	3.5	-26	-36	36
194.75	49	3.75	-26	-36	37
195	49	4	-26	35	38
195.25	49	4.25	-26	-35	37
195.5	49	4.5	-26	-35	39
195.75	49	4.75	-26	-35	38
196	50	1	25	34	39
196.25	50	1.25	-25	31	-39
196.5	50	1.5	-25	32	-39
196.75	50	1.75	-25	33	-39
197	50	2	-25	34	36
197.25	50	2.25	-25	33	-36
197.5	50	2.5	-25	35	35
197.75	50	2.75	-25	34	-35
198	50	3	-25	36	34
198.25	50	3.25	-25	33	-34
198.5	50	3.5	-25	34	-34
198.75	50	3.75	-25	35	-34
199	50	4	-25	36	-34
199.25	50	4.25	-25	35	-34
199.5	50	4.5	-25	37	-34
199.75	50	4.75	-25	36	-34
200	51	1	24	38	-34
201	51	2	-24	35	-34
201.5	51	2.5	-24	34	-34
202	51	3	-24	35	33
203	51	4	-24	-35	32
204	52	1	-24	-35	33
205.5	52	2.5	-24	-35	33
206	52	3	22	38	36
206.25	52	3.25	-22	-38	37
206.5	52	3.5	-22	-38	38
206.75	52	3.75	-22	-38	37
207	52	4	-22	-38	36
207.25	52	4.25	-22	-38	35
207.5	52	4.5	-22	-38	34
207.75	52	4.75	-22	-38	33
208	53	1	23	37	32
208.25	53	1.25	-23	38	33
208.5	53	1.5	-23	39	34
208.75	53	1.75	-23	38	32
209	53	2	-23	37	39
209.25	53	2.25	-23	36	-39
209.5	53	2.5	-23	35	-39
209.75	53	2.75	-23	34	38
210	53	3	24	33	37
210.25	53	3.25	-24	34	36
210.5	53	3.5	-24	33	35
210.75	53	3.75	-24	34	34
211	53	4	-24	35	33
211.25	53	4.25	-24	34	32
211.5	53	4.5	-24	35	31
211.75	53	4.75	-24	33	30
212	54	1	25	36	29
212.5	54	1.5	-25	-36	29
213	54	2	-25	-36	30
213.25	54	2.25	-25	35	31
213.5	54	2.5	-25	34	32
213.75	54	2.75	-25	33	33
214	54	3	-25	32	34
214.25	54	3.25	-25	31	33
214.5	54	3.5	-25	30	33
214.75	54	3.75	-25	29	33
215	54	4	-25	30	33
215.25	54	4.25	-25	-30	33
215.5	54	4.5	-25	-30	32
215.75	54	4.75	-25	-30	33
216	55	1	23	-30	34
216.25	55	1.25	-23	-30	32
216.5	55	1.5	-23	-30	33
216.75	55	1.75	-23	-30	34
217	55	2	-23	0	35
217.125	55	2.125	-23	30	-35
217.25	55	2.25	-23	31	36
217.375	55	2.375	-23	32	-36
217.5	55	2.5	-23	33	37
217.625	55	2.625	-23	34	-37
217.75	55	2.75	-23	35	36
217.875	55	2.875	-23	36	-36
218	55	3	21	37	36
218.25	55	3.25	-21	38	36
218.5	55	3.5	-21	39	35
218.75	55	3.75	-21	38	36
219	55	4	-21	38	37
219.125	55	4.125	-21	38	-37
219.25	55	4.25	-21	37	-37
219.375	55	4.375	-21	38	-37
219.5	55	4.5	-21	39	37
219.75	55	4.75	-21	39	-37
220	56	1	22	0	33
220.25	56	1.25	-22	0	34
220.5	56	1.5	-22	0	35
220.75	56	1.75	-22	0	36
221	56	2	-22	34	32
221.25	56	2.25	-22	35	-32
221.5	56	2.5	-22	36	-32
221.75	56	2.75	-22	37	-32
222	56	3	-22	33	-32
223	56	4	-22	-33	31
224	57	1	18	32	32
228	58	1	0	0	0
228	58	1	0	0	0
230	58	3	25	34	32
231	58	4	26	-34	-32
232	59	1	27	-34	-32
234	59	3	-27	31	28
235	59	4	-27	30	27
236	60	1	-27	31	29
237.5	60	2.5	-27	32	30
238	60	3	26	33	31
238.5	60	3.5	-26	31	-31
239	60	4	-26	32	-31
239.5	60	4.5	-26	33	-31
240	61	1	25	34	-31
241	61	2	-25	-34	30
242	61	3	-25	-34	31
242.5	61	3.5	-25	-34	32
243	61	4	-25	33	31
243.5	61	4.5	-25	-33	32
244	62	1	24	33	33
244.5	62	1.5	-24	34	-33
245	62	2	-24	33	-33
245.5	62	2.5	-24	34	-33
246	62	3	-24	35	-33
247.25	62	4.25	-24	-35	32
247.5	62	4.5	-24	-35	33
247.75	62	4.75	-24	-35	34
248	63	1	-24	-35	35
249	63	2	-24	34	-35
249.25	63	2.25	-24	33	-35
249.5	63	2.5	-24	34	-35
249.75	63	2.75	-24	35	-35
250	63	3	22	36	-35
251	63	4	-22	-36	34
251.5	63	4.5	-22	-36	33
252	64	1	23	-36	32
253	64	2	-23	35	33
253.5	64	2.5	-23	34	-33
254	64	3	24	33	-33
255	64	4	-24	34	36
255.5	64	4.5	-24	-34	35
256	65	1	25	-34	34
256.5	65	1.5	-25	-34	33
257	65	2	-25	37	32
257.5	65	2.5	-25	36	31
258	65	3	-25	35	32
258.5	65	3.5	-25	34	-32
259	65	4	-25	33	-32
259.5	65	4.5	-25	32	-32
260	66	1	-25	33	32
260.25	66	1.25	-25	-33	29
260.5	66	1.5	-25	-33	30
260.75	66	1.75	-25	-33	31
261	66	2	-25	-33	32
261.25	66	2.25	-25	-33	33
261.5	66	2.5	-25	-33	34
261.75	66	2.75	-25	-33	35
262	66	3	24	-33	36
263	66	4	-24	32	-36
263.5	66	4.5	-24	31	-36
264	67	1	23	32	-36
264.25	67	1.25	-23	29	-36
264.5	67	1.5	-23	30	-36
264.75	67	1.75	-23	31	-36
265	67	2	-23	32	35
265.25	67	2.25	-23	33	-35
265.5	67	2.5	-23	34	34
265.75	67	2.75	-23	35	-34
265.875	67	2.875	-23	36	-34
266	67	3	-23	37	35
266.5	67	3.5	-23	-37	32
267	67	4	-23	-37	33
267.5	67	4.5	-23	-37	34
268	68	1	22	33	32
270	68	3	-22	33	31
272	69	1	-22	0	29
273	69	2	-22	0	33
274	69	3	22	0	34
274.25	69	3.25	-22	0	33
274.5	69	3.5	-22	0	31
274.75	69	3.75	-22	0	32
275	69	4	-22	0	33
275.25	69	4.25	-22	0	30
275.5	69	4.5	-22	0	31
275.75	69	4.75	-22	0	32
276	70	1	22	34	29
276.25	70	1.25	-22	-34	30
276.5	70	1.5	-22	-34	31
276.75	70	1.75	-22	-34	32
277	70	2	-22	38	33
277.25	70	2.25	-22	-38	34
277.5	70	2.5	-22	-38	35
277.75	70	2.75	-22	-38	34
278	70	3	21	39	37
278.25	70	3.25	-21	38	-37
278.5	70	3.5	-21	35	-37
278.75	70	3.75	-21	36	-37
279	70	4	-21	37	36
279.25	70	4.25	-21	36	-36
279.5	70	4.5	-21	34	35
279.75	70	4.75	-21	35	-35
280	71	1	20	36	38
281	71	2	-20	35	38
281.5	71	2.5	-20	34	-38
282	71	3	-20	38	-38
283	71	4	-20	-38	37
283.5	71	4.5	-20	-38	36
284	72	1	-20	-38	39
285	72	2	-20	37	-39
285.5	72	2.5	-20	36	-39
286	72	3	21	39	-39
287	72	4	-21	-39	39
287.25	72	4.25	-21	-39	38
287.5	72	4.5	-21	-39	37
287.75	72	4.75	-21	-39	36
288	73	1	22	-39	35
288.25	73	1.25	-22	-39	34
288.5	73	1.5	-22	-39	33
288.75	73	1.75	-22	-39	32
289	73	2	-22	39	34
289.25	73	2.25	-22	38	-34
289.5	73	2.5	-22	36	-34
289.75	73	2.75	-22	35	-34
290	73	3	23	32	-34
290.5	73	3.5	-23	-32	33
291	73	4	-23	35	34
291.25	73	4.25	-23	-35	32
291.5	73	4.5	-23	-35	35
291.75	73	4.75	-23	-35	34
292	74	1	24	-35	33
292.5	74	1.5	-24	34	-33
293	74	2	-24	35	36
293.25	74	2.25	-24	33	-36
293.5	74	2.5	-24	36	-36
293.75	74	2.75	-24	35	-36
294	74	3	-24	34	-36
294.5	74	3.5	-24	-34	35
295	74	4	-24	-34	36
295.25	74	4.25	-24	-34	34
295.5	74	4.5	-24	-34	37
295.75	74	4.75	-24	-34	36
296	75	1	-24	-34	35
297	75	2	-24	33	38
297.25	75	2.25	-24	33	-38
297.5	75	2.5	-24	32	-38
297.75	75	2.75	-24	33	-38
298	75	3	22	34	-38
298.25	75	3.25	-22	-34	37
298.375	75	3.375	-22	-34	36
298.5	75	3.5	-22	-34	35
298.625	75	3.625	-22	-34	34
298.75	75	3.75	-22	-34	33
298.875	75	3.875	-22	-34	32
299	75	4	-22	-34	31
299.125	75	4.125	-22	-34	30
299.25	75	4.25	-22	-34	29
299.375	75	4.375	-22	-34	30
299.5	75	4.5	-22	-34	31
299.625	75	4.625	-22	-34	32
299.75	75	4.75	-22	-34	33
299.875	75	4.875	-22	-34	34
300	76	1	23	0	35
300.5	76	1.5	-23	0	36
300.75	76	1.75	-23	0	37
301	76	2	-23	0	33
301.25	76	2.25	-23	0	34
301.5	76	2.5	-23	0	35
301.75	76	2.75	-23	0	33
302	76	3	24	0	34
302.25	76	3.25	-24	0	35
302.5	76	3.5	-24	36	31
302.75	76	3.75	-24	37	32
303	76	4	-24	38	33
303.25	76	4.25	-24	36	31
303.5	76	4.5	-24	37	32
303.75	76	4.75	-24	38	33
304	77	1	25	34	29
304.25	77	1.25	-25	35	-29
304.5	77	1.5	-25	36	-29
304.75	77	1.75	-25	34	-29
305	77	2	-25	35	-29
305.25	77	2.25	-25	36	-29
305.5	77	2.5	-25	32	-29
305.75	77	2.75	-25	33	-29
306	77	3	-25	34	-29
306.25	77	3.25	-25	32	-29
306.5	77	3.5	-25	33	-29
306.75	77	3.75	-25	34	-29
307	77	4	-25	30	32
307.25	77	4.25	-25	31	33
307.5	77	4.5	-25	32	34
307.75	77	4.75	-25	30	33
307.875	77	4.875	-25	-30	32
308	78	1	23	31	39
308.25	78	1.25	-23	32	-39
308.5	78	1.5	-23	30	-39
309	78	2	-23	37	-39
309.125	78	2.125	-23	38	-39
309.25	78	2.25	-23	39	-39
309.375	78	2.375	-23	37	-39
309.5	78	2.5	-23	38	-39
309.625	78	2.625	-23	39	-39
309.75	78	2.75	-23	35	-39
309.875	78	2.875	-23	36	-39
310	78	3	21	37	38
310.125	78	3.125	-21	35	-38
310.25	78	3.25	-21	36	-38
310.375	78	3.375	-21	37	-38
310.5	78	3.5	-21	33	-38
310.625	78	3.625	-21	34	-38
310.75	78	3.75	-21	35	-38
310.875	78	3.875	-21	33	-38
311	78	4	-21	34	38
311.125	78	4.125	-21	35	-38
311.25	78	4.25	-21	31	-38
311.375	78	4.375	-21	32	-38
311.5	78	4.5	-21	33	37
311.625	78	4.625	-21	31	-37
311.75	78	4.75	-21	32	-37
311.875	78	4.875	-21	33	-37
312	79	1	22	31	36
312.125	79	1.125	-22	-31	37
312.25	79	1.25	-22	-31	38
312.375	79	1.375	-22	-31	36
312.5	79	1.5	-22	-31	37
312.625	79	1.625	-22	-31	38
312.75	79	1.75	-22	-31	34
312.875	79	1.875	-22	-31	35
313	79	2	-22	32	36
313.25	79	2.25	-22	-32	34
313.375	79	2.375	-22	-32	35
313.5	79	2.5	-22	-32	36
313.625	79	2.625	-22	-32	32
313.75	79	2.75	-22	-32	33
313.875	79	2.875	-22	-32	34
314.125	79	3.125	-22	-32	33
314.25	79	3.25	-22	-32	35
314.375	79	3.375	-22	-32	34
314.5	79	3.5	-22	-32	33
315	79	4	-22	31	33
316	80	1	18	32	32
320	81	1	0	0	0
320	81	1	0	30	0
322	81	3	25	-30	0
323	81	4	26	32	0
323.5	81	4.5	-26	31	0
324	82	1	27	32	34
324.25	82	1.25	-27	29	-34
324.5	82	1.5	-27	30	-34
324.75	82	1.75	-27	31	-34
325	82	2	-27	32	-34
325.25	82	2.25	-27	33	-34
325.5	82	2.5	-27	34	-34
325.75	82	2.75	-27	35	-34
326	82	3	-27	36	-34
327	82	4	-27	-36	36
327.5	82	4.5	-27	-36	35
328	83	1	-27	-36	36
328.25	83	1.25	-27	-36	31
328.5	83	1.5	-27	-36	32
328.75	83	1.75	-27	-36	33
329	83	2	-27	35	34
329.25	83	2.25	-27	-35	35
329.5	83	2.5	-27	-35	36
329.75	83	2.75	-27	-35	37
330	83	3	26	35	38
330.25	83	3.25	-26	34	-38
330.5	83	3.5	-26	33	-38
330.75	83	3.75	-26	32	-38
331	83	4	-26	33	-38
331.25	83	4.25	-26	32	-38
331.5	83	4.5	-26	32	-38
331.75	83	4.75	-26	31	-38
332	84	1	25	32	-38
333	84	2	-25	-32	37
334	84	3	-25	32	37
334.125	84	3.125	-25	-32	36
334.25	84	3.25	-25	-32	35
334.375	84	3.375	-25	-32	34
334.5	84	3.5	-25	31	33
334.625	84	3.625	-25	-31	34
334.75	84	3.75	-25	-31	35
334.875	84	3.875	-25	-31	34
335	84	4	-25	32	34
335.125	84	4.125	-25	-32	33
335.25	84	4.25	-25	-32	36
335.5	84	4.5	-25	28	-36
336	85	1	24	31	-36
336.25	85	1.25	-24	-31	35
336.375	85	1.375	-24	-31	34
336.5	85	1.5	-24	-31	33
336.625	85	1.625	-24	-31	34
336.75	85	1.75	-24	-31	32
336.875	85	1.875	-24	-31	33
337	85	2	-24	-31	31
338.25	85	3.25	-24	-31	29
338.5	85	3.5	-24	-31	30
338.75	85	3.75	-24	-31	31
339	85	4	-24	29	32
339.25	85	4.25	-24	30	33
339.5	85	4.5	-24	31	34
339.75	85	4.75	-24	32	35
340	86	1	-24	31	33
341	86	2	-24	36	-33
342	86	3	22	-36	38
342.5	86	3.5	-22	35	-38
342.75	86	3.75	-22	34	-38
343	86	4	-22	33	-38
343.25	86	4.25	-22	32	-38
343.5	86	4.5	-22	33	-38
343.75	86	4.75	-22	31	-38
344	87	1	23	32	-38
344.5	87	1.5	-23	-32	37
344.75	87	1.75	-23	-32	36
345	87	2	-23	39	35
345.25	87	2.25	-23	-39	34
345.5	87	2.5	-23	-39	35
345.75	87	2.75	-23	-39	32
346	87	3	24	-39	33
346.5	87	3.5	-24	38	-33
346.75	87	3.75	-24	37	-33
347	87	4	-24	36	36
347.25	87	4.25	-24	35	-36
347.5	87	4.5	-24	36	-36
347.75	87	4.75	-24	33	-36
348	88	1	25	34	-36
348.5	88	1.5	-25	35	-36
348.75	88	1.75	-25	36	35
349	88	2	-25	37	34
349.25	88	2.25	-25	-37	33
349.5	88	2.5	-25	-37	35
349.75	88	2.75	-25	-37	31
350	88	3	-25	-37	32
350.5	88	3.5	-25	36	-32
351	88	4	-25	35	39
351.25	88	4.25	-25	34	-39
351.5	88	4.5	-25	35	-39
351.75	88	4.75	-25	32	-39
352	89	1	-25	33	-39
352.5	89	1.5	-25	-33	38
352.75	89	1.75	-25	-33	37
353	89	2	-25	-33	36
353.25	89	2.25	-25	-33	35
353.5	89	2.5	-25	-33	36
353.625	89	2.625	-25	-33	33
353.75	89	2.75	-25	-33	34
353.875	89	2.875	-25	-33	32
354	89	3	24	0	33
354.5	89	3.5	-24	36	-33
355	89	4	-24	37	-33
355.5	89	4.5	-24	38	-33
356	90	1	23	39	32
356.25	90	1.25	-23	-39	33
356.5	90	1.5	-23	-39	34
356.75	90	1.75	-23	-39	35
357	90	2	-23	34	36
357.25	90	2.25	-23	35	37
357.5	90	2.5	-23	34	38
357.75	90	2.75	-23	35	31
358	90	3	-23	36	32
359	90	4	-23	32	-32
359.25	90	4.25	-23	31	-32
359.5	90	4.5	-23	32	-32
359.75	90	4.75	-23	33	-32
360	91	1	22	34	-32
362	91	3	-22	33	31
366	92	3	22	0	0
368	93	1	22	0	0
369	93	2	-22	0	33
370	93	3	21	0	34
371	93	4	-21	0	35
372	94	1	20	0	36
372.5	94	1.5	-20	0	35
373	94	2	-20	31	35
373.5	94	2.5	-20	-31	34
374	94	3	-20	32	36
374.5	94	3.5	-20	-32	35
375	94	4	-20	33	35
375.5	94	4.5	-20	-33	34
375.75	94	4.75	-20	-33	33
376	95	1	-20	34	36
376.5	95	1.5	-20	33	-36
377	95	2	-20	34	-36
377.5	95	2.5	-20	32	-36
378	95	3	21	37	32
378.5	95	3.5	-21	36	-32
379	95	4	-21	36	-32
379.5	95	4.5	-21	35	-32
380	96	1	22	34	36
380.5	96	1.5	-22	33	-36
381	96	2	-22	33	-36
381.5	96	2.5	-22	32	-36
