**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	0	0	0	31
4	1	3	0	0	0	31	0	0	31	33
7	1	4.5	0	0	0	-31	0	0	-31	34
8	2	1	0	0	0	33	0	0	31	35
12	2	3	0	0	0	34	0	0	27	36
16	3	1	0	0	31	33	0	0	24	35
18	3	2	0	0	-31	-33	0	0	-24	31
19	3	2.5	0	0	-31	34	0	0	-24	-31
20	3	3	0	0	31	35	0	0	-24	33
22	3	4	0	0	-31	-35	0	0	31	-33
24	4	1	0	0	27	36	0	0	29	34
25	4	1.5	0	0	-27	-36	0	0	27	-34
26	4	2	0	0	-27	-36	0	0	29	-34
27	4	2.5	0	0	-27	-36	0	0	30	-34
28	4	3	0	0	24	35	0	0	31	33
30	4	4	0	0	28	-35	0	0	30	32
32	5	1	0	0	26	35	0	0	31	33
33	5	1.5	0	0	24	-35	0	0	-31	-33
34	5	2	0	0	26	-35	0	0	-31	-33
35	5	2.5	0	0	27	-35	0	0	-31	-33
36	5	3	0	0	28	-35	0	0	30	32
38	5	4	0	0	29	34	0	0	29	31
40	6	1	0	0	30	35	0	0	28	32
41	6	1.5	0	0	29	-35	0	0	-28	-32
42	6	2	0	0	28	-35	0	0	-28	-32
43	6	2.5	0	0	29	-35	0	0	27	-32
44	6	3	0	0	30	-35	0	0	26	0
45	6	3.5	0	0	31	-35	0	0	-26	0
46	6	4	0	0	32	34	0	0	25	32
48	7	1	0	0	-32	33	0	0	29	33
49	7	1.5	0	0	31	-33	0	0	-29	-33
50	7	2	0	0	31	32	0	0	-29	34
51	7	2.5	0	0	-31	31	0	0	-29	-34
52	7	3	0	0	-31	32	0	0	28	35
54	7	4	0	0	30	-32	0	0	-28	-35
56	8	1	0	0	31	33	0	24	26	-35
59	8	2.5	0	0	-31	-33	0	-24	27	-35
60	8	3	0	0	-31	-33	24	26	28	35
62	8	4	0	24	-31	-33	-24	-26	31	-35
63	8	4.5	0	-24	-31	-33	-24	27	-31	34
64	9	1	0	26	0	0	24	28	-31	33
66	9	2	0	-26	0	33	-24	-28	31	35
68	9	3	0	27	0	31	20	29	31	34
69	9	3.5	0	-27	0	29	-20	-29	-31	-34
70	9	4	0	-27	31	31	-20	-29	-31	-34
71	9	4.5	0	-27	-31	32	-20	-29	-31	-34
72	10	1	24	26	-31	33	17	28	31	35
74	10	2	-24	-26	31	35	-17	24	-31	-35
75	10	2.5	-24	27	-31	-35	-17	-24	-31	-35
76	10	3	24	28	31	-35	-17	26	0	0
77	10	3.5	-24	-28	-31	33	-17	-26	0	0
78	10	4	-24	-28	-31	35	24	-26	0	33
80	11	1	20	29	31	34	22	27	0	31
81	11	1.5	-20	-29	-31	-34	20	-27	0	29
82	11	2	-20	-29	-31	-34	22	-27	0	31
83	11	2.5	-20	-29	-31	-34	23	-27	0	32
84	11	3	17	28	0	0	24	26	0	33
86	11	4	21	-28	0	0	23	25	0	35
88	12	1	19	28	0	0	24	26	0	35
89	12	1.5	17	-28	0	0	-24	-26	0	-35
90	12	2	19	-28	28	35	-24	-26	0	-35
91	12	2.5	20	-28	-28	-35	-24	-26	0	-35
92	12	3	21	-28	30	-35	23	25	0	0
94	12	4	22	27	31	31	22	24	0	0
96	13	1	23	28	30	35	21	25	0	0
98	13	2	24	26	28	-35	17	26	0	31
100	13	3	-24	25	-28	-35	21	28	0	32
101	13	3.5	-24	-25	29	-35	-21	-28	0	-32
102	13	4	23	-25	30	-35	-21	-28	0	-32
104	14	1	24	24	26	35	17	0	0	33
106	14	2	-24	-24	-26	-35	-17	28	0	-33
108	14	3	17	-24	-26	-35	24	-28	28	-33
110	14	4	-17	-24	-26	-35	-24	26	-28	-33
112	15	1	0	0	0	0	22	-26	29	31
114	15	2	0	0	0	0	-22	24	-29	-31
116	15	3	0	0	0	0	21	28	30	32
120	16	1	0	0	0	0	24	28	0	33
122	16	2	0	0	0	0	-24	26	28	-33
124	16	3	0	0	0	0	24	29	31	-33
126	16	4	0	0	0	0	22	-29	-31	31
128	17	1	0	0	0	0	25	27	-31	34
130	17	2	0	0	0	0	-25	-27	30	-34
132	17	3	0	0	0	0	24	0	29	-34
134	17	4	0	0	0	0	-24	24	28	33
135	17	4.5	0	0	0	0	23	-24	-28	-33
136	18	1	0	0	0	0	22	24	27	36
138	18	2	0	0	0	0	21	23	26	-36
140	18	3	0	0	0	0	20	22	-26	-36
142	18	4	0	0	0	0	-20	-22	25	-36
144	19	1	24	0	28	31	17	24	26	35
146	19	2	-24	26	-28	-31	-17	-24	-26	-35
148	19	3	22	26	29	-31	0	0	0	0
152	20	1	21	28	30	32	0	0	0	0
154	20	2	-21	28	-30	-32	0	0	0	0
156	20	3	24	28	28	33	0	0	0	0
158	20	4	-24	26	-28	-33	0	0	0	0
160	21	1	24	29	31	-33	0	0	0	0
162	21	2	22	-29	-31	31	0	0	0	0
164	21	3	25	-29	-31	34	0	0	0	0
166	21	4	-25	28	30	-34	0	0	0	0
167	21	4.5	-25	27	-30	-34	0	0	0	0
168	22	1	24	28	31	33	0	0	0	0
169	22	1.5	-24	26	-31	-33	0	0	0	0
170	22	2	20	27	-31	36	0	0	0	0
