**absq	**bar	**beat	**b7	**b7
0	1	1	21	0
1	1	2	-21	37
2.5	1	3.5	-21	34
3	1	4	-21	35
4	2	1	21	35
6.5	2	3.5	-21	35
7	2	4	-21	34
7.5	2	4.5	-21	34
8	3	1	-21	34
9.5	3	2.5	-21	33
10	3	3	25	32
12	4	1	18	32
13	4	2	-18	32
15	4	4	-18	30
15.5	4	4.5	-18	29
16	5	1	22	31
19	5	4	-22	32
20	6	1	-22	32
21	6	2	-22	31
22	6	3	18	34
24	7	1	19	0
25	7	2	-19	30
26	7	3	-19	30
28	8	1	22	29
30	8	3	19	0
31	8	4	-19	35
31.5	8	4.5	-19	35
32	9	1	22	35
35	9	4	-22	34
35.5	9	4.5	-22	33
36	10	1	22	31
36.5	10	1.5	-22	32
37	10	2	-22	32
37.5	10	2.5	-22	31
38	10	3	24	33
38.5	10	3.5	-24	33
39	10	4	-24	36
40	11	1	23	-36
41	11	2	-23	31
41.5	11	2.5	-23	30
42	11	3	22	31
44	12	1	21	-31
44.5	12	1.5	-21	30
45	12	2	-21	30
45.5	12	2.5	-21	30
46	12	3	-21	33
48	13	1	22	31
49	13	2	-22	32
51	13	4	-22	31
52	14	1	18	32
56	15	1	18	32
59	15	4	-18	32
59.5	15	4.5	-18	32
60	16	1	18	32
62.5	16	3.5	-18	32
63	16	4	-18	32
63.5	16	4.5	-18	32
64	17	1	18	32
65	17	2	22	-32
65.5	17	2.5	-22	29
66	17	3	22	29
66.5	17	3.5	-22	30
67	17	4	-22	31
67.5	17	4.5	-22	32
68	18	1	22	33
68.5	18	1.5	-22	34
69	18	2	-22	35
71	18	4	-22	34
72	19	1	21	35
73	19	2	24	0
73.5	19	2.5	-24	31
74	19	3	23	32
74.5	19	3.5	-23	33
75	19	4	22	34
75.5	19	4.5	-22	32
76	20	1	22	33
76.5	20	1.5	-22	34
77	20	2	21	35
78	20	3	22	-35
79	20	4	-22	34
80	21	1	-22	33
82	21	3	18	32
84	22	1	18	0
85	22	2	-18	34
86	22	3	-18	34
88	23	1	19	-34
89	23	2	-19	30
90	23	3	-19	30
91	23	4	-19	30
92	24	1	-19	30
92.5	24	1.5	-19	32
93	24	2	-19	31
93.5	24	2.5	-19	30
94	24	3	22	31
96	25	1	-22	31
97	25	2	-22	30
97.5	25	2.5	-22	31
98	25	3	23	32
99	25	4	-23	35
100	26	1	24	-35
101	26	2	-24	33
102	26	3	25	34
103.5	26	4.5	-25	36
104	27	1	25	36
105	27	2	24	-36
105.5	27	2.5	23	-36
106	27	3	22	-36
107	27	4	23	-36
108	28	1	24	-36
109	28	2	20	-36
109.5	28	2.5	-20	32
110	28	3	22	32
112	29	1	18	32
*-	*-	*-	*-	*-
