**absq	**bar	**beat	**b7	**b7
0	1	1	24	33
3	1	2.5	-24	33
4	2	1	22	34
5	2	1.5	-22	31
5.5	2	1.75	-22	30
6	2	2	23	32
8	3	1	23	-32
8.5	3	1.25	-23	35
9	3	1.5	-23	32
9.5	3	1.75	-23	33
10	3	2	22	34
11	3	2.5	-22	34
11.5	3	2.75	-22	32
12	4	1	22	33
12.5	4	1.25	-22	32
13	4	1.5	-22	33
13.5	4	1.75	-22	32
14	4	2	22	-32
14.5	4	2.25	-22	32
15.5	4	2.75	-22	31
16	5	1	21	32
18	5	2	21	32
19.5	5	2.75	-21	32
20	6	1	23	35
21	6	1.5	-23	35
22	6	2	23	-35
22.5	6	2.25	-23	34
23	6	2.5	-23	33
23.5	6	2.75	-23	32
24	7	1	24	33
25.5	7	1.75	-24	32
26	7	2	24	33
26.5	7	2.25	-24	35
27	7	2.5	-24	34
27.5	7	2.75	-24	33
28	8	1	22	34
30	8	2	22	34
30.5	8	2.25	-22	31
31	8	2.5	-22	32
31.5	8	2.75	-22	33
32	9	1	22	34
32.5	9	1.25	20	-34
33	9	1.5	21	-34
33.5	9	1.75	22	-34
34	9	2	23	34
34.5	9	2.25	-23	32
35	9	2.5	-23	33
35.5	9	2.75	-23	34
36	10	1	23	35
36.5	10	1.25	21	-35
37	10	1.5	22	-35
37.5	10	1.75	23	-35
38	10	2	24	-35
38.5	10	2.25	17	-35
39	10	2.5	19	-35
39.5	10	2.75	20	-35
40	11	1	21	35
40.5	11	1.25	22	-35
41	11	1.5	23	-35
41.5	11	1.75	24	33
42	11	2	22	31
44	12	1	21	32
48	13	1	21	32
50	13	2	20	32
50.5	13	2.25	-20	32
51	13	2.5	21	32
51.5	13	2.75	-21	33
52	14	1	18	34
52.5	14	1.25	-18	34
53	14	1.5	-18	34
53.5	14	1.75	-18	35
54	14	2	20	36
56	15	1	17	35
58	15	2	20	36
59	15	2.5	17	33
60	16	1	18	34
61	16	1.5	22	31
61.5	16	1.75	23	32
62	16	2	22	33
63	16	2.5	-22	34
64	17	1	23	-34
65	17	1.5	-23	35
66	17	2	22	-35
67	17	2.5	-22	31
68	18	1	21	32
68.25	18	1.125	-21	31
68.5	18	1.25	-21	30
68.75	18	1.375	-21	31
69	18	1.5	-21	32
69.25	18	1.625	-21	33
69.5	18	1.75	-21	34
69.75	18	1.875	-21	35
70	18	2	20	36
72	19	1	20	0
73	19	1.5	-20	36
74	19	2	24	35
74.5	19	2.25	-24	34
75	19	2.5	-24	34
75.5	19	2.75	-24	33
76	20	1	25	34
78	20	2	23	35
80	21	1	22	-35
81	21	1.5	-22	34
