**absq	**bar	**beat	**b7	**b7
0	1	1	0	35
4	1	3	31	-35
8	2	1	-31	33
12	2	3	29	31
16	3	1	28	32
18	3	2	-28	35
19.5	3	2.75	-28	34
20	3	3	29	33
21	3	3.5	-29	34
22	3	4	-29	31
23	3	4.5	-29	32
24	4	1	31	33
25.5	4	1.75	30	-33
26	4	2	29	-33
27	4	2.5	28	-33
28	4	3	27	29
29	4	3.5	26	31
30	4	4	25	-31
31	4	4.5	-25	30
32	5	1	24	31
33	5	1.5	28	30
35	5	2.5	26	31
36	5	3	27	29
36.5	5	3.25	25	30
37	5	3.5	26	31
37.5	5	3.75	27	29
38	5	4	28	30
38.5	5	4.25	26	31
39	5	4.5	27	32
39.5	5	4.75	28	30
40	6	1	29	31
40.5	6	1.25	28	-31
41	6	1.5	26	-31
41.5	6	1.75	27	-31
42	6	2	28	30
43	6	2.5	-28	33
44	6	3	28	32
46	6	4	0	31
47	6	4.5	29	31
48	7	1	28	32
49	7	1.5	-28	33
50	7	2	27	-33
51	7	2.5	27	32
52	7	3	28	33
53	7	3.5	29	-33
54	7	4	-29	31
55	7	4.5	28	33
56	8	1	29	-33
57	8	1.5	29	34
58	8	2	30	35
59	8	2.5	31	34
59.5	8	2.75	-31	33
60	8	3	32	34
61	8	3.5	31	35
61.5	8	3.75	30	-35
62	8	4	29	-35
63	8	4.5	-29	34
64	9	1	28	35
66	9	2	31	33
68	9	3	31	33
69	9	3.5	31	33
70	9	4	31	36
71	9	4.5	-31	35
71.5	9	4.75	32	34
72	10	1	33	35
74	10	2	32	34
76	10	3	31	33
77.5	10	3.75	30	32
78	10	4	31	33
79	10	4.5	29	34
80	11	1	30	32
82	11	2	28	32
83	11	2.5	-28	35
84	11	3	31	-35
85	11	3.5	-31	33
86	11	4	29	34
87	11	4.5	30	-34
87.5	11	4.75	-30	33
88	12	1	-30	32
88.5	12	1.25	29	-32
89	12	1.5	28	33
90	12	2	29	-33
91	12	2.5	-29	31
92	12	3	27	-31
92.5	12	3.25	-27	31
93	12	3.5	-27	32
93.5	12	3.75	27	-32
94	12	4	28	33
95	12	4.5	29	-33
95.5	12	4.75	-29	32
96	13	1	-29	31
96.5	13	1.25	28	-31
97	13	1.5	27	32
98.5	13	2.25	26	31
99	13	2.5	26	31
99.5	13	2.75	25	30
99.75	13	2.875	24	29
100	13	3	25	30
101	13	3.5	26	31
102	13	4	25	-31
103	13	4.5	-25	30
104	14	1	24	31
106	14	2	31	33
108	14	3	31	33
109	14	3.5	31	33
110	14	4	31	36
111	14	4.5	-31	35
111.5	14	4.75	32	34
112	15	1	33	35
114	15	2	32	34
116	15	3	31	33
117.5	15	3.75	30	32
118	15	4	31	33
119	15	4.5	29	34
120	16	1	30	32
122	16	2	28	32
123	16	2.5	-28	35
124	16	3	31	-35
125	16	3.5	-31	33
126	16	4	29	34
127	16	4.5	30	-34
127.5	16	4.75	-30	33
128	17	1	-30	32
128.5	17	1.25	29	-32
129	17	1.5	28	33
130	17	2	29	-33
131	17	2.5	-29	31
132	17	3	27	-31
132.5	17	3.25	-27	31
133	17	3.5	-27	32
133.5	17	3.75	27	-32
134	17	4	28	33
135	17	4.5	29	-33
135.5	17	4.75	-29	32
136	18	1	-29	31
136.5	18	1.25	28	-31
137	18	1.5	27	32
138.5	18	2.25	26	31
139	18	2.5	26	31
139.5	18	2.75	25	30
139.75	18	2.875	24	29
140	18	3	25	30
141	18	3.5	26	31
142	18	4	25	-31
142.5	18	4.25	-25	30
142.75	18	4.375	-25	29
143	18	4.5	-25	30
144	19	1	24	31
152	20	1	0	0
152	20	1	0	35
154	20	2	31	31
154.5	20	2.25	-31	32
155	20	2.5	-31	33
155.5	20	2.75	-31	34
156	20	3	28	35
156.5	20	3.25	29	34
157	20	3.5	30	32
157.5	20	3.75	31	33
158	20	4	32	34
158.5	20	4.25	31	-34
159	20	4.5	29	34
159.5	20	4.75	30	-34
160	21	1	31	33
161	21	1.5	31	33
162	21	2	30	32
163	21	2.5	30	35
164	21	3	29	31
164.5	21	3.25	-29	32
165	21	3.5	31	33
165.5	21	3.75	-31	34
166	21	4	28	35
166.5	21	4.25	29	-35
167	21	4.5	30	35
167.5	21	4.75	31	-35
168	22	1	32	34
169	22	1.5	32	-34
170	22	2	31	33
170.5	22	2.25	30	-33
171	22	2.5	29	33
171.5	22	2.75	28	-33
172	22	3	27	32
172.5	22	3.25	28	-32
173	22	3.5	29	31
173.5	22	3.75	27	-31
174	22	4	28	30
175	22	4.5	27	29
175.5	22	4.75	26	28
176	23	1	27	29
177	23	1.5	28	30
178	23	2	-28	29
179	23	2.5	27	-29
180	23	3	28	28
182	23	4	-28	35
183	23	4.5	-28	35
184	24	1	31	33
184.5	24	1.25	-31	32
185	24	1.5	31	33
185.5	24	1.75	-31	34
186	24	2	30	35
186.5	24	2.25	29	34
187	24	2.5	30	32
187.5	24	2.75	31	33
188	24	3	32	34
188.5	24	3.25	31	-34
189	24	3.5	29	-34
189.5	24	3.75	30	-34
190	24	4	31	33
191	24	4.5	-31	33
192	25	1	30	32
193	25	1.5	30	35
194	25	2	29	31
194.5	25	2.25	-29	32
