**absq	**bar	**beat	**b7	**b7
0	1	1	23	37
2	1	3	25	-37
3	1	4	-25	34
3.5	1	4.5	-25	34
4	2	1	-25	34
6	2	3	-25	34
8	3	1	26	0
9	3	2	-26	35
9.5	3	2.5	-26	35
10	3	3	-26	35
11.5	3	4.5	-26	32
12	4	1	19	33
14	4	3	-19	33
16	5	1	19	35
17	5	2	-19	35
18	5	3	-19	35
19	5	4	-19	35
19.5	5	4.5	-19	35
20	6	1	19	35
21	6	2	-19	34
22	6	3	-19	34
23.5	6	4.5	-19	33
24	7	1	23	34
26	7	3	-23	34
28	8	1	20	0
29.5	8	2.5	-20	34
30	8	3	-20	34
31	8	4	-20	36
32	9	1	23	-36
33	9	2	-23	32
33.5	9	2.5	-23	32
34	9	3	-23	32
35.5	9	4.5	-23	37
36	10	1	23	37
37.5	10	2.5	-23	34
38	10	3	-23	34
40	11	1	-23	34
44	12	1	24	0
45	12	2	-24	36
46	12	3	-24	36
46.5	12	3.5	-24	36
47	12	4	-24	36
47.5	12	4.5	-24	36
48	13	1	25	36
49	13	2	-25	37
51	13	4	-25	35
51.5	13	4.5	-25	34
52	14	1	26	35
53	14	2	-26	35
55	14	4	-26	36
56	15	1	19	36
57	15	2	-19	36
58	15	3	-19	36
60	16	1	19	-36
60.5	16	1.5	-19	35
61	16	2	-19	35
61.5	16	2.5	-19	34
62	16	3	-19	34
62.5	16	3.5	-19	33
63	16	4	-19	33
63.5	16	4.5	-19	32
64	17	1	19	-32
65	17	2	-19	32
66	17	3	-19	32
66.5	17	3.5	-19	32
67	17	4	-19	32
67.5	17	4.5	-19	32
68	18	1	-19	32
69.5	18	2.5	-19	31
70	18	3	20	31
71.5	18	4.5	-20	30
72	19	1	23	32
74	19	3	-23	32
76	20	1	25	0
80	21	1	-25	36
83	21	4	-25	34
84	22	1	25	34
85	22	2	-25	34
85.5	22	2.5	-25	34
86	22	3	-25	34
87	22	4	-25	37
89	23	2	-25	36
89.5	23	2.5	-25	35
90	23	3	25	36
92	24	1	25	36
93	24	2	-25	37
94	24	3	22	-37
96	25	1	-22	33
96.5	25	1.5	-22	33
97	25	2	-22	33
97.5	25	2.5	-22	33
98	25	3	-22	33
99	25	4	-22	38
101	26	2	-22	34
101.5	26	2.5	-22	34
102	26	3	23	34
104	27	1	19	33
*-	*-	*-	*-	*-
