**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	18	0	0	0	0	0
1	1	2	-18	0	0	25	0	0
2	1	3	-18	0	0	27	0	0
2.25	1	3.25	-18	0	0	26	0	0
2.5	1	3.5	-18	0	0	27	0	0
2.75	1	3.75	-18	0	0	28	0	0
3	1	4	-18	0	0	29	0	0
4	2	1	23	0	0	-29	0	0
5	2	2	-23	0	0	25	0	0
6	2	3	22	0	0	26	0	0
8	3	1	22	0	0	26	0	0
11	3	4	22	22	24	26	29	33
12	4	1	22	22	26	24	26	29
13	4	2	18	18	25	25	27	30
14	4	3	17	17	21	26	28	31
16	5	1	17	17	24	26	28	31
18	5	3	24	0	0	0	0	0
19	5	4	-24	0	0	26	0	0
20	6	1	25	0	0	29	0	0
21	6	2	-25	0	0	29	0	0
21.5	6	2.5	-25	0	0	25	0	0
22	6	3	21	0	0	28	0	0
23	6	4	21	0	0	28	0	0
24	7	1	22	0	0	0	0	0
24.5	7	1.5	23	0	0	25	0	0
25	7	2	24	0	0	26	0	0
25.5	7	2.5	22	0	0	27	0	0
26	7	3	23	0	0	28	0	0
26.5	7	3.5	24	0	0	26	0	0
27	7	4	25	0	0	29	0	0
28	8	1	23	0	0	-29	0	0
29	8	2	24	0	0	28	0	0
29.75	8	2.75	-24	0	0	27	0	0
30	8	3	20	0	0	27	0	0
30.5	8	3.5	18	0	0	-27	0	0
31	8	4	19	0	0	-27	0	0
31.5	8	4.5	20	0	0	-27	0	0
32	9	1	21	0	0	0	0	0
32.5	9	1.5	-21	0	0	25	0	0
33	9	2	-21	0	0	26	0	0
33.5	9	2.5	-21	0	0	27	0	0
34	9	3	19	0	0	28	0	0
36	10	1	22	0	0	-28	0	0
37	10	2	-22	0	0	27	0	0
38	10	3	-22	0	0	26	0	0
40	11	1	18	0	0	25	0	0
41.5	11	2.5	-18	0	0	29	0	0
42	11	3	25	0	0	25	0	0
43	11	4	25	0	0	25	0	0
43.5	11	4.5	-25	25	25	27	29	32
44	12	1	21	21	25	28	30	32
45	12	2	-21	21	25	28	30	32
45.5	12	2.5	24	24	24	28	31	33
46	12	3	20	20	24	29	31	34
47	12	4	-20	-20	22	29	-31	34
47.5	12	4.5	-20	-20	-22	-29	-31	34
48	13	1	20	20	29	0	31	34
48.5	13	1.5	-20	-20	-29	0	-31	34
49	13	2	27	27	-29	0	-31	33
49.5	13	2.5	-27	-27	-29	0	-31	32
50	13	3	27	27	29	0	0	31
50.5	13	3.5	27	27	29	0	0	-31
51	13	4	26	26	28	26	31	-31
51.5	13	4.5	25	25	27	-26	-31	32
52	14	1	24	24	26	29	31	33
52.5	14	1.5	-24	-24	-26	29	31	-33
53	14	2	-24	-24	-26	28	30	-33
53.5	14	2.5	-24	-24	-26	27	29	-33
54	14	3	-24	-24	0	28	28	-33
55	14	4	22	22	24	29	27	34
56	15	1	24	24	24	28	28	-34
57	15	2	-24	-24	-24	-28	-28	33
58	15	3	20	20	24	27	29	34
60	16	1	20	0	0	0	0	0
60.5	16	1.5	-20	0	0	31	0	0
61	16	2	21	0	0	30	0	0
61.5	16	2.5	-21	0	0	29	0	0
62	16	3	-21	0	0	28	0	0
62.5	16	3.5	-21	0	0	27	0	0
63	16	4	22	0	0	26	0	0
63.5	16	4.5	-22	0	0	25	0	0
64	17	1	21	0	0	28	0	0
65	17	2	18	0	0	27	0	0
66	17	3	22	0	0	26	0	0
68	18	1	18	0	0	25	0	0
68.5	18	1.5	-18	0	29	-25	0	0
69	18	2	-18	0	28	-25	0	0
69.5	18	2.5	-18	0	27	-25	0	0
70	18	3	22	0	26	0	0	0
70.5	18	3.5	20	0	31	29	0	0
71	18	4	21	0	30	28	0	0
71.5	18	4.5	-21	0	29	27	0	0
72	19	1	21	0	28	26	0	0
72.5	19	1.5	-21	0	27	25	0	0
73	19	2	22	0	26	24	0	0
73.5	19	2.5	-22	0	26	22	0	0
74	19	3	18	0	27	25	0	0
74.5	19	3.5	-18	0	25	-25	0	0
75	19	4	-18	0	29	24	0	0
76	20	1	19	0	-29	23	0	0
77	20	2	-19	0	28	-23	0	0
78	20	3	22	0	29	22	0	0
80	21	1	0	0	0	0	0	0
81	21	2	22	22	29	26	29	31
81.5	21	2.5	22	22	26	29	29	31
82	21	3	25	25	27	27	29	32
83	21	4	25	25	27	25	29	32
83.5	21	4.5	24	24	26	28	31	33
84	22	1	27	27	29	27	31	34
84.5	22	1.5	27	27	27	29	31	34
85	22	2	23	23	27	30	32	34
85.5	22	2.5	23	23	25	29	32	34
86	22	3	24	24	28	28	31	33
88	23	1	20	20	27	29	31	34
91	23	4	-20	-20	-27	-29	31	-34
92	24	1	21	0	0	0	30	0
93	24	2	22	0	0	0	31	0
94	24	3	18	0	0	0	32	0
95	24	4	-18	0	27	0	29	0
96	25	1	22	0	26	0	31	0
96.5	25	1.5	-22	0	-26	0	31	0
97	25	2	-22	0	27	0	30	0
97.5	25	2.5	-22	0	-27	0	29	0
98	25	3	21	0	28	0	30	0
99	25	4	-21	0	25	0	-30	0
100	26	1	25	0	27	0	29	0
100.5	26	1.5	-25	0	27	0	-29	0
101	26	2	-25	0	26	0	-29	34
101.5	26	2.5	-25	0	25	0	-29	-34
102	26	3	24	24	26	0	31	33
102.5	26	3.5	-24	-24	-26	0	31	-33
103	26	4	-24	-24	-26	0	30	34
103.5	26	4.5	-24	-24	-26	0	29	-34
104	27	1	23	23	25	0	30	35
105	27	2	24	24	-25	0	-30	35
106	27	3	25	25	0	0	29	34
106.5	27	3.5	-25	-25	0	0	-29	34
107	27	4	22	22	27	0	-29	33
107.5	27	4.5	-22	-22	-27	0	-29	32
108	28	1	24	24	26	0	0	33
108.5	28	1.5	-24	24	-26	0	0	-33
109	28	2	23	23	-26	26	0	31
109.5	28	2.5	22	22	27	-26	0	-31
110	28	3	23	23	28	25	0	0
111	28	4	-23	-23	28	26	0	0
112	29	1	22	22	24	27	0	0
112.5	29	1.5	-22	-22	24	-27	0	0
113	29	2	-22	-22	24	26	31	0
