**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
85	11	2.25	-21	-21	-25	-23	0	24	-28	-32	-25	-28	36	-32
86	11	2.5	-21	-21	-25	21	0	25	-28	31	25	-28	37	35
87	11	2.75	-21	-21	-25	-21	0	26	-28	30	-25	-28	-37	-35
88	12	1	0	18	-25	25	0	27	0	29	-25	29	-37	-35
89	12	1.25	0	-18	-25	-25	0	28	0	-29	26	-29	-37	-35
90	12	1.5	0	-18	24	-25	0	29	0	25	27	-29	36	34
91	12	1.75	0	-18	23	-25	0	-29	0	-25	28	-29	35	33
92	12	2	0	-18	22	-25	0	25	0	-25	29	-29	36	34
93	12	2.25	0	-18	-22	-25	0	-25	0	26	-29	-29	-36	-34
94	12	2.5	0	-18	-22	-25	0	-25	0	27	-29	-29	-36	-34
96	13	1	0	19	0	23	26	21	30	23	0	28	33	35
98	13	1.5	0	-19	0	-23	-26	-21	-30	28	30	-28	-33	-35
99	13	1.75	0	-19	0	-23	-26	22	-30	-28	-30	-28	-33	-35
100	13	2	0	-19	0	-23	-26	23	-30	-28	28	-28	-33	-35
101	13	2.25	0	-19	0	-23	-26	-23	-30	27	-28	-28	-33	-35
102	13	2.5	0	-19	0	28	-26	21	31	26	-28	-28	-33	-35
103	13	2.75	0	-19	0	-28	-26	-21	-31	-26	27	-28	-33	-35
104	14	1	0	17	0	-28	26	24	-31	-26	26	28	-33	-35
105	14	1.25	0	-17	0	-28	-26	25	-31	-26	-26	-28	-33	-35
106	14	1.5	0	18	0	27	-26	26	30	25	26	-28	-33	-35
107	14	1.75	0	-18	0	26	-26	27	29	24	-26	-28	-33	-35
108	14	2	0	19	23	26	-26	28	28	23	33	-28	-33	0
110	14	2.5	0	-19	-23	-26	-26	26	-28	-23	-33	-28	-33	0
112	15	1	0	22	24	26	24	-26	29	22	33	0	0	29
114	15	1.5	0	-22	-24	-26	-24	29	-29	24	-33	0	0	-29
116	15	2	0	-22	22	-26	-24	-29	0	-24	-33	0	29	31
117	15	2.25	0	-22	-22	-26	-24	-29	0	25	-33	0	-29	-31
118	15	2.5	0	-22	24	-26	-24	28	0	26	-33	0	-29	-31
119	15	2.75	0	-22	-24	-26	-24	27	0	-26	-33	0	-29	32
120	16	1	22	0	-24	29	26	26	22	22	0	0	31	33
121	16	1.25	-22	0	25	-29	-26	-26	-22	-22	0	0	-31	-33
122	16	1.5	-22	0	26	-29	-26	-26	24	-22	0	0	-31	36
123	16	1.75	-22	0	-26	-29	-26	-26	-24	-22	0	0	32	-36
124	16	2	-22	0	22	-29	-26	0	-24	29	0	0	33	-36
125	16	2.25	-22	0	-22	-29	-26	0	25	-29	0	0	-33	-36
126	16	2.5	-22	0	24	-29	-26	0	26	-29	0	0	36	35
127	16	2.75	-22	0	-24	-29	-26	0	-26	-29	0	0	-36	34
128	17	1	22	0	-24	0	-26	0	22	22	0	0	-36	33
130	17	1.5	-22	0	25	0	-26	0	29	-22	0	0	35	32
131	17	1.75	-22	0	-25	0	-26	0	-29	-22	0	0	34	-32
132	17	2	-22	0	22	29	-26	0	-29	-22	0	0	33	-32
134	17	2.5	-22	0	-22	-29	-26	0	29	-22	0	0	-33	31
136	18	1	20	22	18	29	27	0	29	-22	0	0	0	32
138	18	1.5	-20	-22	-18	-29	-27	0	-29	-22	0	0	32	-32
140	18	2	-20	25	-18	27	-27	22	-29	-22	29	0	-32	0
141	18	2.25	-20	-25	-18	-27	-27	-22	-29	-22	-29	0	31	0
142	18	2.5	-20	-25	-18	29	-27	-22	-29	-22	-29	0	32	29
144	19	1	22	24	0	-29	26	22	0	0	31	29	33	29
145.333	19	1.33333	-22	25	0	-29	-26	-22	0	0	-31	-29	-33	-29
146	19	1.5	-22	-25	0	28	-26	24	0	0	-31	-29	36	-29
146.667	19	1.66667	-22	26	0	-28	-26	-24	0	0	-31	-29	-36	-29
147	19	1.75	-22	-26	0	27	-26	-24	0	0	32	-29	-36	30
148	19	2	-22	22	0	26	-26	-24	0	0	33	-29	-36	31
149	19	2.25	-22	-22	0	-26	-26	25	0	0	-33	-29	-36	-31
150	19	2.5	-22	24	0	-26	-26	26	0	0	33	-29	35	29
151	19	2.75	-22	-24	0	-26	-26	-26	0	0	-33	-29	34	-29
152	20	1	-22	-24	0	0	26	22	22	0	-33	29	33	31
153	20	1.25	-22	-24	0	0	-26	-22	-22	0	32	-29	-33	-31
154	20	1.5	-22	25	0	0	-26	29	-22	0	31	-29	-33	-31
155	20	1.75	-22	-25	0	0	-26	-29	-22	0	30	-29	-33	32
156	20	2	-22	22	0	26	-26	-29	-22	0	31	-29	31	33
157	20	2.25	-22	-22	0	-26	-26	28	-22	0	-31	-29	-31	-33
158	20	2.5	-22	-22	0	-26	-26	26	-22	0	-31	-29	-31	-33
160	21	1	23	0	0	23	0	25	25	27	32	27	30	0
163	21	1.75	-23	0	0	24	0	26	-25	-27	-32	-27	-30	0
164	21	2	-23	0	25	25	0	27	-25	25	0	-27	0	30
166	21	2.5	-23	0	-25	23	0	25	-25	-25	0	-27	0	-30
168	22	1	22	0	24	26	0	26	22	0	33	29	33	31
169.333	22	1.33333	-22	0	25	-26	0	-26	-22	0	-33	-29	-33	-31
170	22	1.5	-22	0	-25	22	0	-26	24	29	-33	-29	-33	-31
170.667	22	1.66667	-22	0	26	-22	0	-26	-24	-29	-33	-29	-33	-31
171	22	1.75	-22	0	-26	-22	0	-26	-24	-29	-33	-29	-33	32
172	22	2	-22	0	22	26	0	-26	-24	-29	31	-29	29	33
173	22	2.25	-22	0	-22	-26	0	-26	25	-29	-31	-29	-29	-33
174	22	2.5	-22	0	24	29	0	-26	26	28	-31	-29	-29	33
175	22	2.75	-22	0	-24	-29	0	-26	-26	27	32	-29	30	-33
176	23	1	22	0	-24	-29	0	-26	22	26	33	-29	31	-33
177	23	1.25	-22	0	-24	-29	0	-26	-22	-26	-33	-29	-31	32
178	23	1.5	-22	0	25	28	0	-26	29	-26	29	-29	29	31
179	23	1.75	-22	0	-25	27	0	-26	-29	-26	-29	-29	-29	30
180	23	2	-22	0	22	26	0	-26	-29	29	-29	-29	33	31
181	23	2.25	-22	0	-22	-26	0	-26	28	-29	30	-29	-33	-31
182	23	2.5	-22	0	-22	29	0	-26	26	-29	31	-29	-33	-31
184	24	1	0	21	0	0	0	25	28	25	30	30	0	32
186	24	1.5	0	-21	0	25	0	-25	-28	23	28	-30	35	-32
188	24	2	0	-21	21	23	0	-25	-28	-23	-28	-30	-35	32
189	24	2.25	0	-21	-21	-23	0	-25	-28	24	29	-30	34	-32
190	24	2.5	0	-21	-21	-23	0	-25	-28	25	30	-30	32	-32
191	24	2.75	0	-21	-21	21	0	-25	-28	-25	31	-30	-32	33
192	25	1	0	18	22	25	27	25	27	-25	32	29	-32	34
193	25	1.25	0	-18	-22	-25	-27	-25	-27	-25	-32	-29	33	-34
194	25	1.5	0	-18	-22	-25	-27	-25	25	24	-32	-29	34	32
195	25	1.75	0	-18	-22	-25	-27	-25	-25	23	-32	-29	35	-32
196	25	2	0	-18	-22	0	-27	0	-25	22	-32	-29	36	-32
197	25	2.25	0	-18	-22	0	-27	0	-25	-22	-32	-29	-36	33
198	25	2.5	0	-18	25	29	-27	22	24	-22	-32	-29	-36	34
199	25	2.75	0	-18	-25	-29	-27	-22	23	-22	-32	-29	-36	35
200	26	1	0	-18	-25	-29	27	-22	22	25	-32	29	34	36
201	26	1.25	0	-18	-25	28	-27	-22	-22	-25	-32	-29	-34	-36
202	26	1.5	0	-18	24	27	-27	23	-22	-25	-32	-29	35	-36
203	26	1.75	0	-18	23	26	-27	-23	-22	26	-32	-29	-35	-36
204	26	2	0	-18	22	25	-27	25	29	27	-32	-29	36	34
205	26	2.25	0	-18	-22	-25	-27	-25	-29	26	-32	-29	-36	-34
206	26	2.5	0	-18	-22	-25	-27	-25	-29	25	-32	-29	-36	-34
207	26	2.75	0	-18	-22	-25	-27	-25	-29	24	-32	-29	-36	-34
208	27	1	0	0	21	28	25	-25	0	23	0	0	37	35
210	27	1.5	0	0	-21	-28	-25	23	25	-23	32	0	-37	-35
211	27	1.75	0	0	-21	29	-25	-23	-25	24	-32	0	-37	-35
212	27	2	0	0	-21	30	-25	23	28	25	-32	0	-37	-35
214	27	2.5	0	0	-21	-30	-25	-23	-28	-25	31	0	-37	34
215	27	2.75	0	0	-21	-30	-25	-23	-28	-25	30	0	-37	33
216	28	1	23	0	0	30	27	23	27	0	30	0	0	32
218	28	1.5	-23	25	0	-30	-27	-23	-27	0	23	0	0	-32
219	28	1.75	-23	-25	0	-30	-27	24	-27	0	-23	0	0	33
220	28	2	-23	-25	0	-30	-27	25	-27	0	-23	0	0	34
221	28	2.25	-23	-25	0	-30	-27	26	-27	0	24	0	0	35
222	28	2.5	-23	23	0	-30	-27	27	30	0	25	0	0	34
223	28	2.75	-23	-23	0	-30	-27	-27	-30	0	26	0	0	-34
224	29	1	23	25	0	-30	-27	23	-30	0	27	0	0	-34
225	29	1.25	-23	-25	0	-30	-27	-23	-30	0	-27	0	0	33
226	29	1.5	-23	-25	0	-30	-27	-23	29	0	23	0	0	32
227	29	1.75	-23	26	0	-30	-27	-23	28	0	-23	0	0	31
228	29	2	-23	23	0	-30	-27	25	27	23	0	0	0	32
230	29	2.5	-23	-23	0	-30	-27	-25	-27	-23	30	0	0	-32
232	30	1	21	19	0	-30	28	23	26	-23	-30	0	35	33
233	30	1.25	-21	-19	0	-30	-28	-23	-26	-23	29	0	-35	-33
234	30	1.5	-21	-19	0	-30	-28	-23	-26	26	28	0	-35	-33
235	30	1.75	-21	-19	0	-30	-28	-23	-26	-26	27	0	-35	-33
236	30	2	-21	-19	23	-30	-28	-23	-26	-26	26	0	-35	-33
238	30	2.5	-21	-19	-23	-30	-28	-23	-26	25	-26	0	34	-33
239	30	2.75	-21	-19	-23	-30	-28	-23	-26	24	-26	0	33	-33
240	31	1	23	0	23	23	27	0	0	23	23	30	32	0
242	31	1.5	-23	0	25	-23	-27	0	0	23	27	-30	-32	0
243	31	1.75	-23	0	-25	24	-27	0	0	-23	-27	-30	33	0
244	31	2	-23	0	-25	25	-27	0	0	-23	-27	-30	34	0
245	31	2.25	-23	0	-25	26	-27	0	0	24	-27	-30	35	0
246	31	2.5	-23	0	23	27	-27	0	0	25	30	-30	34	0
247	31	2.75	-23	0	-23	-27	-27	0	0	26	-30	-30	-34	0
248	32	1	-23	0	25	23	27	0	0	27	-30	30	-34	0
249	32	1.25	-23	0	-25	-23	-27	0	0	-27	-30	-30	33	0
250	32	1.5	-23	0	-25	-23	-27	0	0	23	29	-30	32	0
251	32	1.75	-23	0	26	-23	-27	0	0	-23	28	-30	31	0
252	32	2	-23	0	23	25	-27	0	0	0	27	-30	32	0
254	32	2.5	-23	0	-23	-25	-27	0	0	30	-27	-30	-32	0
256	33	1	24	17	19	21	0	21	26	-30	26	28	33	35
257	33	1.25	-24	-17	-19	-21	0	-21	-26	29	-26	-28	-33	-35
258	33	1.5	-24	-17	-19	-21	0	-21	-26	28	-26	-28	-33	-35
259	33	1.75	-24	-17	-19	-21	0	-21	-26	27	-26	-28	-33	-35
260	33	2	-24	-17	0	28	0	-21	-26	26	28	-28	0	35
262	33	2.5	-24	-17	21	-28	0	-21	-26	-26	-28	-28	0	35
263	33	2.75	-24	-17	-21	-28	0	-21	-26	-26	29	-28	0	-35
264	34	1	23	21	-21	28	0	21	0	25	30	30	35	-35
265	34	1.25	-23	-21	22	-28	0	-21	0	-25	31	-30	-35	-35
266	34	1.5	-23	-21	23	28	0	-21	21	-25	32	-30	-35	34
267	34	1.75	-23	-21	24	-28	0	22	-21	-25	-32	-30	-35	33
268	34	2	-23	-21	25	-28	0	23	-21	21	32	-30	35	32
269	34	2.25	-23	-21	-25	-28	0	24	22	-21	-32	-30	-35	-32
270	34	2.5	-23	-21	21	27	0	25	23	-21	-32	-30	35	-32
271	34	2.75	-23	-21	-21	26	0	-25	24	22	31	-30	-35	-32
272	35	1	23	-21	25	25	0	21	25	23	30	-30	-35	35
273	35	1.25	-23	-21	-25	-25	0	-21	-25	24	29	-30	-35	-35
274	35	1.5	-23	-21	21	-25	0	25	28	25	30	-30	34	-35
275	35	1.75	-23	-21	-21	-25	0	-25	-28	-25	-30	-30	33	-35
276	35	2	-23	-21	25	23	0	21	-28	25	32	-30	32	0
277	35	2.25	-23	-21	-25	-23	0	-21	27	-25	-32	-30	-32	0
278	35	2.5	-23	-21	21	-23	0	28	25	-25	-32	-30	-32	0
280	36	1	0	22	24	0	0	-28	0	-25	33	31	0	0
282	36	1.5	0	-22	-24	22	0	27	29	24	-33	-31	0	36
283	36	1.75	0	-22	-24	23	0	26	-29	23	-33	-31	0	-36
284	36	2	0	-22	-24	24	0	26	29	24	-33	-31	31	-36
285	36	2.25	0	-22	-24	25	0	-26	-29	-24	-33	-31	-31	-36
286	36	2.5	0	-22	-24	26	0	-26	-29	-24	32	-31	-31	-36
287	36	2.75	0	-22	-24	-26	0	-26	-29	-24	31	-31	-31	-36
288	37	1	0	21	25	23	28	28	25	25	30	30	35	35
289	37	1.25	0	-21	-25	-23	-28	-28	-25	-25	-30	-30	-35	36
290	37	1.5	0	-21	-25	-23	-28	-28	28	-25	-30	-30	-35	37
291	37	1.75	0	-21	-25	-23	-28	-28	-28	-25	-30	-30	34	-37
292	37	2	0	-21	23	-23	-28	-28	-28	28	32	-30	35	-37
293	37	2.25	0	-21	-23	-23	-28	-28	-28	-28	-32	-30	36	36
294	37	2.5	0	-21	25	-23	-28	-28	27	-28	-32	-30	37	37
295	37	2.75	0	-21	-25	-23	-28	-28	26	27	-32	-30	-37	36
296	38	1	0	-21	-25	0	28	0	25	28	30	30	-37	35
297	38	1.25	0	-21	24	0	-28	0	-25	29	-30	-30	36	-35
298	38	1.5	0	-21	23	0	-28	0	-25	30	32	-30	35	-35
299	38	1.75	0	-21	22	0	-28	0	24	-30	-32	-30	34	-35
300	38	2	0	-21	21	25	-28	0	23	28	-32	-30	35	32
301	38	2.25	0	-21	-21	-25	-28	0	-23	-28	31	-30	-35	-32
302	38	2.5	0	-21	-21	-25	-28	0	-23	-28	30	-30	-35	-32
303	38	2.75	0	-21	-21	-25	-28	0	-23	-28	29	-30	-35	-32
304	39	1	0	17	0	26	26	28	24	26	28	0	-35	31
306	39	1.5	0	-17	0	28	-26	-28	-24	-26	-28	0	33	-31
307	39	1.75	0	-17	0	-28	-26	-28	-24	27	-28	0	-33	-31
308	39	2	0	-17	21	-28	-26	26	-24	28	0	0	33	-31
309	39	2.25	0	-17	-21	27	-26	-26	-24	-28	0	0	-33	-31
310	39	2.5	0	-17	-21	26	-26	28	-24	-28	24	0	-33	-31
311	39	2.75	0	-17	-21	25	-26	-28	-24	-28	-24	0	-33	-31
312	40	1	24	-17	19	24	28	-28	28	21	-24	0	-33	0
313	40	1.25	-24	-17	-19	-24	-28	27	-28	-21	25	0	-33	0
314	40	1.5	-24	-17	21	-24	-28	26	-28	-21	26	0	-33	31
315	40	1.75	-24	-17	-21	-24	-28	25	-28	-21	27	0	-33	-31
316	40	2	-24	-17	-21	0	-28	24	26	28	28	0	0	-31
317	40	2.25	-24	-17	20	0	-28	-24	-26	-28	-28	0	0	32
318	40	2.5	-24	-17	19	21	-28	-24	28	-28	-28	0	31	33
319	40	2.75	-24	-17	18	-21	-28	-24	-28	-28	-28	0	-31	34
320	41	1	24	17	17	24	-28	0	-28	26	29	0	-31	35
321	41	1.25	-24	-17	-17	-24	-28	0	27	-26	30	0	32	-35
322	41	1.5	-24	-17	-17	-24	-28	21	26	28	31	0	33	-35
323	41	1.75	-24	-17	-17	25	-28	-21	25	-28	-31	0	34	-35
324	41	2	-24	-17	21	26	-28	24	24	-28	-31	0	35	33
325	41	2.25	-24	-17	-21	-26	-28	-24	-24	27	32	0	-35	-33
326	41	2.5	-24	-17	-21	-26	-28	-24	-24	26	33	0	-35	35
327	41	2.75	-24	-17	-21	-26	-28	-24	-24	25	-33	0	-35	-35
328	42	1	22	20	0	27	29	-24	-24	24	31	0	31	34
330	42	1.5	-22	-20	0	-27	-29	23	25	-24	-31	0	-31	-34
331	42	1.75	-22	-20	0	-27	-29	22	26	-24	30	0	-31	-34
331.5	42	1.875	-22	-20	0	-27	-29	-22	-26	-24	29	0	-31	-34
332	42	2	-22	-20	20	-27	-29	24	27	-24	28	0	0	33
333	42	2.25	-22	-20	-20	-27	-29	-24	-27	-24	27	0	0	32
334	42	2.5	-22	-20	-20	26	-29	-24	-27	-24	26	0	0	31
335	42	2.75	-22	-20	-20	25	-29	-24	-27	-24	27	0	0	32
336	43	1	24	17	21	24	28	-24	26	0	28	31	31	33
338	43	1.5	-24	-17	-21	28	-28	23	-26	0	-28	-31	-31	-33
339	43	1.75	-24	-17	-21	-28	-28	22	-26	0	-28	-31	32	-33
340	43	2	-24	-17	-21	-28	-28	21	-26	0	-28	-31	33	31
341	43	2.25	-24	-17	-21	27	-28	-21	-26	0	-28	-31	34	-31
342	43	2.5	-24	-17	-21	26	-28	-21	24	28	26	-31	35	-31
343	43	2.75	-24	-17	-21	25	-28	-21	-24	-28	-26	-31	-35	32
344	44	1	-24	-17	-21	24	28	26	-24	-28	-26	31	0	33
345	44	1.25	-24	-17	-21	-24	-28	-26	-24	27	-26	-31	0	34
346	44	1.5	-24	-17	-21	-24	-28	-26	23	26	24	-31	31	35
347	44	1.75	-24	-17	-21	-24	-28	-26	22	25	-24	-31	-31	-35
348	44	2	-24	-17	-21	28	-28	-26	21	24	24	-31	-31	-35
349	44	2.25	-24	-17	-21	-28	-28	-26	-21	-24	25	-31	32	34
350	44	2.5	-24	-17	-21	-28	-28	-26	-21	-24	26	-31	33	33
351	44	2.75	-24	-17	-21	-28	-28	-26	-21	-24	24	-31	-33	-33
352	45	1	25	0	18	0	0	27	22	29	25	29	29	-33
353	45	1.25	-25	0	-18	0	0	-27	-22	28	26	-29	-29	-33
354	45	1.5	-25	0	-18	25	0	-27	-22	27	27	-29	36	32
355	45	1.75	-25	0	-18	-25	0	-27	-22	26	28	-29	-36	31
356	45	2	-25	0	-18	-25	0	-27	-22	25	29	-29	-36	32
357	45	2.25	-25	0	-18	24	0	-27	-22	-25	-29	-29	-36	-32
358	45	2.5	-25	0	-18	22	0	-27	-22	-25	-29	-29	-36	-32
360	46	1	24	22	0	22	0	26	22	26	29	31	36	33
361	46	1.25	-24	-22	0	23	0	-26	-22	-26	-29	-31	-36	-33
362	46	1.5	-24	-22	0	24	0	-26	-22	-26	-29	-31	35	36
363	46	1.75	-24	-22	0	25	0	-26	-22	-26	30	-31	34	-36
364	46	2	-24	-22	0	26	0	-26	-22	-26	31	-31	33	-36
365	46	2.25	-24	-22	0	-26	0	-26	-22	-26	32	-31	-33	-36
366	46	2.5	-24	-22	22	-26	0	29	24	-26	33	-31	-33	35
367	46	2.75	-24	-22	-22	-26	0	-29	-24	-26	-33	-31	-33	34
368	47	1	24	22	-22	0	0	-29	-24	0	-33	-31	36	33
369	47	1.25	-24	-22	-22	0	0	-29	-24	0	32	-31	-36	-33
370	47	1.5	-24	-22	23	0	0	28	25	0	31	-31	-36	-33
371	47	1.75	-24	-22	-23	0	0	27	-25	0	30	-31	-36	-33
372	47	2	-24	22	24	29	0	26	26	0	31	-31	-36	-33
374	47	2.5	-24	-22	-24	-29	0	-26	-26	0	-31	-31	33	-33
376	48	1	0	18	22	-29	0	25	27	0	32	32	34	32
378	48	1.5	0	-18	-22	27	0	-25	29	25	-32	-32	32	-32
381	48	2.25	0	-18	-22	-27	0	-25	-29	26	0	-32	-32	-32
382	48	2.5	0	-18	-22	26	0	-25	28	27	29	-32	29	-32
383	48	2.75	0	-18	-22	25	0	-25	27	-27	-29	-32	-29	-32
384	49	1	0	22	0	26	29	0	26	26	29	31	31	33
386	49	1.5	0	-22	0	29	-29	0	-26	29	-29	-31	-31	31
387	49	1.75	0	-22	0	-29	-29	0	-26	-29	30	-31	30	-31
388	49	2	0	-22	0	-29	-29	0	-26	-29	31	-31	31	-31
389	49	2.25	0	-22	0	-29	-29	0	-26	-29	-31	-31	32	-31
390	49	2.5	0	-22	22	28	-29	0	29	28	-31	-31	33	30
391	49	2.75	0	-22	-22	27	-29	0	-29	27	30	-31	-33	29
392	50	1	0	-22	-22	26	29	0	-29	26	31	31	-33	29
393	50	1.25	0	-22	-22	-26	-29	0	-29	-26	32	-31	32	-29
394	50	1.5	0	-22	23	25	-29	0	28	-26	33	-31	31	-29
395	50	1.75	0	-22	-23	-25	-29	0	27	-26	-33	-31	30	-29
396	50	2	0	-22	24	26	-29	0	26	29	-33	-31	31	36
397	50	2.25	0	-22	-24	-26	-29	0	-26	-29	32	-31	-31	-36
398	50	2.5	0	-22	-24	-26	-29	0	-26	-29	31	-31	-31	-36
399	50	2.75	0	-22	-24	-26	-29	0	-26	-29	30	-31	-31	-36
400	51	1	0	18	22	27	27	0	25	-29	29	0	36	-36
402	51	1.5	0	-18	-22	-27	-27	0	-25	27	-29	0	-36	-36
404	51	2	0	-18	0	25	-27	27	29	-27	0	0	-36	34
406	51	2.5	0	-18	0	-25	-27	-27	-29	25	0	0	34	-34
408	52	1	25	18	0	-25	29	27	-29	25	29	0	-34	36
410	52	1.5	-25	-18	0	24	-29	-27	27	-25	-29	0	32	-36
411	52	1.75	-25	-18	0	23	-29	-27	-27	-25	-29	0	-32	-36
412	52	2	-25	-18	0	22	-29	-27	-27	22	-29	0	32	34
414	52	2.5	-25	-18	0	-22	-29	27	25	-22	27	0	-32	-34
416	53	1	25	-18	0	0	-29	27	25	22	-27	0	36	-34
418	53	1.5	-25	-18	0	0	-29	-27	-25	-22	25	0	-36	-34
420	53	2	-25	-18	0	25	-29	0	22	-22	32	0	34	36
424	54	1	23	21	0	-25	30	28	0	25	-32	0	35	37
426	54	1.5	-23	-21	0	26	-30	-28	0	-25	31	0	37	-37
427	54	1.75	-23	-21	0	27	-30	27	0	-25	30	0	-37	36
428	54	2	-23	-21	0	28	-30	25	25	-25	30	0	-37	35
429	54	2.25	-23	-21	0	-28	-30	-25	-25	-25	-30	0	-37	36
430	54	2.5	-23	-21	0	-28	-30	26	-25	24	-30	0	36	37
431	54	2.75	-23	-21	0	-28	-30	-26	-25	23	-30	0	35	35
