**absq	**bar	**beat	**b7	**b7	**b7
4	1	2	0	0	30
10	2	1.5	0	0	30
12	2	2	0	0	27
14	2	2.5	0	0	28
16	3	1	0	0	32
20	3	2	23	0	30
22	3	2.5	-23	0	32
24	4	1	-23	0	28
26	4	1.5	23	0	27
28	4	2	20	0	-27
30	4	2.5	21	0	30
32	5	1	25	23	30
34	5	1.5	-25	-23	32
36	5	2	23	-23	-32
37	5	2.25	-23	-23	31
38	5	2.5	21	23	30
40	6	1	20	25	29
42	6	1.5	23	-25	30
44	6	2	23	25	-30
46	6	2.5	22	26	33
48	7	1	18	27	32
50	7	1.5	-18	25	-32
51	7	1.75	18	-25	31
51.5	7	1.875	-18	-25	30
52	7	2	22	26	31
54	7	2.5	-22	29	-31
56	8	1	19	28	30
58	8	1.5	-19	26	33
60	8	2	23	27	-33
61	8	2.25	-23	-27	32
62	8	2.5	-23	-27	32
63	8	2.75	-23	27	-32
64	9	1	-23	30	32
66	9	1.5	-23	-30	32
68	9	2	0	26	33
70	9	2.5	0	-26	30
72	10	1	0	28	32
75	10	1.75	0	0	31
76	10	2	0	29	32
78	10	2.5	23	30	-32
80	11	1	26	-30	30
81	11	1.25	-26	29	-30
82	11	1.5	-26	28	-30
83	11	1.75	25	-28	-30
84	11	2	24	-28	0
86	11	2.5	26	28	0
88	12	1	25	29	0
92	12	2	21	30	32
98	13	1.5	0	0	30
100	13	2	0	0	31
102	13	2.5	25	0	32
103	13	2.75	-25	0	32
104	14	1	-25	25	32
106	14	1.5	23	-25	-32
108	14	2	24	26	0
110	14	2.5	25	27	0
111	14	2.75	-25	-27	32
112	15	1	0	28	32
113	15	1.25	0	28	32
114	15	1.5	0	28	31
115	15	1.75	0	28	30
116	15	2	0	27	29
117	15	2.25	25	-27	-29
118	15	2.5	23	28	30
119	15	2.75	23	27	-30
120	16	1	22	-27	0
120.5	16	1.125	-22	26	0
121	16	1.25	21	26	0
122	16	1.5	20	-26	0
123	16	1.75	-20	25	0
124	16	2	19	26	0
126	16	2.5	19	-26	30
128	17	1	23	25	30
130	17	1.5	-23	27	-30
134	17	2.5	26	28	30
136	18	1	25	27	30
140	18	2	26	28	30
142	18	2.5	22	29	31
144	19	1	22	26	31
145	19	1.25	24	26	33
147	19	1.75	25	29	32
148	19	2	26	28	30
149	19	2.25	-26	29	-30
151	19	2.75	-26	28	-30
152	20	1	22	29	31
156	20	2	0	0	0
158	20	2.5	0	0	30
160	21	1	0	0	28
163	21	1.75	0	0	29
164	21	2	21	0	30
165	21	2.25	-21	0	31
166	21	2.5	-21	0	32
167.5	21	2.875	-21	0	31
168	22	1	21	26	30
170	22	1.5	22	-26	29
172	22	2	23	28	0
174	22	2.5	23	27	30
175	22	2.75	23	-27	-30
176	23	1	19	26	28
178	23	1.5	-19	23	-28
179	23	1.75	20	-23	29
180	23	2	21	-23	30
181	23	2.25	22	-23	31
182	23	2.5	23	27	32
184	24	1	23	30	32
185	24	1.25	26	-30	30
185.5	24	1.375	-26	29	-30
186	24	1.5	-26	28	-30
187	24	1.75	25	27	30
188	24	2	24	26	29
190	24	2.5	23	27	30
192	25	1	0	29	0
193	25	1.25	0	-29	29
194	25	1.5	0	-29	31
195	25	1.75	0	28	33
196	25	2	0	27	32
198	25	2.5	0	26	33
200	26	1	22	26	0
202	26	1.5	-22	-26	31
204	26	2	22	26	31
206	26	2.5	19	26	30
208	27	1	22	-26	31
210	27	1.5	-22	29	-31
212	27	2	23	27	30
214	27	2.5	24	26	28
217	28	1.25	22	26	29
218	28	1.5	21	28	30
219	28	1.75	19	28	30
220	28	2	18	29	32
222	28	2.5	22	29	31
224	29	1	0	0	30
226	29	1.5	0	26	28
227.5	29	1.875	0	-26	29
228	29	2	0	28	30
229.5	29	2.375	0	29	-30
230	29	2.5	19	30	33
231	29	2.75	-19	30	-33
232	30	1	21	30	32
233.5	30	1.375	22	-30	31
234	30	1.5	23	0	30
235	30	1.75	23	30	-30
236	30	2	23	30	0
237	30	2.25	-23	30	0
238	30	2.5	26	28	26
239.5	30	2.875	-26	27	-26
240	31	1	24	26	28
241.5	31	1.375	-24	-26	29
242	31	1.5	21	25	30
243	31	1.75	-21	-25	30
244	31	2	21	-25	30
245	31	2.25	-21	-25	30
245.5	31	2.375	22	-25	-30
246	31	2.5	23	28	-30
247	31	2.75	-23	-28	32
247.5	31	2.875	24	-28	-32
248	32	1	25	-28	-32
249	32	1.25	-25	-28	32
250	32	1.5	25	27	32
251	32	1.75	-25	-27	29
252	32	2	23	27	0
253	32	2.25	-23	-27	30
255	32	2.75	23	27	30
256	33	1	23	27	30
258	33	1.5	23	27	30
259	33	1.75	26	28	30
260	33	2	25	29	32
263	33	2.75	21	30	32
264	34	1	24	28	31
265	34	1.25	22	29	31
266	34	1.5	23	27	30
268	34	2	19	28	30
270	34	2.5	-19	28	30
271	34	2.75	-19	28	30
272	35	1	0	28	30
274	35	1.5	0	28	30
275	35	1.75	0	29	29
276	35	2	0	30	32
278	35	2.5	0	-30	30
279	35	2.75	0	31	28
280	36	1	0	30	-28
281	36	1.25	0	29	26
282	36	1.5	0	27	25
284	36	2	19	28	26
286	36	2.5	-19	28	30
287	36	2.75	19	28	30
288	37	1	19	28	30
290	37	1.5	19	30	30
291	37	1.75	22	29	31
292	37	2	21	25	32
294	37	2.5	18	25	32
296	38	1	19	28	30
297	38	1.25	21	-28	30
298	38	1.5	19	-28	30
299	38	1.75	-19	26	-30
300	38	2	23	25	30
304	39	1	-23	25	-30
*-	*-	*-	*-	*-	*-
