**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	29	0	0	0	0
4	1	3	0	0	-29	29	0	0	0
6	1	4	0	0	25	-29	0	0	0
8	2	1	0	0	27	-29	0	36	0
10	2	2	0	0	-27	25	0	-36	0
11	2	2.5	0	0	28	-25	0	-36	0
12	2	3	0	25	29	27	0	-36	32
14	2	4	0	-25	-29	-27	0	32	-32
15	2	4.5	0	-25	-29	28	0	-32	-32
16	3	1	0	-25	25	29	0	34	-32
18	3	2	0	21	-25	30	0	35	-32
20	3	3	0	25	-25	29	0	-35	-32
21	3	3.5	0	-25	-25	-29	0	34	-32
22	3	4	0	-25	27	-29	0	34	-32
24	4	1	0	24	26	31	0	35	33
26	4	2	0	22	29	-31	0	36	-33
28	4	3	0	26	-29	30	0	37	-33
30	4	4	0	-26	28	-30	0	-37	-33
32	5	1	0	22	29	29	0	38	-33
34	5	2	0	-22	-29	26	29	-38	-33
36	5	3	0	25	-29	27	-29	39	32
38	5	4	0	-25	-29	-27	25	-39	-32
39	5	4.5	0	-25	-29	28	-25	-39	-32
40	6	1	0	-25	0	29	27	-39	-32
42	6	2	0	21	28	30	28	-39	-32
44	6	3	0	25	-28	29	29	-39	-32
46	6	4	0	-25	27	25	-29	-39	-32
48	7	1	0	22	29	0	33	0	31
50	7	2	0	-22	-29	29	-33	0	-31
51	7	2.5	0	-22	28	-29	-33	0	-31
51.5	7	2.75	0	-22	27	-29	-33	0	-31
52	7	3	0	-22	26	-29	29	36	-31
54	7	4	0	-22	-26	26	33	-36	-31
56	8	1	0	0	22	29	-33	-36	-31
57	8	1.5	0	0	-22	-29	32	-36	-31
58	8	2	0	29	-22	-29	33	33	-31
60	8	3	25	-29	29	25	34	36	32
62	8	4	-25	25	-29	-25	-34	-36	-32
63	8	4.5	-25	-25	-29	26	-34	35	-32
64	9	1	-25	29	25	27	0	34	-32
66	9	2	21	28	-25	28	30	37	-32
68	9	3	25	-28	-25	29	32	36	-32
69	9	3.5	-25	27	-25	-29	-32	-36	-32
70	9	4	-25	27	27	-29	29	-36	-32
72	10	1	24	26	28	0	31	0	33
74	10	2	22	-26	29	0	-31	36	-33
76	10	3	26	-26	-29	0	30	37	-33
78	10	4	-26	-26	28	33	-30	-37	-33
80	11	1	22	0	29	-33	29	38	-33
82	11	2	-22	29	-29	26	-29	-38	-33
83	11	2.5	-22	-29	-29	-26	28	-38	-33
84	11	3	25	-29	-29	27	27	39	32
86	11	4	-25	25	-29	29	-27	32	-32
88	12	1	-25	29	0	-29	25	34	-32
89	12	1.5	-25	-29	0	27	-25	-34	-32
90	12	2	21	28	0	30	32	35	-32
92	12	3	25	-28	0	29	-32	36	-32
93	12	3.5	-25	27	0	-29	-32	-36	-32
94	12	4	-25	27	0	-29	29	-36	-32
96	13	1	0	26	0	28	33	37	35
98	13	2	28	-26	33	-28	-33	-37	-35
99	13	2.5	-28	27	-33	29	32	-37	-35
99.5	13	2.75	-28	-27	-33	-29	31	-37	-35
100	13	3	-28	28	32	30	30	-37	-35
102	13	4	24	-28	31	31	33	35	-35
104	14	1	28	21	30	32	32	37	-35
106	14	2	-28	-21	-30	-32	35	-37	-35
107	14	2.5	-28	-21	-30	-32	-35	38	-35
108	14	3	25	0	29	-32	-35	39	36
110	14	4	-25	25	32	-32	34	32	-36
112	15	1	0	22	-32	0	33	33	-36
114	15	2	0	-22	31	29	-33	-33	-36
116	15	3	0	25	32	-29	0	34	-36
118	15	4	0	-25	-32	25	32	-34	-36
120	16	1	0	21	30	32	-32	35	35
122	16	2	28	-21	-30	-32	28	37	-35
124	16	3	-28	0	28	-32	30	-37	-35
126	16	4	24	28	-28	33	31	33	-35
128	17	1	28	-28	30	32	32	37	-35
130	17	2	-28	24	31	31	33	35	-35
132	17	3	21	28	32	-31	32	35	0
134	17	4	-21	-28	28	30	-32	-35	0
136	18	1	0	24	-28	31	0	33	0
137	18	1.5	0	-24	27	-31	0	-33	0
138	18	2	24	-24	26	-31	33	-33	0
139	18	2.5	-24	-24	25	-31	-33	34	0
140	18	3	24	-24	26	0	33	35	0
143	18	4.5	-24	-24	27	0	-33	-35	0
144	19	1	23	0	28	0	32	0	35
146	19	2	24	0	26	31	33	0	-35
148	19	3	-24	0	26	31	-33	0	-35
149	19	3.5	25	0	-26	-31	34	0	-35
150	19	4	26	0	-26	-31	35	0	-35
151	19	4.5	27	0	-26	-31	-35	0	-35
152	20	1	28	0	0	30	32	0	-35
154	20	2	21	0	28	-30	-32	37	-35
156	20	3	21	0	28	-30	30	37	32
157	20	3.5	22	0	-28	-30	-30	-37	-32
158	20	4	23	0	-28	-30	32	-37	-32
159	20	4.5	24	0	-28	-30	-32	-37	-32
160	21	1	25	0	27	0	-32	36	-32
161	21	1.5	-25	0	-27	0	31	-36	-32
162	21	2	21	0	28	0	30	37	-32
164	21	3	21	0	-28	0	28	-37	-32
165	21	3.5	-21	0	29	0	-28	38	-32
166	21	4	-21	0	30	0	-28	39	-32
168	22	1	0	0	29	0	0	38	33
170	22	2	0	0	28	30	0	37	-33
172	22	3	0	0	29	31	0	36	-33
176	23	1	0	24	26	-31	0	35	-33
178	23	2	0	-24	-26	-31	33	31	-33
