**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	27	0	0
8	2	1	28	0	0
12	2	3	28	0	0
16	3	1	27	27	0
20	3	3	25	-27	0
24	4	1	26	28	0
28	4	3	-26	28	0
30	4	4	25	-28	0
31	4	4.5	24	-28	0
32	5	1	23	27	34
36	5	3	25	25	-34
40	6	1	24	26	35
44	6	3	24	-26	35
46	6	4	-24	25	-35
47	6	4.5	-24	24	-35
48	7	1	25	23	34
52	7	3	-25	25	32
54	7	4	24	-25	-32
55	7	4.5	23	-25	-32
56	8	1	22	24	33
60	8	3	-22	24	-33
62	8	4	-22	-24	32
63	8	4.5	-22	-24	31
64	9	1	21	25	30
68	9	3	-21	-25	32
70	9	4	-21	24	-32
71	9	4.5	-21	23	-32
72	10	1	0	22	31
76	10	3	24	-22	31
80	11	1	23	21	32
84	11	3	25	0	-32
86	11	4	-25	0	31
87	11	4.5	-25	0	30
88	12	1	-25	0	29
90	12	2	26	0	-29
92	12	3	27	25	-29
96	13	1	28	23	28
98	13	2	-28	24	-28
100	13	3	27	25	0
102	13	4	28	26	0
106	14	2	27	25	0
107	14	2.5	26	24	0
108	14	3	25	23	32
112	15	1	21	26	30
114	15	2	22	-26	31
116	15	3	23	25	32
118	15	4	24	28	33
120	16	1	22	-28	-33
121	16	1.5	-22	26	-33
122	16	2	-22	27	32
123	16	2.5	-22	-27	31
124	16	3	21	28	30
128	17	1	24	26	33
130	17	2	-24	28	-33
132	17	3	25	27	32
134	17	4	24	26	35
137	18	1.5	-24	-26	33
138	18	2	23	25	34
140	18	3	21	23	35
142	18	4	22	24	33
145	19	1.5	19	-24	-33
146	19	2	21	23	32
148	19	3	-21	-23	30
150	19	4	0	22	31
152	20	1	25	23	-31
153	20	1.5	-25	-23	30
154	20	2	-25	25	30
156	20	3	26	24	-30
158	20	4	-26	-24	29
160	21	1	27	23	30
163	21	2.5	26	-23	-30
164	21	3	27	-23	-30
166	21	4	28	-23	-30
170	22	2	27	-23	0
171	22	2.5	26	-23	0
172	22	3	25	-23	32
176	23	1	28	0	33
180	23	3	29	0	34
183	23	4.5	28	0	33
184	24	1	29	0	34
186	24	2	30	0	35
190	24	4	29	0	34
191	24	4.5	28	0	33
192	25	1	27	25	32
194	25	2	29	-25	-32
196	25	3	28	26	35
199	25	4.5	27	-26	-35
200	26	1	25	27	36
203	26	2.5	-25	26	35
204	26	3	0	27	36
206	26	4	21	28	37
210	27	2	22	27	36
211	27	2.5	-22	26	35
212	27	3	23	25	34
216	28	1	-23	28	32
218	28	2	24	-28	33
220	28	3	-24	29	-33
221	28	3.5	-24	-29	32
222	28	4	22	-29	31
223	28	4.5	-22	28	30
224	29	1	-22	29	31
226	29	2	21	30	32
228	29	3	23	-30	-32
230	29	4	24	29	31
231	29	4.5	-24	28	30
232	30	1	25	27	29
236	30	3	21	28	30
238	30	4	23	-28	32
240	31	1	-23	27	-32
242	31	2	22	29	31
244	31	3	24	-29	33
246	31	4	-24	28	-33
248	32	1	23	30	32
250	32	2	-23	-30	34
252	32	3	0	29	-34
254	32	4	0	28	33
256	33	1	23	27	-33
258	33	2	-23	-27	32
260	33	3	24	26	33
264	34	1	25	0	34
268	34	3	24	0	35
270	34	4	26	0	-35
272	35	1	-26	27	36
274	35	2	25	-27	-36
276	35	3	26	28	35
278	35	4	-26	-28	37
280	36	1	22	29	-37
282	36	2	-22	-29	36
284	36	3	0	28	37
286	36	4	21	30	-37
288	37	1	24	-30	33
290	37	2	-24	29	-33
292	37	3	23	30	32
294	37	4	26	-30	35
296	38	1	-26	26	-35
297	38	1.5	25	-26	34
298	38	2	24	28	33
299	38	2.5	23	-28	32
300	38	3	22	29	34
302	38	4	-22	31	33
304	39	1	21	-31	-33
305	39	1.5	-21	30	32
306	39	2	22	29	31
307	39	2.5	-22	28	30
308	39	3	20	29	31
310	39	4	22	-29	-31
312	40	1	19	30	30
320	41	1	21	23	0
324	41	3	-21	23	0
326	41	4	25	-23	0
330	42	2	26	24	0
332	42	3	27	25	0
336	43	1	28	26	0
340	43	3	27	25	0
342	43	4	25	23	0
346	44	2	28	22	0
347	44	2.5	-28	21	0
348	44	3	-28	22	0
350	44	4	27	-22	0
352	45	1	28	21	30
356	45	3	21	0	30
358	45	4	-21	28	-30
360	46	1	0	27	-30
362	46	2	22	26	31
364	46	3	23	-26	32
365	46	3.5	-23	25	-32
366	46	4	-23	25	-32
368	47	1	22	-25	33
370	47	2	-22	24	-33
372	47	3	0	25	32
374	47	4	21	-25	30
375	47	4.5	-21	26	-30
376	48	1	25	27	-30
378	48	2	26	28	29
379	48	2.5	-26	-28	28
380	48	3	25	-28	29
382	48	4	-25	27	-29
384	49	1	0	28	28
386	49	2	26	-28	35
388	49	3	25	0	34
390	49	4	28	0	33
392	50	1	-28	21	-33
393	50	1.5	-28	-21	32
394	50	2	27	-21	32
396	50	3	26	22	-32
398	50	4	-26	-22	31
400	51	1	25	23	32
404	51	3	27	25	0
408	52	1	26	24	28
412	52	3	26	24	29
416	53	1	25	23	30
420	53	3	23	0	32
422	53	4	-23	28	-32
424	54	1	22	-28	31
426	54	2	-22	27	-31
427	54	2.5	-22	26	-31
428	54	3	-22	27	31
432	55	1	21	28	30
436	55	3	-21	29	0
438	55	4	-21	30	35
440	56	1	25	-30	-35
442	56	2	-25	29	34
443	56	2.5	-25	28	33
444	56	3	-25	29	34
448	57	1	24	0	35
450	57	2	-24	26	-35
452	57	3	22	27	36
454	57	4	21	28	37
458	58	2	22	27	36
459	58	2.5	-22	26	35
460	58	3	20	25	36
464	59	1	19	26	0
466	59	2	-19	28	33
468	59	3	0	29	34
470	59	4	19	30	35
472	60	1	21	-30	-35
474	60	2	22	29	33
475	60	2.5	-22	28	-33
476	60	3	23	27	-33
478	60	4	-23	-27	32
480	61	1	0	26	33
482	61	2	26	-26	-33
484	61	3	-26	27	29
486	61	4	25	-27	-29
488	62	1	26	28	0
490	62	2	28	-28	33
492	62	3	-28	29	-33
494	62	4	27	-29	32
496	63	1	26	0	33
498	63	2	24	26	35
500	63	3	25	-26	-35
502	63	4	23	25	34
504	64	1	24	26	33
506	64	2	-24	28	31
508	64	3	23	-28	32
510	64	4	-23	27	30
512	65	1	0	26	31
514	65	2	22	24	-31
516	65	3	23	25	30
518	65	4	25	23	-30
520	66	1	22	24	33
522	66	2	24	-24	-33
524	66	3	21	23	32
526	66	4	-21	-23	30
528	67	1	19	26	-30
530	67	2	-19	-26	31
531	67	2.5	20	-26	-31
532	67	3	21	25	30
534	67	4	-21	23	29
535	67	4.5	22	-23	28
536	68	1	23	25	27
538	68	2	19	26	30
540	68	3	22	24	-30
542	68	4	-22	-24	29
544	69	1	19	23	30
*-	*-	*-	*-	*-	*-
