**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	18	0	0	0	0	36
2	1	3	-18	0	0	0	0	34
2.5	1	3.5	-18	0	0	0	0	36
3	1	4	-18	0	0	0	0	35
3.5	1	4.5	-18	0	0	0	0	34
4	2	1	21	0	0	0	0	35
4.5	2	1.5	-21	0	0	0	0	34
5	2	2	23	0	0	0	0	33
5.5	2	2.5	-23	0	0	0	0	32
6	2	3	22	0	0	29	0	33
7	2	4	-22	0	0	-29	29	-33
8	3	1	18	0	0	27	-29	32
8.5	3	1.5	-18	0	0	29	-29	-32
9	3	2	21	0	0	28	30	-32
9.5	3	2.5	-21	0	0	27	-30	-32
10	3	3	19	0	0	28	31	0
10.5	3	3.5	-19	0	0	27	-31	0
10.75	3	3.75	-19	0	0	-27	31	0
11	3	4	23	0	0	26	32	0
11.5	3	4.5	-23	0	0	25	-32	0
12	4	1	22	0	29	26	32	0
13	4	2	-22	0	-29	-26	31	29
14	4	3	18	0	27	25	32	-29
14.5	4	3.5	-18	0	29	-25	-32	-29
15	4	4	21	0	28	-25	-32	30
15.5	4	4.5	-21	0	27	-25	-32	-30
16	5	1	19	0	28	0	0	31
16.5	5	1.5	-19	0	27	0	0	-31
16.75	5	1.75	-19	0	-27	0	0	31
17	5	2	23	0	26	0	0	32
17.5	5	2.5	-23	0	25	0	0	-32
18	5	3	22	0	26	0	0	32
19	5	4	-22	0	-26	0	0	31
20	6	1	18	25	25	0	29	32
21	6	2	25	-25	25	27	27	-32
21.5	6	2.5	-25	-25	-25	-27	29	-32
22	6	3	23	23	-25	-27	28	0
22.5	6	3.5	25	25	-25	-27	27	0
23	6	4	24	24	26	28	26	0
23.5	6	4.5	23	23	-26	-28	30	0
24	7	1	22	24	27	29	29	0
24.5	7	1.5	-22	23	-27	-29	-29	0
24.75	7	1.75	-22	-23	-27	29	-29	0
25	7	2	21	22	28	30	25	0
25.5	7	2.5	-21	21	-28	-30	-25	0
26	7	3	22	22	-28	31	29	0
27	7	4	-22	-22	27	-31	29	36
28	8	1	21	21	28	30	0	37
28.5	8	1.5	-21	-21	-28	-30	0	36
29	8	2	-21	-21	25	-30	29	35
29.5	8	2.5	-21	-21	-25	-30	-29	34
30	8	3	21	0	0	0	30	35
30.5	8	3.5	-21	0	0	0	-30	34
31	8	4	23	0	0	0	32	33
31.5	8	4.5	-23	0	0	0	-32	32
32	9	1	22	22	0	0	-32	33
33	9	2	-22	22	0	29	31	-33
34	9	3	23	23	0	27	32	32
34.5	9	3.5	-23	-23	0	29	-32	-32
35	9	4	-23	-23	0	28	-32	-32
35.5	9	4.5	-23	23	0	27	-32	-32
36	10	1	24	24	0	26	33	0
36.5	10	1.5	-24	-24	0	28	-33	0
37	10	2	25	25	0	27	29	32
37.5	10	2.5	-25	-25	0	28	-29	-32
38	10	3	22	-25	0	26	29	33
39	10	4	-22	24	0	26	29	-33
40	11	1	18	25	0	25	-29	34
41	11	2	-18	-25	0	24	29	-34
41.5	11	2.5	-18	-25	0	-24	-29	34
42	11	3	21	0	0	23	30	35
43	11	4	-21	0	0	24	29	-35
43.5	11	4.5	-21	0	0	23	30	-35
44	12	1	22	0	0	22	31	35
46	12	3	-22	0	0	-22	-31	34
48	13	1	21	0	0	21	30	35
50	13	3	-21	21	0	-21	-30	-35
51	13	4	-21	-21	28	-21	-30	-35
52	14	1	25	25	27	0	0	0
53	14	2	23	23	28	0	0	0
54	14	3	24	24	26	0	0	0
55	14	4	-24	-24	-26	22	0	36
56	15	1	25	25	27	25	0	34
57	15	2	21	-25	0	23	0	35
58	15	3	22	0	26	24	0	33
59	15	4	-22	22	29	-24	29	-33
60	16	1	25	25	27	25	27	32
61	16	2	23	23	28	-25	28	-32
62	16	3	24	24	-28	0	26	0
63	16	4	-24	-24	29	26	-26	33
64	17	1	22	22	0	29	-26	31
65	17	2	25	25	0	27	25	32
66	17	3	26	26	0	28	0	30
67	17	4	26	26	0	-28	0	-30
68	18	1	24	24	0	29	0	29
69	18	2	-24	-24	0	-29	33	36
70	18	3	25	25	0	0	32	34
71	18	4	21	-25	0	0	32	35
72	19	1	22	0	0	0	31	33
74	19	3	18	0	0	0	32	32
76	20	1	21	0	0	0	0	0
77	20	2	-21	21	25	28	30	32
78	20	3	21	21	25	28	30	32
78.5	20	3.5	-21	21	25	28	30	32
79	20	4	21	21	25	28	30	32
79.5	20	4.5	-21	21	28	28	30	32
80	21	1	24	24	26	28	31	33
80.5	21	1.5	-24	24	26	-28	31	33
81	21	2	24	24	26	-28	31	33
81.5	21	2.5	-24	-24	-26	28	-31	-33
82	21	3	-24	-24	-26	28	0	-33
82.5	21	3.5	-24	-24	-26	-28	0	32
82.75	21	3.75	-24	-24	-26	-28	0	31
83	21	4	23	23	25	-28	28	32
84	22	1	22	22	24	-28	29	0
85	22	2	-22	-22	25	27	-29	32
86	22	3	-22	-22	-25	26	-29	33
87	22	4	-22	-22	24	-26	-29	-33
88	23	1	18	18	25	25	29	34
91	23	4	-18	-18	-25	-25	-29	32
91.5	23	4.5	-18	-18	-25	-25	-29	33
92	24	1	25	0	0	0	0	34
93	24	2	23	23	0	0	0	35
93.5	24	2.5	24	24	0	0	0	-35
94	24	3	25	25	0	0	0	-35
95	24	4	-25	-25	0	0	0	34
96	25	1	26	26	0	0	0	35
97	25	2	26	26	0	0	30	-35
97.5	25	2.5	-26	-26	0	0	31	-35
98	25	3	25	25	0	0	32	0
99	25	4	-25	-25	0	25	-32	32
99.5	25	4.5	-25	-25	0	26	-32	-32
100	26	1	25	25	0	27	29	-32
101	26	2	23	23	0	28	28	32
101.5	26	2.5	24	24	0	-28	-28	33
102	26	3	22	22	0	-28	29	31
103	26	4	-22	-22	0	27	-29	-31
104	27	1	21	21	0	28	0	30
105	27	2	-21	-21	0	-28	30	-30
106	27	3	18	0	0	0	29	0
106.5	27	3.5	-18	0	0	0	30	0
107	27	4	21	21	0	0	28	37
107.5	27	4.5	22	22	0	0	-28	-37
108	28	1	23	23	0	28	-28	-37
109	28	2	24	24	0	26	28	35
109.5	28	2.5	-24	-24	0	27	-28	36
110	28	3	-24	-24	0	25	0	34
111	28	4	23	23	0	-25	0	-34
112	29	1	24	24	0	24	0	33
113	29	2	-24	-24	0	24	0	33
113.5	29	2.5	-24	-24	0	25	0	34
114	29	3	24	0	0	26	0	35
115	29	4	22	0	22	26	0	36
115.5	29	4.5	-22	0	23	-26	0	-36
116	30	1	22	22	24	0	29	-36
117	30	2	20	20	25	0	29	32
117.5	30	2.5	21	21	-25	0	30	-32
118	30	3	19	19	-25	0	28	33
119	30	4	-19	-19	24	26	-28	-33
119.5	30	4.5	-19	-19	-24	26	-28	-33
120	31	1	18	18	25	29	27	34
121	31	2	-18	-18	-25	25	-27	34
121.5	31	2.5	-18	-18	-25	-25	-27	35
122	31	3	22	0	0	-25	0	33
123	31	4	-22	0	26	24	0	-33
123.5	31	4.5	-22	0	26	-24	0	-33
124	32	1	25	25	27	25	32	32
125	32	2	23	23	28	-25	32	-32
125.5	32	2.5	24	24	-28	-25	33	-32
126	32	3	22	22	-28	0	31	0
127	32	4	-22	-22	27	0	-31	0
128	33	1	21	21	28	0	30	32
129	33	2	-21	-21	-28	0	-30	30
129.5	33	2.5	-21	-21	-28	0	-30	31
130	33	3	21	-21	28	30	-30	32
131	33	4	20	-21	27	29	-30	-32
131.5	33	4.5	21	-21	28	30	-30	-32
132	34	1	19	0	26	28	0	-32
134	34	3	-19	0	-26	-28	0	31
136	35	1	18	0	25	29	0	32
140	36	1	18	0	0	0	0	0
142	36	3	-18	0	0	0	0	36
144	37	1	22	0	0	0	0	0
144.5	37	1.5	-22	0	0	0	0	33
145	37	2	-22	0	0	0	0	33
145.5	37	2.5	-22	0	0	0	0	33
146	37	3	22	0	0	0	0	33
146.5	37	3.5	-22	0	0	0	0	32
147	37	4	25	0	0	0	0	34
148	38	1	25	0	0	0	0	34
149	38	2	-25	0	0	0	0	34
149.5	38	2.5	-25	0	0	0	0	34
150	38	3	25	0	0	0	0	34
150.5	38	3.5	-25	0	0	0	0	33
151	38	4	21	0	0	0	0	35
152	39	1	21	0	0	0	0	-35
153	39	2	-21	0	0	0	0	35
154	39	3	18	0	0	0	0	0
154.5	39	3.5	-18	0	0	0	0	34
155	39	4	-18	0	0	0	0	34
155.5	39	4.5	-18	0	0	0	0	34
156	40	1	-18	0	0	0	0	34
158	40	3	22	0	0	0	0	33
160	41	1	19	0	0	0	0	0
161	41	2	-19	0	0	0	0	33
162	41	3	-19	0	0	0	0	35
162.75	41	3.75	-19	0	0	0	0	34
163	41	4	23	0	0	0	0	34
163.75	41	4.75	-23	0	0	0	0	33
164	42	1	24	0	0	0	0	33
164.75	42	1.75	-24	0	0	0	0	32
165	42	2	21	0	0	0	0	32
166	42	3	22	0	0	0	0	-32
167	42	4	-22	0	0	0	0	31
168	43	1	19	0	0	0	0	30
170	43	3	22	0	0	0	0	29
172	44	1	22	0	0	0	0	0
172.5	44	1.5	-22	0	0	0	0	33
173	44	2	-22	0	0	0	0	36
173.5	44	2.5	-22	0	0	0	0	36
174	44	3	22	0	0	0	0	36
174.5	44	3.5	-22	22	26	29	31	-36
175	44	4	25	25	27	29	32	36
175.5	44	4.5	-25	25	27	29	32	-36
176	45	1	25	25	27	29	32	0
176.5	45	1.5	-25	25	27	29	32	0
177	45	2	25	25	27	29	32	36
177.5	45	2.5	-25	25	27	29	32	36
178	45	3	25	25	27	29	32	36
179	45	4	26	26	26	28	30	33
180	46	1	23	23	25	27	30	34
183	46	4	23	23	25	27	30	34
184	47	1	23	0	0	0	0	0
184.5	47	1.5	-23	0	25	27	0	0
185	47	2	26	0	26	28	0	0
185.5	47	2.5	-26	0	27	29	0	0
186	47	3	-26	0	28	30	0	0
186.5	47	3.5	-26	0	26	28	0	0
187	47	4	22	0	29	31	0	0
187.5	47	4.5	-22	0	28	30	0	0
188	48	1	25	0	27	29	0	0
189	48	2	26	0	26	28	0	0
190	48	3	23	0	26	27	0	0
191	48	4	-23	0	25	-27	0	0
192	49	1	19	0	26	26	0	0
192.5	49	1.5	-19	0	-26	-26	30	0
193	49	2	-19	0	-26	-26	31	0
193.5	49	2.5	-19	0	-26	-26	32	0
194	49	3	19	0	0	0	33	0
194.5	49	3.5	-19	0	28	26	-33	0
195	49	4	-19	0	29	27	-33	0
195.5	49	4.5	-19	0	30	28	32	0
196	50	1	22	0	31	29	31	0
196.5	50	1.5	-22	22	-31	-29	-31	0
197	50	2	23	23	-31	-29	32	0
197.5	50	2.5	24	24	30	28	-32	0
198	50	3	25	25	29	27	32	0
198.5	50	3.5	24	24	29	26	-32	0
199	50	4	23	23	30	25	32	0
199.5	50	4.5	22	22	-30	-25	-32	0
200	51	1	21	21	-30	23	32	0
200.5	51	1.5	-21	-21	-30	-23	-32	35
201	51	2	-21	-21	28	30	-32	35
201.5	51	2.5	-21	-21	-28	-30	-32	36
202	51	3	-21	-21	25	-30	32	37
202.5	51	3.5	-21	-21	-25	-30	-32	36
203	51	4	-21	-21	28	30	-32	35
203.5	51	4.5	-21	-21	-28	-30	-32	34
204	52	1	22	22	0	0	0	33
204.5	52	1.5	-22	-22	26	29	0	-33
205	52	2	-22	-22	27	29	0	-33
205.5	52	2.5	-22	-22	28	30	0	-33
206	52	3	-22	-22	29	31	31	0
206.5	52	3.5	-22	-22	28	30	-31	0
207	52	4	-22	-22	27	29	-31	36
207.5	52	4.5	-22	-22	26	28	-31	33
208	53	1	23	23	25	27	30	37
209	53	2	-23	-23	26	26	-30	35
210	53	3	-23	-23	26	27	-30	34
211	53	4	-23	-23	25	-27	-30	-34
212	54	1	19	19	26	28	30	33
214.5	54	3.5	-19	-19	-26	23	26	-33
215	54	4	-19	-19	-26	26	28	-33
215.5	54	4.5	-19	-19	-26	27	29	-33
216	55	1	19	0	0	28	30	0
216.5	55	1.5	-19	0	23	-28	-30	0
217	55	2	-19	0	24	-28	-30	0
217.5	55	2.5	-19	0	25	27	29	0
218	55	3	-19	0	26	26	28	0
218.5	55	3.5	-19	0	25	27	27	30
219	55	4	-19	0	24	28	26	31
219.5	55	4.5	-19	0	23	-28	-26	32
220	56	1	19	0	26	0	0	33
220.5	56	1.5	-19	19	-26	28	0	32
221	56	2	-19	20	-26	29	29	31
221.5	56	2.5	-19	21	-26	30	-29	30
222	56	3	22	22	0	31	29	29
222.5	56	3.5	21	21	0	30	-29	33
223	56	4	20	20	0	29	-29	34
223.5	56	4.5	19	19	0	28	-29	35
224	57	1	18	18	0	27	29	36
224.5	57	1.5	-18	-18	0	-27	29	-36
225	57	2	-18	-18	0	-27	30	-36
225.5	57	2.5	-18	-18	0	-27	31	35
226	57	3	18	18	0	27	32	34
226.5	57	3.5	-18	-18	0	-27	31	33
227	57	4	-18	-18	25	-27	30	32
227.5	57	4.5	-18	-18	22	-27	29	-32
228	58	1	19	19	26	26	28	-32
229	58	2	-19	-19	22	-26	29	31
230	58	3	-19	-19	23	-26	29	30
231	58	4	-19	-19	-23	-26	28	-30
232	59	1	22	22	22	26	29	31
*-	*-	*-	*-	*-	*-	*-	*-	*-
