**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	0	0	35
1	1	1.5	0	0	34
2	1	2	0	31	33
3	1	2.5	0	30	33
3.5	1	2.75	0	-30	34
4	1	3	0	29	31
5	1	3.5	0	29	34
5.5	1	3.75	0	30	-34
6	1	4	0	27	-34
6.5	1	4.25	0	-27	34
7	1	4.5	0	31	33
8	2	1	0	-31	32
8.5	2	1.25	0	31	-32
9	2	1.5	0	30	35
10	2	2	0	29	-35
10.5	2	2.25	0	-29	34
10.75	2	2.375	0	-29	33
11	2	2.5	0	-29	34
12	2	3	0	28	35
13	2	3.5	28	-28	-35
14	2	4	24	0	-35
15	2	4.5	-24	31	-35
15.5	2	4.75	25	-31	-35
16	3	1	26	28	-35
17	3	1.5	24	-28	-35
17.5	3	1.75	-24	29	-35
18	3	2	28	30	-35
18.5	3	2.25	27	-30	-35
19	3	2.5	26	28	-35
19.5	3	2.75	25	-28	-35
20	3	3	24	31	0
21	3	3.5	25	29	34
22	3	4	-25	29	34
22.5	3	4.25	23	28	35
23	3	4.5	24	28	33
24	4	1	22	-28	33
24.5	4	1.25	-22	27	-33
24.75	4	1.375	-22	26	-33
25	4	1.5	-22	27	36
26	4	2	21	28	38
27.5	4	2.75	-21	-28	37
28	4	3	0	31	37
29	4	3.5	0	31	36
29.5	4	3.75	0	32	-36
30	4	4	28	30	-36
30.5	4	4.25	-28	30	-36
31	4	4.5	27	31	35
32	5	1	26	-31	35
33	5	1.5	26	31	35
33.5	5	1.75	27	-31	36
34	5	2	24	-31	35
34.5	5	2.25	-24	31	33
35	5	2.5	27	29	34
35.5	5	2.75	-27	-29	35
36	5	3	-27	-29	36
36.5	5	3.25	27	-29	-36
37	5	3.5	26	31	35
38	5	4	25	-31	34
38.5	5	4.25	-25	30	-34
38.75	5	4.375	-25	29	-34
39	5	4.5	-25	30	-34
40	6	1	24	31	33
41	6	1.5	-24	31	35
42	6	2	0	29	31
43	6	2.5	27	-29	-31
43.5	6	2.75	-27	30	32
44	6	3	24	31	33
45	6	3.5	-24	31	31
45.5	6	3.75	25	-31	-31
46	6	4	26	28	35
46.5	6	4.25	-26	-28	34
47	6	4.5	24	-28	33
47.5	6	4.75	-24	-28	32
48	7	1	27	29	31
49	7	1.5	25	29	32
50	7	2	28	-29	-32
50.5	7	2.25	-28	28	30
51	7	2.5	24	28	31
52	7	3	25	-28	29
52.5	7	3.25	-25	27	-29
52.75	7	3.375	-25	26	-29
53	7	3.5	-25	27	-29
54	7	4	21	28	28
55	7	4.5	-21	-28	35
56	8	1	28	30	35
57	8	1.5	28	30	-35
57.5	8	1.75	28	30	-35
58	8	2	31	33	-35
59	8	2.5	-31	-33	31
60	8	3	29	31	33
61	8	3.5	29	31	36
61.5	8	3.75	30	32	-36
62	8	4	31	33	35
62.5	8	4.25	30	32	-35
63	8	4.5	29	31	36
63.5	8	4.75	28	30	-36
64	9	1	27	29	36
64.5	9	1.25	28	30	-36
65	9	1.5	29	31	36
65.5	9	1.75	27	32	-36
66	9	2	28	30	35
67	9	2.5	31	33	-35
68	9	3	30	32	35
70	9	4	31	33	-35
71	9	4.5	24	-33	35
72	10	1	26	0	35
73	10	1.5	27	29	36
74	10	2	26	30	35
75	10	2.5	24	31	33
76	10	3	25	29	34
76.5	10	3.25	26	-29	-34
77	10	3.5	27	-29	34
77.5	10	3.75	28	30	-34
78	10	4	29	31	33
78.5	10	4.25	-29	32	-33
79	10	4.5	-29	33	-33
79.5	10	4.75	-29	31	34
80	11	1	28	32	35
81	11	1.5	-28	33	35
82	11	2	-28	30	0
83	11	2.5	-28	30	30
84	11	3	-28	0	32
85	11	3.5	-28	30	33
86	11	4	-28	32	30
87	11	4.5	-28	33	31
88	12	1	-28	30	28
88.5	12	1.25	-28	31	29
89	12	1.5	-28	28	30
89.5	12	1.75	-28	29	31
90	12	2	-28	30	32
90.5	12	2.25	-28	31	33
91	12	2.5	-28	32	30
91.5	12	2.75	-28	-32	31
92	12	3	-28	-32	32
92.5	12	3.25	-28	31	-32
93	12	3.5	-28	31	33
94	12	4	-28	-31	32
94.5	12	4.25	-28	30	-32
