**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	22	29	31
2	1	2	26	28	30
3	1	2.5	24	31	33
4	2	1	25	29	34
5	2	1.5	26	28	33
6	2	2	27	29	31
7	2	2.5	-27	-29	32
8	3	1	26	30	33
9	3	1.5	26	-30	30
10	3	2	29	0	31
11	3	2.5	-29	33	-31
11.5	3	2.75	29	-33	31
12	4	1	25	34	29
13.5	4	1.75	25	34	29
14	4	2	28	32	30
15.5	4	2.75	-28	32	-30
16	5	1	24	33	28
17	5	1.5	-24	-33	28
18	5	2	0	33	31
19	5	2.5	22	-33	-31
19.5	5	2.75	-22	-33	31
20	6	1	25	0	29
21	6	1.5	-25	34	-29
21.5	6	1.75	25	-34	29
22	6	2	21	35	32
23.5	6	2.75	21	35	-32
24	7	1	24	33	28
25	7	1.5	-24	-33	28
25.5	7	1.75	-24	33	-28
26	7	2	22	36	31
27.5	7	2.75	-22	-36	31
28	8	1	25	34	29
29	8	1.5	-25	34	-29
29.5	8	1.75	26	-34	-29
30	8	2	27	34	29
31	8	2.5	25	-34	32
31.5	8	2.75	-25	34	-32
32	9	1	26	35	-32
32.5	9	1.25	-26	-35	31
33	9	1.5	-26	36	31
33.5	9	1.75	-26	-36	30
33.75	9	1.875	-26	-36	29
34	9	2	-26	35	30
36	10	1	22	36	31
40	11	1	22	29	31
42	11	2	26	28	30
43	11	2.5	24	31	33
44	12	1	25	29	34
45	12	1.5	26	28	33
46	12	2	27	29	31
47	12	2.5	-27	-29	32
48	13	1	26	30	33
49	13	1.5	26	-30	30
50	13	2	29	0	31
51	13	2.5	-29	33	-31
51.5	13	2.75	29	-33	31
52	14	1	25	34	29
53.5	14	1.75	25	34	29
54	14	2	28	32	30
55.5	14	2.75	-28	32	-30
56	15	1	24	33	28
57	15	1.5	-24	-33	28
58	15	2	0	33	31
59	15	2.5	22	-33	-31
59.5	15	2.75	-22	-33	31
60	16	1	25	0	29
61	16	1.5	-25	34	-29
61.5	16	1.75	25	-34	29
62	16	2	21	35	32
63.5	16	2.75	21	35	-32
64	17	1	24	33	28
65	17	1.5	-24	-33	28
65.5	17	1.75	-24	33	-28
66	17	2	22	36	31
67.5	17	2.75	-22	-36	31
68	18	1	25	34	29
69	18	1.5	-25	34	-29
69.5	18	1.75	26	-34	-29
70	18	2	27	34	29
71	18	2.5	25	-34	32
71.5	18	2.75	-25	34	-32
72	19	1	26	35	-32
72.5	19	1.25	-26	-35	31
73	19	1.5	-26	36	31
73.5	19	1.75	-26	-36	30
73.75	19	1.875	-26	-36	29
74	19	2	-26	35	30
76	20	1	22	36	29
78	20	2	0	0	36
79	20	2.5	29	31	-36
80	21	1	28	30	32
81	21	1.5	27	29	-32
82	21	2	26	28	33
83	21	2.5	24	31	-33
84	22	1	25	29	34
86	22	2	28	30	32
88	23	1	29	0	31
89	23	1.5	27	29	-31
90	23	2	26	30	33
90.5	23	2.25	-26	29	-33
91	23	2.5	-26	30	-33
91.5	23	2.75	-26	31	-33
92	24	1	25	32	34
93	24	1.5	27	-32	-34
93.5	24	1.75	-27	31	-34
94	24	2	26	30	35
94.5	24	2.25	27	-30	-35
95	24	2.5	28	-30	-35
95.5	24	2.75	26	-30	-35
96	25	1	27	29	36
97	25	1.5	25	32	34
98	25	2	29	-32	33
99	25	2.5	-29	31	-33
100	26	1	25	32	32
102	26	2	29	0	0
103	26	2.5	-29	31	33
104	27	1	25	30	32
105	27	1.5	-25	29	31
106	27	2	26	28	30
107	27	2.5	-26	35	28
108	28	1	27	34	29
109	28	1.5	-27	31	-29
110	28	2	25	34	32
111.5	28	2.75	-25	33	-32
111.75	28	2.875	-25	34	-32
112	29	1	24	35	33
113	29	1.5	-24	35	31
114	29	2	26	-35	30
114.5	29	2.25	-26	34	-30
115	29	2.5	-26	33	-30
115.5	29	2.75	-26	32	-30
116	30	1	27	31	29
117	30	1.5	-27	34	31
118	30	2	28	32	30
118.5	30	2.25	-28	-32	31
119	30	2.5	-28	35	32
119.5	30	2.75	-28	-35	30
120	31	1	29	-35	31
121	31	1.5	-29	34	32
122	31	2	-29	33	31
124	32	1	25	34	32
*-	*-	*-	*-	*-	*-
