**absq	**bar	**beat	**b7	**b7
0	1	1	25	32
2	1	1.5	28	-32
5	1	2.25	27	-32
6	1	2.5	28	-32
7	1	2.75	30	-32
8	2	1	29	33
10	2	1.5	29	34
11	2	1.75	29	-34
12	2	2	30	35
15	2	2.75	29	36
16	3	1	28	32
18	3	1.5	27	32
20	3	2	29	0
24	4	1	29	0
25	4	1.25	-29	32
26	4	1.5	0	33
29	4	2.25	0	32
30	4	2.5	0	33
31	4	2.75	0	35
33	5	1.25	0	34
34	5	1.5	28	35
35	5	1.75	-28	35
36	5	2	28	35
38	5	2.5	26	35
39	5	2.75	24	35
41	6	1.25	25	34
42	6	1.5	26	33
44	6	2	22	33
46	6	2.5	0	0
47	6	2.75	29	31
48	7	1	29	32
49	7	1.25	30	-32
50	7	1.5	31	33
52	7	2	-31	34
54	7	2.5	30	33
55	7	2.75	-30	32
56	8	1	29	-32
57	8	1.25	-29	31
57.5	8	1.375	-29	30
58	8	1.5	-29	31
60	8	2	29	32
64	9	1	30	0
67	9	1.75	29	0
68	9	2	28	0
70	9	2.5	29	0
70.5	9	2.625	28	0
71	9	2.75	27	32
73	10	1.25	26	31
74	10	1.5	25	30
75.5	10	1.875	26	-30
76	10	2	27	-30
77	10	2.25	28	31
77.5	10	2.375	-28	30
78	10	2.5	-28	29
79	10	2.75	27	-29
80	11	1	28	30
81	11	1.25	-28	35
83	11	1.75	0	34
84	11	2	0	33
86	11	2.5	0	34
86.5	11	2.625	0	33
87	11	2.75	27	32
88	12	1	27	-32
89	12	1.25	28	32
90	12	1.5	26	31
91	12	1.75	25	30
92	12	2	0	29
94	12	2.5	32	30
96	13	1	-32	37
97	13	1.25	31	-37
98	13	1.5	30	-37
99	13	1.75	-30	36
100	13	2	-30	35
101	13	2.25	31	-35
101.5	13	2.375	30	-35
102	13	2.5	29	36
102.5	13	2.625	-29	35
103	13	2.75	30	34
104	14	1	28	35
105	14	1.25	-28	33
107	14	1.75	29	33
108	14	2	-29	32
109	14	2.25	28	-32
111	14	2.75	27	-32
112	15	1	28	32
114	15	1.5	0	32
118	15	2.5	0	31
119	15	2.75	0	31
120	16	1	0	31
122	16	1.5	0	32
123	16	1.75	0	33
125	16	2.25	0	32
126	16	2.5	0	0
128	17	1	0	34
129	17	1.25	0	35
130	17	1.5	0	36
132	17	2	29	-36
133.5	17	2.375	30	-36
134	17	2.5	31	35
135	17	2.75	29	34
136	18	1	0	33
138	18	1.5	0	29
140	18	2	27	0
141	18	2.25	28	0
142	18	2.5	29	0
143	18	2.75	29	0
144	19	1	0	0
146	19	1.5	0	33
147	19	1.75	0	34
148	19	2	30	35
149	19	2.25	31	-35
150	19	2.5	32	34
151	19	2.75	28	33
151.5	19	2.875	28	-33
152	20	1	29	36
154	20	1.5	30	35
156	20	2	28	0
157.5	20	2.375	29	0
158	20	2.5	30	32
159	20	2.75	29	-32
159.5	20	2.875	-29	33
160	21	1	0	34
161	21	1.25	0	33
161.5	21	1.375	0	32
162	21	1.5	0	31
163	21	1.75	0	32
164	21	2	0	0
166	21	2.5	27	32
170	22	1.5	26	31
171	22	1.75	26	31
172	22	2	26	31
174	22	2.5	27	32
175	22	2.75	28	33
177	23	1.25	28	32
178	23	1.5	0	0
180	23	2	0	0
182	23	2.5	0	34
183.5	23	2.875	0	35
184	24	1	27	36
184.5	24	1.125	28	-36
185	24	1.25	29	29
186	24	1.5	28	30
187	24	1.75	28	32
188	24	2	26	-32
189	24	2.25	-26	31
189.5	24	2.375	-26	30
190	24	2.5	-26	31
192	25	1	25	32
*-	*-	*-	*-	*-
