**absq	**bar	**beat	**b7	**b7	**b7	**b7
0	131	1	22	0	0	0
4	131	3	24	26	0	0
7	131	4.5	25	-26	0	0
8	132	1	26	28	0	0
10	132	2	24	29	0	0
12	132	3	25	30	0	0
14	132	4	26	-30	0	0
16	133	1	22	31	0	0
17	133	1.5	23	-31	0	0
18	133	2	24	-31	0	0
19	133	2.5	25	-31	0	0
20	133	3	26	30	0	0
21	133	3.5	27	-30	0	0
22	133	4	28	30	0	0
23	133	4.5	26	-30	0	0
24	134	1	27	29	0	0
25	134	1.5	26	28	0	0
26	134	2	26	28	0	0
27	134	2.5	-26	27	0	0
27.5	134	2.75	-26	26	0	0
28	134	3	-26	27	0	0
30	134	4	25	-27	0	0
32	135	1	26	26	0	0
33	135	1.5	-26	27	0	0
34	135	2	-26	28	26	0
35	135	2.5	-26	29	-26	0
36	135	3	-26	30	28	0
38	135	4	-26	-30	-28	30
39	135	4.5	-26	-30	29	-30
40	136	1	0	0	30	32
42	136	2	0	0	28	-32
43	136	2.5	0	0	-28	33
44	136	3	0	0	29	34
46	136	4	0	0	30	-34
48	137	1	0	0	26	35
49	137	1.5	0	0	27	-35
50	137	2	0	0	28	-35
51	137	2.5	0	0	29	-35
52	137	3	0	0	30	-35
53	137	3.5	0	0	31	-35
54	137	4	0	0	32	34
55	137	4.5	0	0	30	-34
56	138	1	0	0	31	33
58	138	2	22	0	-31	-33
60	138	3	24	0	-31	-33
62	138	4	25	0	30	32
63	138	4.5	-25	0	29	31
64	139	1	26	0	28	30
66	139	2	24	33	29	29
68	139	3	25	32	-29	30
70	139	4	26	30	28	-30
72	140	1	22	31	29	33
74	140	2	29	31	-29	-33
76	140	3	28	30	0	0
78	140	4	26	-30	0	33
80	141	1	28	-30	0	32
82	141	2	-28	32	0	30
83	141	2.5	27	-32	0	-30
84	141	3	26	31	0	35
86	141	4	25	32	29	34
88	142	1	26	30	28	-34
89	142	1.5	-26	-30	-28	33
90	142	2	-26	-30	26	33
92	142	3	0	-30	28	-33
94	142	4	29	29	27	32
96	143	1	28	30	26	33
97	143	1.5	-28	-30	27	-33
98	143	2	26	-30	28	33
99	143	2.5	-26	-30	29	-33
100	143	3	28	0	30	32
102	143	4	-28	32	-30	30
