**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	24	24	26	31	33	35
4	1	3	19	19	26	30	33	35
9	2	1.5	-19	0	0	0	0	33
10	2	2	-19	0	0	0	0	33
11	2	2.5	-19	0	0	0	0	33
12	2	3	22	0	0	0	0	34
13	2	3.5	-22	0	22	31	0	-34
14	2	4	22	0	22	31	0	-34
15	2	4.5	22	0	22	31	0	-34
16	3	1	24	0	24	31	0	33
17	3	1.5	19	19	-24	-31	35	-33
17.5	3	1.75	-19	-19	-24	32	-35	-33
18	3	2	19	19	-24	33	35	-33
19	3	2.5	19	19	-24	-33	35	-33
20	3	3	20	20	-24	-33	36	0
21	3	3.5	-20	-20	-24	-33	-36	36
22	3	4	-20	-20	23	32	-36	36
23	3	4.5	-20	-20	22	-32	-36	36
24	4	1	19	19	26	33	-36	38
26	4	2	-19	-19	23	-33	35	37
28	4	3	22	0	0	0	0	0
29	4	3.5	-22	0	0	0	36	0
30	4	4	-22	0	0	0	36	0
31	4	4.5	-22	0	0	0	36	0
32	5	1	19	0	0	0	38	0
33	5	1.5	19	19	0	28	-38	35
34	5	2	20	20	0	29	-38	34
35	5	2.5	21	21	0	30	-38	-34
36	5	3	22	22	0	31	-38	-34
37	5	3.5	19	19	0	28	-38	33
38	5	4	21	21	0	28	-38	33
39	5	4.5	-21	-21	0	-28	-38	33
40	6	1	21	21	0	28	37	32
42	6	2	-21	-21	0	-28	-37	32
44	6	3	18	0	0	0	0	0
45	6	3.5	25	25	0	0	32	34
46	6	4	24	24	0	0	33	35
47	6	4.5	-24	-24	0	0	34	36
48	7	1	-24	-24	0	0	35	37
49	7	1.5	23	23	25	0	-35	-37
50	7	2	23	23	25	0	-35	-37
51	7	2.5	23	23	25	0	32	34
52	7	3	22	22	27	0	32	36
54	7	4	22	22	-27	0	-32	36
55	7	4.5	-22	-22	-27	29	-32	-36
56	8	1	22	0	26	28	31	0
57	8	1.5	-22	22	-26	-28	31	0
58	8	2	-22	22	-26	-28	31	0
59	8	2.5	22	22	-26	27	31	0
60	8	3	24	24	0	26	33	0
61	8	3.5	-24	-24	26	-26	-33	35
62	8	4	-24	-24	27	-26	-33	36
63	8	4.5	-24	-24	28	25	-33	37
64	9	1	-24	-24	29	24	-33	38
65	9	1.5	-24	-24	26	-24	-33	35
66	9	2	23	23	28	25	32	37
68	9	3	28	0	-28	0	0	37
69	9	3.5	-28	0	-28	0	33	35
70	9	4	24	0	24	0	33	35
71	9	4.5	-24	0	-24	0	33	35
72	10	1	22	0	0	0	34	36
73	10	1.5	-22	22	0	0	-34	-36
74	10	2	23	23	0	0	-34	-36
75	10	2.5	24	24	0	0	-34	-36
76	10	3	25	25	0	32	-34	-36
77	10	3.5	22	22	0	31	-34	-36
78	10	4	24	24	0	-31	33	35
79	10	4.5	-24	-24	0	30	-33	-35
80	11	1	20	20	0	29	34	36
81	11	1.5	-20	-20	31	-29	-34	-36
82	11	2	-20	-20	31	29	-34	-36
84	11	3	24	0	-31	0	0	0
85	11	3.5	19	19	31	28	35	33
86	11	4	20	20	31	29	34	32
87	11	4.5	21	21	30	30	-34	-32
88	12	1	22	22	29	31	-34	31
89	12	1.5	19	19	28	28	33	31
89.5	12	1.75	-19	-19	27	-28	-33	-31
90	12	2	21	21	26	28	33	-31
91	12	2.5	-21	-21	-26	-28	33	31
92	12	3	21	21	28	25	32	30
94	12	4	-21	-21	-28	32	32	30
95	12	4.5	-21	-21	-28	32	-32	-30
96	13	1	32	0	0	32	0	0
99	13	2.5	31	0	0	31	0	0
99.5	13	2.75	30	0	0	30	0	0
100	13	3	31	0	0	31	34	36
100.5	13	3.25	29	0	0	29	-34	-36
101	13	3.5	30	0	0	30	34	36
101.5	13	3.75	31	0	0	31	-34	-36
102	13	4	32	0	0	32	34	36
104	14	1	30	0	0	30	-34	-36
105	14	1.5	-30	0	0	-30	33	35
105.5	14	1.75	-30	0	0	-30	32	34
106	14	2	0	0	0	0	33	35
106.5	14	2.25	0	0	0	0	31	33
107	14	2.5	32	0	0	32	32	34
107.5	14	2.75	-32	0	0	-32	33	35
108	14	3	-32	0	0	-32	34	36
108.5	14	3.25	-32	0	0	-32	35	-36
108.75	14	3.375	-32	0	0	-32	36	-36
109	14	3.5	31	0	0	31	32	-36
109.5	14	3.75	30	0	0	30	-32	37
109.75	14	3.875	-30	0	0	-30	-32	38
110	14	4	29	0	0	29	-32	33
111	14	4.5	-29	0	0	-29	31	-33
112	15	1	25	0	0	25	32	32
115	15	2.5	-25	0	0	-25	-32	32
116	15	3	25	0	0	0	0	34
117	15	3.5	-25	0	0	25	32	-34
117.5	15	3.75	-25	0	0	-25	-32	35
118	15	4	25	0	0	25	34	36
119.5	15	4.75	26	0	0	26	35	-36
120	16	1	27	0	0	27	36	-36
121	16	1.5	28	0	0	28	37	35
122	16	2	24	0	0	24	38	36
124	16	3	26	0	0	26	37	-36
126	16	4	-26	0	0	-26	-37	35
128	17	1	19	0	0	0	0	0
129	17	1.5	-19	19	0	28	30	33
130	17	2	22	22	0	29	31	33
131.5	17	2.75	22	22	0	29	31	33
132	17	3	22	22	0	29	31	33
132.5	17	3.25	20	20	0	29	32	34
133	17	3.5	24	24	0	31	33	35
134.5	17	4.25	-24	-24	0	-31	-33	35
135	17	4.5	24	24	0	31	33	34
135.5	17	4.75	-24	-24	0	-31	-33	33
136	18	1	-24	0	0	0	0	36
136.5	18	1.25	24	24	0	31	33	-36
137	18	1.5	23	23	0	32	32	-36
137.5	18	1.75	22	22	0	33	31	-36
138	18	2	26	26	0	33	30	-36
139	18	2.5	26	26	0	33	-30	35
140.5	18	3.25	26	26	0	30	-30	35
141	18	3.5	27	27	0	29	30	36
141.5	18	3.75	28	28	0	28	-30	37
142	18	4	24	24	0	29	33	38
142.5	18	4.25	-24	-24	31	-29	-33	-38
143	18	4.5	24	24	29	-29	-33	-38
143.5	18	4.75	-24	-24	28	-29	33	-38
144	19	1	25	25	27	-29	34	-38
145	19	1.5	-25	-25	25	30	35	37
146	19	2	-25	-25	29	32	-35	36
147	19	2.5	-25	-25	-29	-32	34	-36
148	19	3	21	21	30	32	35	35
152	20	1	0	0	0	0	0	0
152.5	20	1.25	24	24	28	31	35	33
153	20	1.5	24	24	28	31	35	33
153.5	20	1.75	24	24	28	31	35	33
154	20	2	24	24	28	31	35	33
155	20	2.5	23	23	25	27	36	34
156	20	3	24	24	28	31	35	33
160	21	1	24	24	26	31	35	33
161	21	1.5	-24	-24	-26	-31	38	36
161.5	21	1.75	-24	-24	-26	-31	37	35
162	21	2	25	0	0	0	36	34
163	21	2.5	25	25	27	0	-36	-34
163.5	21	2.75	24	24	26	0	-36	-34
164	21	3	23	23	25	0	-36	-34
165	21	3.5	24	24	26	31	35	33
165.5	21	3.75	-24	-24	-26	30	-35	-33
166	21	4	24	0	0	29	0	0
167	21	4.5	23	23	25	30	0	0
168	22	1	25	25	32	-30	0	0
169	22	1.5	-25	-25	-32	32	37	35
170	22	2	-25	-25	-32	0	36	34
171	22	2.5	-25	-25	-32	29	36	34
171.5	22	2.75	-25	-25	-32	-29	35	33
172	22	3	25	0	0	0	34	32
173	22	3.5	21	21	0	30	35	33
173.5	22	3.75	20	20	0	29	-35	-33
174	22	4	19	19	0	28	0	0
175	22	4.5	20	20	25	29	34	32
175.5	22	4.75	-20	-20	24	-29	-34	-32
176	23	1	20	0	23	0	35	33
177	23	1.5	19	19	24	28	-35	-33
178	23	2	21	21	0	30	0	0
179	23	2.5	-21	-21	23	-30	32	30
179.5	23	2.75	-21	-21	-23	-30	31	29
180	23	3	26	0	26	0	30	28
180.5	23	3.25	-26	0	-26	28	-30	-28
181	23	3.5	-26	0	-26	27	31	29
181.5	23	3.75	-26	0	-26	26	-31	-29
182	23	4	-26	0	-26	30	0	0
183	23	4.5	-26	0	-26	30	30	28
184	24	1	22	0	0	0	31	29
184.5	24	1.25	24	0	24	0	-31	-29
185	24	1.5	23	0	23	0	-31	-29
185.5	24	1.75	22	0	22	0	-31	-29
186	24	2	24	0	24	0	0	0
186.5	24	2.25	19	19	-24	0	35	0
187	24	2.5	18	18	-24	0	34	0
187.5	24	2.75	17	17	-24	0	33	0
188	24	3	19	19	23	0	35	0
188.5	24	3.25	-19	-19	-23	0	-35	30
189	24	3.5	-19	-19	-23	0	36	31
189.5	24	3.75	-19	-19	-23	0	-36	32
190	24	4	-19	-19	-23	0	-36	33
190.5	24	4.25	-19	-19	-23	30	-36	-33
191	24	4.5	-19	-19	-23	31	35	-33
191.5	24	4.75	-19	-19	-23	32	-35	-33
192	25	1	22	22	0	32	36	33
194	25	2	-22	-22	0	31	-36	-33
196	25	3	22	0	0	0	0	0
197	25	3.5	-22	0	22	29	31	33
198	25	4	25	0	25	29	32	34
199.5	25	4.75	25	0	25	29	32	34
200	26	1	25	0	25	29	32	34
200.5	26	1.25	24	0	24	31	33	35
201	26	1.5	27	0	27	31	34	36
202.5	26	2.25	-27	0	-27	31	-34	-36
203	26	2.5	27	0	27	30	34	36
203.5	26	2.75	-27	0	-27	29	-34	-36
204	26	3	-27	0	0	32	0	0
204.5	26	3.25	27	0	27	-32	36	34
