**absq	**bar	**beat	**b7	**b7
0	1	1	24	24
3	1	4	-24	24
3.5	1	4.5	-24	24
4	2	1	24	24
6	2	3	21	21
8	3	1	22	22
9.5	3	2.5	21	21
10	3	3	20	20
11	3	4	19	19
12	4	1	21	21
16	5	1	17	17
20	6	1	27	0
22	6	3	-27	27
23	6	4	-27	27
23.5	6	4.5	-27	27
24	7	1	27	27
26	7	3	24	24
28	8	1	25	25
29.5	8	2.5	24	24
30	8	3	23	23
31	8	4	22	22
31.25	8	4.25	-22	21
31.5	8	4.5	-22	22
31.75	8	4.75	-22	23
32	9	1	24	24
36	10	1	20	20
39	10	4	21	21
39.25	10	4.25	-21	22
39.5	10	4.5	-21	23
39.75	10	4.75	-21	21
40	11	1	25	25
44	12	1	21	21
48	13	1	24	24
49	13	2	-24	24
49.5	13	2.5	-24	24
50	13	3	25	25
51	13	4	23	23
51.25	13	4.25	-23	22
51.5	13	4.5	-23	23
51.75	13	4.75	-23	24
52	14	1	22	22
53	14	2	-22	22
54	14	3	27	27
57	15	2	-27	27
57.5	15	2.5	-27	27
58	15	3	26	26
59.5	15	4.5	-26	25
60	16	1	25	25
63	16	4	24	24
64	17	1	25	25
66	17	3	23	23
67	17	4	-23	22
67.5	17	4.5	-23	21
68	18	1	25	25
72	19	1	21	21
74	19	3	-21	21
75	19	4	-21	21
75.5	19	4.5	-21	21
76	20	1	24	24
79	20	4	22	22
80	21	1	21	21
81	21	2	-21	21
82	21	3	24	24
85	22	2	-24	24
85.5	22	2.5	-24	24
86	22	3	23	23
87.5	22	4.5	-23	22
88	23	1	22	22
91	23	4	25	25
92	24	1	22	22
94	24	3	24	24
94.25	24	3.25	-24	23
94.5	24	3.5	-24	22
94.75	24	3.75	-24	23
95	24	4	-24	24
95.25	24	4.25	-24	25
95.5	24	4.5	-24	26
95.75	24	4.75	-24	27
96	25	1	21	28
97	25	2	-21	27
97.25	25	2.25	-21	26
97.5	25	2.5	-21	25
97.75	25	2.75	-21	24
98	25	3	-21	23
99	25	4	-21	25
99.25	25	4.25	-21	24
99.5	25	4.5	-21	23
99.75	25	4.75	-21	22
100	26	1	21	21
101	26	2	-21	23
101.25	26	2.25	-21	22
101.5	26	2.5	-21	21
101.75	26	2.75	-21	20
102	26	3	-21	19
102.5	26	3.5	-21	21
102.75	26	3.75	-21	20
103	26	4	-21	19
103.25	26	4.25	-21	18
103.375	26	4.375	-21	17
103.5	26	4.5	-21	21
104	27	1	24	17
108	28	1	22	22
111	28	4	-22	22
111.5	28	4.5	-22	22
112	29	1	22	22
114	29	3	23	23
114.25	29	3.25	-23	22
115	29	4	-23	23
115.25	29	4.25	-23	24
116	30	1	22	22
118	30	3	-22	22
120	31	1	25	25
121	31	2	-25	25
122	31	3	-25	25
123	31	4	26	25
123.5	31	4.5	-26	26
124	32	1	27	27
125	32	2	-27	27
125.5	32	2.5	-27	27
126	32	3	-27	27
127	32	4	22	22
127.25	32	4.25	-22	21
127.5	32	4.5	-22	22
127.75	32	4.75	-22	23
128	33	1	24	24
130	33	3	24	24
132	34	1	28	28
133.5	34	2.5	-28	27
134	34	3	26	26
134.25	34	3.25	-26	27
134.5	34	3.5	-26	28
134.75	34	3.75	-26	26
135	34	4	27	27
137	35	2	25	25
137.25	35	2.25	-25	26
137.5	35	2.5	-25	27
137.75	35	2.75	-25	25
138	35	3	26	22
140	36	1	22	22
144	37	1	22	22
146	37	2	22	22
148	37	3	25	25
150	38	1	24	24
153	38	2.5	-24	24
154	38	3	24	24
156	39	1	22	22
158	39	2	21	21
161	39	3.5	-21	21
162	40	1	24	24
166	40	3	24	24
168	41	1	0	0
170	41	3	26	26
173	42	2	-26	26
174	42	3	27	27
176	43	1	26	26
179	43	4	-26	26
180	44	1	26	26
181.5	44	2.5	-26	25
182	44	3	24	24
183	44	4	25	25
184	45	1	23	23
186	45	3	22	22
188	46	1	25	25
190	46	3	22	22
192	47	1	24	24
194	47	3	21	21
195	47	4	22	22
196	48	1	19	19
197	48	2	21	21
198	48	3	17	17
200	49	1	21	21
204	50	1	25	25
206	50	2	23	23
208	50	3	21	21
210	51	1	25	25
216	52	1	27	27
218	52	2	25	25
220	52	3	23	23
222	53	1	27	27
224	53	3	27	0
224.5	53	3.5	-27	27
225	53	4	-27	27
225.5	53	4.5	-27	27
226	54	1	26	26
227	54	2	23	23
228	54	3	25	25
230	55	1	21	21
233	55	4	-21	21
234	56	1	24	24
235.5	56	2.5	23	23
236	56	3	24	24
237	56	4	25	25
237.25	56	4.25	-25	23
237.5	56	4.5	-25	24
