**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	24	0	0	0
8	2	1	0	0	27	0	0	31
12	2	3	0	0	26	0	0	-31
16	3	1	0	0	25	0	0	32
20	3	3	0	0	27	0	0	31
24	4	1	0	0	-27	0	0	32
26	4	2	0	0	26	0	0	-32
28	4	3	0	0	25	0	0	-32
32	5	1	17	0	24	0	0	33
40	6	1	20	0	0	0	24	0
44	6	3	19	0	0	0	-24	0
48	7	1	18	0	0	0	25	0
52	7	3	20	0	0	0	24	0
56	8	1	-20	0	0	0	25	0
58	8	2	19	0	0	0	-25	0
60	8	3	18	0	0	0	-25	0
64	9	1	17	0	21	0	26	0
72	10	1	0	0	24	0	0	28
76	10	3	0	0	23	0	0	-28
80	11	1	0	0	22	0	27	29
84	11	3	0	0	24	0	26	28
87	11	4.5	0	0	-24	0	25	-28
88	12	1	0	0	-24	0	26	29
89	12	1.5	0	0	-24	0	27	-29
90	12	2	0	0	23	0	28	-29
92	12	3	0	0	22	0	-28	-29
94	12	4	0	0	-22	0	27	-29
96	13	1	0	21	21	0	28	30
100	13	3	0	-21	25	0	-28	-30
104	14	1	17	-21	26	0	-28	31
106	14	2	-17	-21	24	0	-28	-31
107	14	2.5	-17	-21	25	0	-28	-31
108	14	3	-17	-21	26	0	-28	-31
109	14	3.5	-17	-21	27	0	-28	-31
110	14	4	-17	-21	28	0	-28	30
111	14	4.5	-17	-21	26	0	-28	-30
112	15	1	20	22	27	24	0	29
116	15	3	20	-22	24	-24	27	-29
118	15	4	-20	-22	-24	-24	-27	30
119	15	4.5	-20	-22	25	-24	-27	-30
120	16	1	19	21	26	-24	28	31
122	16	2	-19	-21	27	-24	-28	32
124	16	3	-19	-21	28	-24	26	33
128	17	1	18	22	27	25	0	0
130	17	2	-18	-22	-27	-25	27	0
132	17	3	18	-22	25	-25	-27	34
133	17	3.5	-18	-22	-25	-25	28	-34
134	17	4	-18	-22	-25	-25	29	-34
136	18	1	22	-22	0	24	-29	33
137	18	1.5	-22	-22	0	-24	28	-33
138	18	2	-22	-22	0	-24	28	-33
139	18	2.5	-22	-22	0	-24	-28	32
140	18	3	-22	-22	22	-24	-28	31
142	18	4	-22	-22	-22	-24	27	-31
144	19	1	21	23	25	25	28	0
147	19	2.5	-21	-23	24	-25	29	0
148	19	3	-21	-23	23	-25	30	35
149	19	3.5	-21	-23	-23	-25	31	-35
150	19	4	-21	-23	-23	-25	32	-35
151	19	4.5	-21	-23	22	-25	-32	-35
152	20	1	0	-23	21	-25	-32	-35
153	20	1.5	0	-23	-21	-25	31	-35
154	20	2	0	-23	-21	-25	30	34
