**absq	**bar	**beat	**b7
16	3	1	28
20	3	2	27
22	3	2.5	26
25	4	1.25	26
26	4	1.5	25
28	4	2	24
32	5	1	23
34	5	1.5	25
35	5	1.75	25
36	5	2	24
38	5	2.5	21
40	6	1	0
42	6	1.5	26
44	6	2	28
47	6	2.75	27
48	7	1	26
51	7	1.75	25
52	7	2	24
54	7	2.5	21
56	8	1	22
57	8	1.25	23
58	8	1.5	24
59	8	1.75	25
60	8	2	26
62	8	2.5	25
63	8	2.75	24
64	9	1	25
68	9	2	25
72	10	1	0
74	10	1.5	21
75	10	1.75	21
76	10	2	24
78	10	2.5	21
79	10	2.75	21
80	11	1	25
82	11	1.5	21
84	11	2	0
85	11	2.25	28
87	11	2.75	29
88	12	1	29
90	12	1.5	28
91	12	1.75	30
92	12	2	29
94	12	2.5	28
96	13	1	28
99	13	1.75	27
99.5	13	1.875	26
100	13	2	25
101	13	2.25	28
102	13	2.5	27
104	14	1	26
108	14	2	27
112	15	1	26
114	15	1.5	26
116	15	2	25
118	15	2.5	29
120	16	1	28
122	16	1.5	25
124	16	2	0
125	16	2.25	25
126.5	16	2.625	25
127	16	2.75	25
128	17	1	26
129	17	1.25	23
130	17	1.5	28
131.5	17	1.875	28
132	17	2	28
134	17	2.5	24
135	17	2.75	25
136	18	1	21
138	18	1.5	25
140	18	2	24
142	18	2.5	25
144	19	1	26
146	19	1.5	27
147	19	1.75	29
148.5	19	2.125	29
149	19	2.25	29
150	19	2.5	29
152	20	1	29
154	20	1.5	29
156	20	2	29
158	20	2.5	26
160	21	1	28
162	21	1.5	24
164	21	2	28
166	21	2.5	25
167	21	2.75	26
169	22	1.25	22
170	22	1.5	26
172	22	2	26
176	23	1	0
184	24	1	0
192	25	1	0
194	25	1.5	28
196	25	2	28
197	25	2.25	28
198	25	2.5	25
200	26	1	25
202	26	1.5	26
205	26	2.25	26
206	26	2.5	28
207.5	26	2.875	29
208	27	1	30
209	27	1.25	27
210	27	1.5	27
212	27	2	28
214	27	2.5	29
216	28	1	26
217	28	1.25	28
218	28	1.5	25
221	28	2.25	23
222	28	2.5	25
223	28	2.75	24
224	29	1	23
226	29	1.5	22
228	29	2	0
230	29	2.5	25
232	30	1	25
233	30	1.25	25
234	30	1.5	24
235	30	1.75	23
236	30	2	22
237	30	2.25	23
238	30	2.5	24
240	31	1	23
241	31	1.25	25
242	31	1.5	25
243	31	1.75	25
244	31	2	26
248	32	1	25
250	32	1.5	0
251	32	1.75	25
252	32	2	24
254	32	2.5	25
256	33	1	25
258	33	1.5	26
259	33	1.75	26
260	33	2	26
262	33	2.5	27
264	34	1	0
265	34	1.25	30
267	34	1.75	29
269	34	2.25	28
271	34	2.75	27
273	35	1.25	26
275	35	1.75	25
277	35	2.25	24
278	35	2.5	25
280	36	1	0
282	36	1.5	23
284	36	2	25
285	36	2.25	25
286	36	2.5	26
288	37	1	27
289	37	1.25	28
291	37	1.75	27
292	37	2	28
293	37	2.25	25
294	37	2.5	25
296	38	1	25
304	39	1	0
304	39	1	0
312	40	1	0
320	41	1	0
324	41	2	0
326	41	2.5	25
328	42	1	25
329	42	1.25	25
330	42	1.5	26
332	42	2	24
334	42	2.5	25
336	43	1	26
338	43	1.5	27
339	43	1.75	27
340	43	2	28
341.5	43	2.375	27
342	43	2.5	26
344	44	1	25
346	44	1.5	24
348	44	2	26
352	45	1	22
356	45	2	22
358	45	2.5	26
360	46	1	26
364	46	2	26
368	47	1	25
374	47	2.5	28
376	48	1	27
380	48	2	26
381	48	2.25	30
382	48	2.5	30
383	48	2.75	30
384	49	1	26
385	49	1.25	26
386	49	1.5	24
388	49	2	25
390	49	2.5	24
391	49	2.75	24
392	50	1	26
394	50	1.5	26
396	50	2	0
397	50	2.25	30
398	50	2.5	30
399	50	2.75	30
400	51	1	26
401	51	1.25	26
402	51	1.5	24
404	51	2	25
406	51	2.5	25
407	51	2.75	25
408	52	1	23
410	52	1.5	23
412	52	2	0
414	52	2.5	22
418	53	1.5	25
422	53	2.5	23
424	54	1	0
425	54	1.25	22
426	54	1.5	22
427	54	1.75	21
428	54	2	25
430	54	2.5	21
431	54	2.75	21
432	55	1	28
434	55	1.5	26
435	55	1.75	28
437	55	2.25	27
438	55	2.5	28
440	56	1	0
448	57	1	29
452	57	2	28
454	57	2.5	27
456	58	1	26
460	58	2	27
464	59	1	0
466	59	1.5	28
470	59	2.5	28
472	60	1	28
480	61	1	0
488	62	1	0
490	62	1.5	25
493	62	2.25	25
494	62	2.5	23
495	62	2.75	21
496	63	1	22
498	63	1.5	22
499	63	1.75	29
501	63	2.25	29
502	63	2.5	29
504	64	1	28
508	64	2	29
510	64	2.5	25
511	64	2.75	25
512	65	1	26
514	65	1.5	25
515	65	1.75	25
516	65	2	25
517	65	2.25	22
518	65	2.5	26
520	66	1	24
521	66	1.25	25
522	66	1.5	23
523	66	1.75	25
524	66	2	25
525	66	2.25	24
526	66	2.5	25
527	66	2.75	25
528	67	1	24
529	67	1.25	25
530	67	1.5	25
532	67	2	25
534	67	2.5	0
536	68	1	25
538	68	1.5	22
541	68	2.25	22
542	68	2.5	29
544	69	1	29
*-	*-	*-	*-
