**absq	**bar	**beat	**b7	**b7
0	1	1	0	32
4	1	2	0	31
6	1	2.5	0	31
8	2	1	0	30
10	2	1.5	0	29
14	2	2.5	0	28
16	3	1	0	29
18	3	1.5	29	33
19	3	1.75	29	-33
20	3	2	29	33
22	3	2.5	31	34
23	3	2.75	24	-34
24	4	1	28	35
26	4	1.5	-28	35
28	4	2	24	36
29	4	2.25	31	-36
29.5	4	2.375	-31	35
30	4	2.5	-31	34
30.5	4	2.625	-31	33
31	4	2.75	31	34
32	5	1	31	-34
33	5	1.25	-31	33
33.5	5	1.375	-31	32
34	5	1.5	-31	33
36	5	2	29	34
37	5	2.25	-29	34
39	5	2.75	29	34
40	6	1	29	34
41	6	1.25	28	33
43	6	1.75	28	32
44	6	2	26	31
45	6	2.25	27	-31
46	6	2.5	25	-31
47	6	2.75	25	30
48	7	1	29	31
49	7	1.25	-29	32
51	7	1.75	-29	31
52	7	2	29	32
56	8	1	0	0
64	9	1	32	0
66	9	1.5	32	0
67	9	1.75	32	0
68	9	2	31	36
70	9	2.5	-31	36
71	9	2.75	32	36
72	10	1	33	35
74	10	1.5	29	-35
75	10	1.75	-29	34
76	10	2	28	35
77	10	2.25	-28	32
78	10	2.5	29	34
79	10	2.75	32	-34
80	11	1	-32	33
81	11	1.25	31	33
82	11	1.5	30	-33
83	11	1.75	-30	33
84	11	2	29	33
86	11	2.5	-29	33
88	12	1	0	0
92	12	2	0	0
93	12	2.25	28	0
94	12	2.5	27	0
95	12	2.75	25	0
96	13	1	27	36
97	13	1.25	26	-36
98	13	1.5	29	36
99	13	1.75	29	36
100	13	2	0	35
101	13	2.25	33	-35
103	13	2.75	31	34
104	14	1	-31	35
105	14	1.25	30	32
106	14	1.5	29	34
108	14	2	-29	33
109	14	2.25	28	-33
110	14	2.5	29	31
111	14	2.75	-29	32
112	15	1	30	33
114	15	1.5	31	33
116	15	2	0	0
117	15	2.25	29	31
118	15	2.5	29	32
119	15	2.75	31	33
120.5	16	1.125	31	33
121	16	1.25	31	33
122	16	1.5	30	33
124	16	2	31	33
125	16	2.25	31	33
126	16	2.5	32	34
127	16	2.75	33	35
128.5	17	1.125	-33	35
129	17	1.25	32	34
130	17	1.5	30	33
132	17	2	31	-33
134	17	2.5	32	32
136	18	1	-32	33
138	18	1.5	31	34
140	18	2	-31	35
142	18	2.5	30	-35
144	19	1	29	31
146	19	1.5	-29	36
148	19	2	33	-36
150	19	2.5	0	35
151	19	2.75	33	-35
152	20	1	32	-35
153	20	1.25	31	34
154	20	1.5	30	33
155	20	1.75	-30	32
156	20	2	29	-32
157	20	2.25	-29	31
157.5	20	2.375	-29	30
158	20	2.5	29	31
160	21	1	-29	32
161	21	1.25	28	-32
162	21	1.5	-28	32
163	21	1.75	27	-32
164	21	2	26	-32
165	21	2.25	22	-32
166	21	2.5	0	31
167	21	2.75	24	-31
168	22	1	25	-31
170	22	1.5	26	30
172	22	2	27	29
173.5	22	2.375	26	-29
174	22	2.5	27	-29
174.5	22	2.625	28	-29
175	22	2.75	29	-29
175.5	22	2.875	27	-29
176	23	1	28	33
178	23	1.5	29	-33
182	23	2.5	28	-33
184	24	1	29	-33
192	25	1	0	0
192	25	1	31	36
196	25	2	31	35
198	25	2.5	29	34
201	26	1.25	29	34
202	26	1.5	28	33
204	26	2	29	-33
206	26	2.5	-29	32
208	27	1	30	33
212	27	2	0	31
213	27	2.25	0	32
214	27	2.5	0	33
216	28	1	0	34
217	28	1.25	0	32
219	28	1.75	29	31
220	28	2	29	32
222	28	2.5	0	0
223	28	2.75	27	32
224	29	1	27	32
225	29	1.25	26	33
226	29	1.5	25	34
227	29	1.75	25	35
228	29	2	26	36
230	29	2.5	-26	36
233	30	1.25	0	34
234	30	1.5	25	-34
235	30	1.75	-25	35
236	30	2	26	33
237	30	2.25	-26	31
238	30	2.5	27	34
240	31	1	28	-34
241	31	1.25	24	33
241.5	31	1.375	-24	32
242	31	1.5	31	33
244	31	2	29	34
246	31	2.5	0	0
247	31	2.75	34	36
248	32	1	33	35
250	32	1.5	32	34
253	32	2.25	32	34
254	32	2.5	31	33
258	33	1.5	29	32
260	33	2	-29	33
262	33	2.5	28	-33
264	34	1	0	31
265	34	1.25	0	31
266	34	1.5	0	32
268	34	2	0	33
269	34	2.25	0	33
270	34	2.5	0	33
272	35	1	0	33
273	35	1.25	29	-33
274	35	1.5	29	0
275	35	1.75	-29	32
276	35	2	-29	32
277	35	2.25	29	33
278	35	2.5	32	34
279	35	2.75	32	35
280	36	1	31	36
281	36	1.25	29	-36
282	36	1.5	30	0
283	36	1.75	31	0
284	36	2	31	0
286	36	2.5	31	34
287	36	2.75	31	-34
288	37	1	31	33
289	37	1.25	31	33
290	37	1.5	29	32
292	37	2	29	-32
293	37	2.25	-29	31
293.5	37	2.375	-29	30
294	37	2.5	0	31
296	38	1	0	32
297	38	1.25	32	-32
298	38	1.5	32	0
299	38	1.75	32	36
300	38	2	29	-36
301	38	2.25	29	36
302	38	2.5	31	36
303	38	2.75	-31	33
304	39	1	28	33
305	39	1.25	31	35
306	39	1.5	31	-35
307	39	1.75	30	32
308	39	2	29	34
309	39	2.25	-29	34
311	39	2.75	27	31
312	40	1	29	31
314	40	1.5	28	-31
316	40	2	0	30
317	40	2.25	29	29
318	40	2.5	33	-29
319	40	2.75	-33	28
320	41	1	31	29
322	41	1.5	0	0
323	41	1.75	29	33
324	41	2	29	33
325	41	2.25	31	34
326	41	2.5	-31	35
327	41	2.75	30	-35
328	42	1	31	35
329	42	1.25	30	35
331	42	1.75	29	34
332	42	2	28	33
333	42	2.25	29	32
334	42	2.5	-29	33
335	42	2.75	28	-33
336	43	1	29	33
337	43	1.25	29	-33
338	43	1.5	29	-33
339	43	1.75	29	-33
340	43	2	26	0
341	43	2.25	26	33
342	43	2.5	28	33
343	43	2.75	-28	33
344	44	1	25	30
345	44	1.25	28	30
346	44	1.5	27	32
347	44	1.75	27	29
348	44	2	27	36
349	44	2.25	-27	36
350	44	2.5	26	36
351	44	2.75	-26	33
352	45	1	26	33
353	45	1.25	-26	35
354	45	1.5	25	-35
355	45	1.75	32	32
356	45	2	32	34
357	45	2.25	32	34
358	45	2.5	29	-34
359	45	2.75	29	31
360	46	1	31	31
361	46	1.25	24	-31
362	46	1.5	26	-31
363	46	1.75	28	-31
364	46	2	-28	30
365	46	2.25	27	29
366	46	2.5	26	-29
367	46	2.75	26	28
368	47	1	26	29
370	47	1.5	26	0
371	47	1.75	31	33
372	47	2	31	33
373	47	2.25	31	34
374	47	2.5	30	35
376	48	1	29	31
377	48	1.25	-29	31
379	48	1.75	0	32
380	48	2	0	33
381	48	2.25	0	33
382	48	2.5	32	29
384	49	1	31	29
386	49	1.5	32	-29
387	49	1.75	-32	36
388	49	2	33	36
389	49	2.25	29	-36
390	49	2.5	29	-36
392	50	1	29	34
*-	*-	*-	*-	*-
