**absq	**bar	**beat	**b7	**b7
0	1	1	18	0
1	1	2	-18	32
2	1	3	-18	32
3.5	1	4.5	-18	31
4	2	1	-18	32
6	2	3	-18	32
8	3	1	25	32
9	3	2	-25	33
9.5	3	2.5	-25	34
10	3	3	-25	34
11	3	4	-25	34
11.5	3	4.5	-25	35
12	4	1	22	36
14	4	3	-22	36
16	5	1	22	0
16.5	5	1.5	-22	38
17	5	2	-22	37
17.5	5	2.5	-22	36
18	5	3	26	35
19	5	4	-26	33
20.5	6	1.5	-26	37
21	6	2	-26	37
21.5	6	2.5	-26	38
22	6	3	27	39
23	6	4	-27	39
24	7	1	25	35
25	7	2	-25	36
26	7	3	26	-36
27	7	4	-26	35
28	8	1	22	36
32	9	1	22	0
33	9	2	-22	36
34	9	3	20	36
36	10	1	-20	36
36.5	10	1.5	-20	32
37	10	2	-20	32
37.5	10	2.5	-20	32
38	10	3	21	32
39	10	4	-21	37
40	11	1	26	-37
41	11	2	-26	38
41.5	11	2.5	-26	35
42	11	3	25	36
43	11	4	-25	36
44	12	1	25	0
46	12	3	-25	34
48	13	1	27	36
50	13	3	28	37
52	14	1	29	38
54	14	3	30	-38
55	14	4	-30	36
56	15	1	31	35
58	15	3	24	35
60	16	1	24	0
61	16	2	-24	36
62	16	3	25	-36
63	16	4	-25	34
64	17	1	21	-34
65	17	2	-21	33
65.5	17	2.5	-21	34
65.75	17	2.75	-21	35
66	17	3	22	33
68	18	1	18	32
72	19	1	25	34
72.25	19	1.25	-25	33
72.5	19	1.5	-25	34
72.75	19	1.75	-25	35
73	19	2	-25	36
74	19	3	27	-36
74.5	19	3.5	-27	36
75	19	4	-27	36
75.5	19	4.5	-27	37
76	20	1	28	37
78	20	3	-28	39
78.25	20	3.25	-28	38
78.5	20	3.5	-28	37
78.75	20	3.75	-28	36
79	20	4	-28	35
79.25	20	4.25	-28	34
79.5	20	4.5	-28	33
79.75	20	4.75	-28	32
80	21	1	21	35
80.25	21	1.25	-21	32
80.5	21	1.5	-21	33
80.75	21	1.75	-21	34
81	21	2	-21	35
81.25	21	2.25	-21	32
81.5	21	2.5	-21	33
81.75	21	2.75	-21	34
82	21	3	-21	30
82.25	21	3.25	-21	32
82.5	21	3.5	-21	30
82.75	21	3.75	-21	31
83	21	4	-21	32
83.25	21	4.25	-21	30
83.5	21	4.5	-21	31
83.75	21	4.75	-21	32
84	22	1	-21	28
84.25	22	1.25	-21	29
84.5	22	1.5	-21	30
84.75	22	1.75	-21	28
85	22	2	-21	30
85.25	22	2.25	-21	31
85.5	22	2.5	-21	32
85.75	22	2.75	-21	30
86	22	3	-21	32
86.25	22	3.25	-21	33
86.5	22	3.5	-21	34
86.75	22	3.75	-21	32
87	22	4	-21	35
88	23	1	21	-35
88.25	23	1.25	-21	34
88.5	23	1.5	-21	35
88.75	23	1.75	-21	36
89	23	2	-21	37
89.25	23	2.25	-21	36
89.5	23	2.5	-21	36
89.75	23	2.75	-21	35
89.875	23	2.875	-21	36
90	23	3	-21	37
90.25	23	3.25	-21	32
90.5	23	3.5	-21	33
90.75	23	3.75	-21	34
91	23	4	-21	35
91.25	23	4.25	-21	34
91.5	23	4.5	-21	34
91.75	23	4.75	-21	33
91.875	23	4.875	-21	34
92	24	1	26	35
93	24	2	-26	36
93.5	24	2.5	-26	38
94	24	3	25	34
95	24	4	-25	34
96	25	1	25	0
96.5	25	1.5	-25	32
96.75	25	1.75	-25	33
97	25	2	-25	34
97.25	25	2.25	-25	35
97.5	25	2.5	-25	34
97.75	25	2.75	-25	35
98	25	3	27	36
98.5	25	3.5	-27	34
98.75	25	3.75	-27	35
99	25	4	-27	36
99.25	25	4.25	-27	37
99.5	25	4.5	-27	38
99.75	25	4.75	-27	36
100	26	1	28	37
100.5	26	1.5	-28	35
100.75	26	1.75	-28	34
101	26	2	-28	33
101.25	26	2.25	-28	32
101.5	26	2.5	-28	31
101.75	26	2.75	-28	30
102	26	3	29	31
102.5	26	3.5	-29	29
102.75	26	3.75	-29	30
103	26	4	-29	31
103.25	26	4.25	-29	32
103.5	26	4.5	-29	33
103.75	26	4.75	-29	34
104	27	1	30	32
104.5	27	1.5	-30	30
104.75	27	1.75	-30	31
105	27	2	-30	32
105.25	27	2.25	-30	33
105.5	27	2.5	-30	34
105.75	27	2.75	-30	35
106	27	3	31	33
107	27	4	-31	33
108	28	1	24	38
109.25	28	2.25	-24	37
109.5	28	2.5	-24	38
109.75	28	2.75	-24	35
110	28	3	24	36
111.25	28	4.25	-24	35
111.5	28	4.5	-24	34
111.75	28	4.75	-24	33
112	29	1	25	34
113.25	29	2.25	-25	33
113.5	29	2.5	-25	34
113.75	29	2.75	-25	31
114	29	3	21	32
115	29	4	-21	33
115.5	29	4.5	-21	34
116	30	1	22	33
119	30	4	-22	32
120	31	1	18	32
124	32	1	0	0
124	32	1	18	36
124.25	32	1.25	-18	35
124.5	32	1.5	-18	34
124.75	32	1.75	-18	33
125	32	2	-18	32
125.25	32	2.25	-18	31
125.5	32	2.5	-18	30
125.75	32	2.75	-18	29
126	32	3	-18	32
126.25	32	3.25	-18	29
126.5	32	3.5	-18	30
126.75	32	3.75	-18	31
127	32	4	-18	32
127.25	32	4.25	-18	33
127.5	32	4.5	-18	34
127.75	32	4.75	-18	33
128	33	1	-18	34
128.25	33	1.25	-18	31
128.5	33	1.5	-18	32
128.75	33	1.75	-18	33
129	33	2	-18	34
129.25	33	2.25	-18	35
129.5	33	2.5	-18	36
129.75	33	2.75	-18	35
130	33	3	-18	36
131.25	33	4.25	-18	37
131.5	33	4.5	-18	38
131.75	33	4.75	-18	36
132	34	1	25	39
133.5	34	2.5	-25	36
134	34	3	-25	34
135.5	34	4.5	-25	33
135.75	34	4.75	-25	34
136	35	1	-25	32
