**absq	**bar	**beat	**b7	**b7
0	1	1	27	0
4	1	2	28	0
6	1	2.5	29	0
8	2	1	30	32
12	2	2	28	33
14	2	2.5	32	34
16	3	1	-32	35
17	3	1.25	31	-35
17.5	3	1.375	30	-35
18	3	1.5	31	-35
20	3	2	32	-35
22	3	2.5	-32	34
24	4	1	29	33
28	4	2	0	34
29	4	2.25	29	-34
30	4	2.5	29	0
31	4	2.75	29	32
32	5	1	30	32
33	5	1.25	30	32
34	5	1.5	28	30
35	5	1.75	-28	31
36	5	2	29	32
40	6	1	0	30
42	6	1.5	28	0
44	6	2	28	0
45	6	2.25	28	0
46	6	2.5	26	0
47	6	2.75	27	0
48	7	1	28	32
50	7	1.5	28	-32
51	7	1.75	28	-32
52	7	2	28	33
53	7	2.25	28	32
54	7	2.5	26	31
56	8	1	27	32
57	8	1.25	29	33
59	8	1.75	29	34
60	8	2	31	35
61	8	2.25	31	36
62	8	2.5	30	-36
63	8	2.75	-30	35
64	9	1	31	36
66	9	1.5	0	0
67	9	1.75	33	36
68	9	2	34	36
69	9	2.25	-34	36
70	9	2.5	33	36
72	10	1	32	34
74	10	1.5	32	-34
76	10	2	30	33
80	11	1	31	33
82	11	1.5	0	0
83	11	1.75	0	32
84	11	2	0	32
85	11	2.25	0	32
86	11	2.5	0	32
87	11	2.75	32	-32
88	12	1	32	30
89	12	1.25	32	-30
89.5	12	1.375	-32	31
90	12	1.5	30	32
91	12	1.75	30	33
92	12	2	29	-33
92.5	12	2.125	-29	32
93	12	2.25	-29	32
95	12	2.75	-29	31
96	13	1	29	32
98	13	1.5	0	34
100	13	2	0	35
102	13	2.5	0	33
103	13	2.75	0	34
105	14	1.25	0	35
106	14	1.5	29	36
108	14	2	30	32
109	14	2.25	28	-32
110	14	2.5	29	0
110.5	14	2.625	28	0
111	14	2.75	27	32
111.5	14	2.875	26	-32
112	15	1	27	-32
113	15	1.25	28	30
114	15	1.5	26	33
115	15	1.75	29	32
116.5	15	2.125	25	-32
117	15	2.25	28	32
118	15	2.5	-28	31
119	15	2.75	27	-31
120	16	1	28	30
122	16	1.5	0	0
123	16	1.75	30	32
124	16	2	30	32
125	16	2.25	30	32
126	16	2.5	30	32
128	17	1	29	32
130	17	1.5	0	0
131	17	1.75	32	35
132	17	2	32	35
133	17	2.25	32	35
134	17	2.5	32	35
137	18	1.25	29	-35
138	18	1.5	29	34
139	18	1.75	30	-34
140	18	2	28	33
140.5	18	2.125	27	-33
141	18	2.25	28	-33
141.5	18	2.375	29	-33
142	18	2.5	30	32
143	18	2.75	27	-32
144	19	1	29	31
146	19	1.5	25	30
147	19	1.75	32	-30
148	19	2	32	29
149	19	2.25	32	-29
150	19	2.5	32	-29
151.5	19	2.875	31	-29
152	20	1	30	28
152.5	20	1.125	29	-28
153	20	1.25	28	35
154	20	1.5	28	35
155	20	1.75	32	35
156	20	2	32	35
156.5	20	2.125	-32	34
157	20	2.25	30	33
157.5	20	2.375	-30	32
158	20	2.5	29	31
159	20	2.75	29	31
160	21	1	28	30
161	21	1.25	28	30
162	21	1.5	26	29
163	21	1.75	26	28
164	21	2	25	32
168	22	1	25	30
171	22	1.75	28	-30
172	22	2	28	0
174	22	2.5	28	0
176	23	1	29	0
178	23	1.5	28	0
180	23	2	26	0
184	24	1	27	0
186	24	1.5	0	34
187	24	1.75	29	-34
188	24	2	29	34
190	24	2.5	29	34
192	25	1	31	35
194	25	1.5	29	34
196	25	2	-29	33
198	25	2.5	28	-33
200	26	1	29	33
208	27	1	0	0
208	27	1	29	33
212	27	2	29	34
214	27	2.5	30	-34
215	27	2.75	-30	35
216	28	1	26	36
218	28	1.5	28	32
220	28	2	28	33
222	28	2.5	29	34
225	29	1.25	29	34
226	29	1.5	29	34
228	29	2	-29	33
230	29	2.5	28	-33
232	30	1	29	33
235	30	1.75	31	-33
236	30	2	31	0
237	30	2.25	-31	33
238	30	2.5	29	36
240	31	1	30	-36
242	31	1.5	-30	35
244	31	2	31	36
246	31	2.5	29	33
248	32	1	-29	34
249	32	1.25	30	-34
250	32	1.5	-30	33
251	32	1.75	31	-33
252	32	2	30	-33
253	32	2.25	-30	33
254	32	2.5	-30	32
255	32	2.75	29	-32
256	33	1	-29	33
257	33	1.25	28	-33
257.5	33	1.375	27	-33
258	33	1.5	28	-33
260	33	2	29	-33
261	33	2.25	29	-33
262	33	2.5	29	31
263.5	33	2.875	30	-31
264	34	1	31	0
265.5	34	1.375	32	0
266	34	1.5	33	33
267	34	1.75	26	-33
268	34	2	0	33
269	34	2.25	33	-33
269.5	34	2.375	-33	34
270	34	2.5	33	35
271.5	34	2.875	-33	36
272	35	1	32	37
276	35	2	0	34
277	35	2.25	0	32
278	35	2.5	0	32
279	35	2.75	29	-32
279.5	35	2.875	-29	33
280	36	1	29	34
281.5	36	1.375	30	35
282	36	1.5	31	36
283	36	1.75	-31	33
283.5	36	1.875	32	-33
284	36	2	33	-33
285	36	2.25	29	36
286	36	2.5	0	35
287	36	2.75	26	-35
288	37	1	26	35
289	37	1.25	-26	33
289.5	37	1.375	27	-33
290	37	1.5	28	33
291.5	37	1.875	29	34
292	37	2	30	35
293	37	2.25	31	36
294	37	2.5	30	-36
295	37	2.75	-30	35
296	38	1	29	36
299	38	1.75	26	-36
