**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	26	26	0
4	1	2	24	-26	0
6	1	2.5	25	27	0
8	1	3	23	28	0
12	2	1	22	29	33
16	2	2	-22	31	-33
18	2	2.5	-22	-31	34
20	2	3	26	30	35
24	3	1	27	29	36
30	3	2.5	25	-29	-36
32	3	3	25	29	34
36	4	1	22	-29	33
40	4	2	24	28	33
44	4	3	-24	-28	33
46	4	3.5	-24	27	-33
48	5	1	25	25	34
50	5	1.5	-25	29	-34
52	5	2	0	-29	33
54	5	2.5	0	30	35
56	5	3	24	31	-35
57	5	3.25	-24	-31	34
58	5	3.5	-24	-31	33
59	5	3.75	-24	30	32
60	6	1	25	29	34
62	6	1.5	26	28	33
64	6	2	24	-28	-33
65	6	2.25	-24	-28	32
66	6	2.5	25	27	32
68	6	3	22	26	-32
70	6	3.5	-22	-26	31
72	7	1	23	25	32
78	7	2.5	22	-25	-32
79	7	2.75	21	-25	-32
80	7	3	20	25	0
84	8	1	19	26	35
88	8	2	-19	26	35
92	8	3	0	26	35
96	9	1	25	25	34
99	9	1.75	26	-25	-34
100	9	2	27	23	32
102	9	2.5	28	-23	-32
104	9	3	-28	24	33
106	9	3.5	26	-24	-33
108	10	1	-26	0	34
109	10	1.25	25	0	-34
110	10	1.5	27	25	-34
113	10	2.25	26	22	-34
114	10	2.5	29	24	33
116	10	3	-29	23	32
118	10	3.5	28	-23	-32
120	11	1	29	22	31
122	11	1.5	28	26	-31
124	11	2	-28	-26	30
126	11	2.5	27	27	29
128	11	3	26	28	30
130	11	3.5	-26	29	-30
131	11	3.75	-26	30	-30
132	12	1	0	31	29
134	12	1.5	22	-31	-29
136	12	2	26	30	0
138	12	2.5	27	29	0
140	12	3	28	30	35
142	12	3.5	29	-30	-35
143	12	3.75	30	-30	-35
144	13	1	31	31	36
147	13	1.75	-31	-31	35
148	13	2	-31	-31	34
150	13	2.5	-31	-31	33
152	13	3	24	0	-33
154	13	3.5	25	0	32
155	13	3.75	-25	0	31
156	14	1	26	28	30
160	14	2	22	29	29
163	14	2.75	-22	28	-29
164	14	3	-22	27	-29
166	14	3.5	23	26	28
168	15	1	24	-26	28
170	15	1.5	-24	25	-28
171	15	1.75	-24	24	-28
172	15	2	25	23	-28
176	15	3	26	22	31
179	15	3.75	-26	23	-31
180	16	1	-26	24	-31
182	16	1.5	27	25	30
184	16	2	28	26	31
186	16	2.5	29	27	32
189	16	3.25	-29	26	29
190	16	3.5	22	29	31
192	17	1	26	-29	30
194	17	1.5	-26	28	-30
196	17	2	22	29	29
204	18	1	0	0	0
208	18	2	22	29	33
212	18	3	26	28	33
216	19	1	25	29	34
220	19	2	24	26	35
226	19	3.5	25	30	34
228	20	1	23	-30	32
230	20	1.5	-23	29	-32
231	20	1.75	-23	28	-32
232	20	2	-23	27	-32
234	20	2.5	-23	28	-32
236	20	3	24	-28	0
237	20	3.25	-24	27	0
238	20	3.5	-24	29	0
240	21	1	-24	-29	33
241	21	1.25	-24	28	-33
242	21	1.5	-24	27	-33
243	21	1.75	-24	26	-33
244	21	2	25	25	34
248	21	3	0	26	35
250	21	3.5	25	27	36
252	22	1	29	-27	-36
253	22	1.25	-29	28	35
254	22	1.5	-29	29	34
255	22	1.75	28	-29	33
256	22	2	27	-29	34
258	22	2.5	26	30	35
261	22	3.25	25	-30	-35
262	22	3.5	26	28	33
264	23	1	23	27	-33
266	23	1.5	-23	-27	32
