**absq	**bar	**beat	**b7	**b7
0	1	1	21	0
1	1	2	-21	35
2	1	3	-21	30
4	2	1	21	30
6	2	3	-21	29
7.5	2	4.5	-21	29
8	3	1	20	29
9	3	2	-20	32
11	3	4	-20	32
11.5	3	4.5	-20	29
12	4	1	21	30
14	4	3	19	30
16	5	1	19	0
18	5	3	17	31
19	5	4	-17	30
19.5	5	4.5	-17	29
20	6	1	21	30
20.5	6	1.5	-21	30
21	6	2	-21	30
21.5	6	2.5	-21	31
22	6	3	18	32
22.25	6	3.25	-18	31
23	6	4	-18	32
23.25	6	4.25	-18	30
23.75	6	4.75	-18	30
24	7	1	22	31
24.5	7	1.5	-22	29
25	7	2	-22	30
25.5	7	2.5	-22	31
26	7	3	-22	32
26.5	7	3.5	-22	30
27	7	4	-22	33
27.5	7	4.5	-22	32
28	8	1	22	31
29.5	8	2.5	-22	32
30	8	3	15	33
32	9	1	18	32
36	10	1	18	0
37	10	2	-18	32
39	10	4	-18	32
39.5	10	4.5	-18	33
40	11	1	25	34
41	11	2	-25	33
42	11	3	22	33
43	11	4	-22	34
44	12	1	25	34
45	12	2	25	-34
45.5	12	2.5	-25	35
46	12	3	24	35
47	12	4	-24	35
48	13	1	20	0
49	13	2	-20	36
50	13	3	20	36
51	13	4	21	-36
52	14	1	22	-36
54	14	3	-22	33
56	15	1	18	32
59	15	4	-18	32
60	16	1	25	32
61	16	2	-25	33
62	16	3	22	34
62.25	16	3.25	-22	31
62.5	16	3.5	-22	32
62.75	16	3.75	-22	33
63	16	4	-22	34
63.25	16	4.25	-22	35
63.5	16	4.5	-22	36
63.75	16	4.75	-22	37
64	17	1	-22	38
65	17	2	24	-38
65.5	17	2.5	-24	34
66	17	3	17	35
68	18	1	20	34
72	19	1	22	0
74	19	3	-22	31
75	19	4	-22	31
76	20	1	22	31
79	20	4	-22	30
79.5	20	4.5	-22	30
80	21	1	19	30
81	21	2	-19	31
82	21	3	22	31
83.5	21	4.5	-22	32
84	22	1	21	32
85	22	2	-21	32
87	22	4	-21	32
87.5	22	4.5	-21	32
88	23	1	21	32
89	23	2	-21	33
89.5	23	2.5	-21	34
90	23	3	19	35
90.5	23	3.5	-19	34
91	23	4	-19	33
92	24	1	21	-33
93	24	2	-21	32
94	24	3	-21	32
96	25	1	17	31
100	26	1	20	0
102	26	3	-20	36
103	26	4	20	36
103.5	26	4.5	20	36
104	27	1	20	36
107	27	4	20	38
108	28	1	20	38
109	28	2	21	37
110	28	3	22	36
111	28	4	23	-36
111.5	28	4.5	-23	35
112	29	1	24	35
114	29	3	17	35
115	29	4	-17	36
116	30	1	18	36
117	30	2	19	35
118	30	3	20	34
119	30	4	21	-34
119.5	30	4.5	-21	33
120	31	1	22	33
124	32	1	25	34
128	33	1	25	34
130	33	3	24	-34
132	34	1	23	35
134	34	3	22	-35
136	35	1	21	-35
138	35	3	20	-35
140	36	1	19	35
142	36	3	-19	31
144	37	1	-19	30
148	38	1	22	29
152	39	1	20	0
156	40	1	21	30
158	40	3	20	-30
160	41	1	19	30
162	41	3	18	-30
164	42	1	17	31
166	42	3	16	-31
168	43	1	15	31
170	43	3	-15	34
172	44	1	15	33
176	45	1	18	32
*-	*-	*-	*-	*-
