**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	23	0	0	0
4	1	3	23	0	-23	27	30	0
8	2	1	-23	0	25	-27	-30	0
12	2	3	19	0	26	28	30	0
16	3	1	23	0	25	27	30	0
19	3	2.5	-23	0	-25	-27	29	0
20	3	3	-23	0	-25	28	30	0
21	3	3.5	-23	0	-25	-28	31	0
22	3	4	-23	0	25	27	32	0
24	4	1	22	0	26	-27	31	0
25	4	1.5	-22	0	-26	26	-31	0
26	4	2	21	0	-26	26	30	0
28	4	3	20	0	22	-26	29	0
30	4	4	-20	0	-22	25	-29	0
32	5	1	19	0	23	26	28	0
36	5	3	-19	26	0	28	30	33
40	6	1	-19	26	0	28	30	33
42	6	2	-19	-26	0	-28	30	-33
44	6	3	0	22	0	29	31	-33
46	6	4	0	-22	0	-29	-31	34
48	7	1	0	26	0	28	30	35
52	7	3	0	26	0	26	28	35
54	7	4	0	25	0	27	30	34
56	8	1	0	24	0	28	-30	33
58	8	2	0	-24	0	26	29	-33
60	8	3	0	23	0	27	30	32
62	8	4	0	-23	27	-27	-30	32
66	9	2	23	-23	25	27	-30	30
68	9	3	-23	-23	27	-27	-30	32
70	9	4	21	-23	28	30	-30	-32
72	10	1	22	0	26	29	0	31
74	10	2	23	0	28	25	0	30
76	10	3	24	0	-28	26	0	-30
77	10	3.5	-24	0	-28	-26	0	29
77.5	10	3.75	-24	0	-28	-26	0	28
78	10	4	-24	0	27	-26	0	29
79	10	4.5	-24	0	26	-26	0	-29
80	11	1	23	0	25	27	0	30
81	11	1.5	-23	0	-25	25	0	31
82	11	2	-23	0	-25	28	0	32
83	11	2.5	22	0	-25	-28	0	30
83.5	11	2.75	21	0	-25	-28	0	-30
84	11	3	22	0	24	-28	0	31
86	11	4	-22	0	-24	27	0	31
88	12	1	21	0	25	28	0	30
90	12	2	-21	0	-25	30	32	-30
94	12	4	-21	23	-25	28	30	32
96	13	1	-21	-23	0	30	32	-32
98	13	2	-21	21	0	-30	-32	30
100	13	3	0	22	0	29	31	31
102	13	4	0	23	0	28	30	32
104	14	1	0	24	0	-28	-30	33
106	14	2	0	24	0	26	29	33
108	14	3	0	23	0	27	30	32
109	14	3.5	0	-23	0	-27	-30	31
