**absq	**bar	**beat	**b7	**b7
0	1	1	28	35
4	1	2	30	35
8	2	1	30	35
12	2	2	29	34
14	2	2.5	30	35
18	3	1.5	29	34
19	3	1.75	28	33
20	3	2	27	32
22	3	2.5	28	33
26	4	1.5	27	32
28	4	2	26	-32
30	4	2.5	-26	31
32	5	1	25	32
40	6	1	0	0
40	6	1	28	35
42	6	1.5	28	35
44	6	2	30	35
48	7	1	30	35
52	7	2	30	35
54	7	2.5	30	35
56	8	1	29	34
58	8	1.5	30	35
60	8	2	31	36
64	9	1	28	35
68	9	2	0	0
72	10	1	30	35
74	10	1.5	30	35
76	10	2	30	35
78	10	2.5	29	34
80	11	1	28	35
82	11	1.5	-28	33
84	11	2	28	-33
86	11	2.5	27	32
88	12	1	26	-32
90	12	1.5	-26	31
92	12	2	25	32
96	13	1	0	0
96	13	1	28	35
100	13	2	30	35
104	14	1	30	35
106	14	1.5	30	35
108	14	2	30	35
110	14	2.5	30	35
112	15	1	28	35
116	15	2	30	35
118	15	2.5	30	35
120	16	1	30	35
124	16	2	28	35
126	16	2.5	29	34
128	17	1	30	35
130	17	1.5	31	36
134	17	2.5	30	35
136	18	1	29	-35
138	18	1.5	-29	34
140	18	2	28	35
144	19	1	0	0
148	19	2	30	35
150	19	2.5	30	35
152	20	1	30	35
156	20	2	30	35
158	20	2.5	30	35
160	21	1	30	35
162	21	1.5	30	35
164	21	2	30	35
168	22	1	28	35
172	22	2	29	34
174	22	2.5	30	35
178	23	1.5	29	34
179	23	1.75	-29	33
180	23	2	27	32
182	23	2.5	28	33
184	24	1	29	-33
186	24	1.5	27	32
188	24	2	26	-32
190	24	2.5	-26	31
192	25	1	25	32
200	26	1	0	0
200	26	1	28	35
204	26	2	30	35
206	26	2.5	30	35
208	27	1	30	35
210	27	1.5	30	35
212	27	2	30	35
216	28	1	30	35
220	28	2	30	35
222	28	2.5	29	34
224	29	1	28	33
226	29	1.5	29	34
230	29	2.5	28	33
232	30	1	27	-33
234	30	1.5	-27	32
236	30	2	26	33
240	31	1	0	0
242	31	1.5	30	35
244	31	2	-30	35
246	31	2.5	30	35
248	32	1	29	34
250	32	1.5	30	35
252	32	2	31	36
254	32	2.5	30	35
256	33	1	29	-35
258	33	1.5	-29	34
260	33	2	28	35
264	34	1	0	0
268	34	2	30	35
272	35	1	30	35
274	35	1.5	30	35
276	35	2	30	35
280	36	1	30	35
284	36	2	30	35
286	36	2.5	30	35
288	37	1	30	35
290	37	1.5	30	35
292	37	2	30	35
296	38	1	29	34
298	38	1.5	28	35
300	38	2	29	34
302	38	2.5	-29	33
304	39	1	28	-33
306	39	1.5	27	32
308	39	2	26	-32
310	39	2.5	-26	31
312	40	1	25	32
320	41	1	0	0
320	41	1	28	35
324	41	2	30	35
326	41	2.5	30	35
328	42	1	29	34
330	42	1.5	29	34
332	42	2	26	33
336	43	1	30	0
338	43	1.5	-30	35
340	43	2	30	35
342	43	2.5	30	35
344	44	1	30	35
346	44	1.5	30	35
348	44	2	30	35
352	45	1	31	36
354	45	1.5	32	37
358	45	2.5	30	35
360	46	1	29	-35
362	46	1.5	-29	34
364	46	2	28	35
368	47	1	0	0
372	47	2	30	35
374	47	2.5	30	35
376	48	1	30	35
378	48	1.5	30	35
380	48	2	30	35
382	48	2.5	30	35
384	49	1	30	35
386	49	1.5	30	35
388	49	2	28	35
392	50	1	30	35
394	50	1.5	30	35
396	50	2	30	35
400	51	1	29	34
402	51	1.5	30	35
406	51	2.5	29	34
407	51	2.75	28	33
408	52	1	27	32
410	52	1.5	28	33
414	52	2.5	27	32
416	53	1	26	-32
418	53	1.5	-26	31
420	53	2	25	32
424	54	1	0	0
424	54	1	28	35
428	54	2	30	35
430	54	2.5	30	35
432	55	1	30	35
436	55	2	29	34
438	55	2.5	30	35
440	56	1	31	36
444	56	2	28	35
448	57	1	0	0
452	57	2	30	35
454	57	2.5	30	35
456	58	1	30	35
460	58	2	30	35
464	59	1	30	35
466	59	1.5	30	35
468	59	2	29	34
472	60	1	28	33
474	60	1.5	-28	35
476	60	2	29	34
478	60	2.5	-29	33
480	61	1	28	-33
482	61	1.5	27	32
484	61	2	26	-32
486	61	2.5	-26	31
488	62	1	25	32
496	63	1	0	0
496	63	1	28	35
500	63	2	30	35
502	63	2.5	30	35
504	64	1	30	35
508	64	2	30	35
512	65	1	30	35
514	65	1.5	30	35
516	65	2	30	35
518	65	2.5	30	35
520	66	1	30	35
524	66	2	28	35
526	66	2.5	29	34
528	67	1	30	35
530	67	1.5	31	36
534	67	2.5	30	35
536	68	1	29	-35
538	68	1.5	-29	34
540	68	2	28	35
544	69	1	0	0
548	69	2	30	35
550	69	2.5	30	35
552	70	1	30	35
554	70	1.5	30	35
556	70	2	30	35
558	70	2.5	30	35
560	71	1	30	35
564	71	2	29	34
566	71	2.5	28	33
568	72	1	27	32
570	72	1.5	28	33
574	72	2.5	25	32
576	73	1	26	-32
578	73	1.5	-26	31
580	73	2	25	32
584	74	1	0	0
584	74	1	28	35
586	74	1.5	28	35
588	74	2	30	35
592	75	1	30	35
596	75	2	28	35
598	75	2.5	29	34
600	76	1	30	35
602	76	1.5	31	36
606	76	2.5	30	35
608	77	1	29	-35
610	77	1.5	-29	34
612	77	2	28	35
616	78	1	0	0
620	78	2	30	35
624	79	1	30	35
626	79	1.5	30	35
628	79	2	30	35
632	80	1	29	34
636	80	2	28	33
638	80	2.5	28	35
640	81	1	29	34
642	81	1.5	-29	33
644	81	2	28	-33
646	81	2.5	27	32
648	82	1	26	-32
650	82	1.5	-26	31
652	82	2	25	32
656	83	1	0	0
656	83	1	28	35
660	83	2	30	35
662	83	2.5	30	35
664	84	1	29	34
668	84	2	30	35
670	84	2.5	31	36
674	85	1.5	30	35
676	85	2	29	-35
678	85	2.5	-29	34
680	86	1	28	35
684	86	2	0	0
688	87	1	30	35
692	87	2	30	35
696	88	1	29	34
698	88	1.5	30	35
702	88	2.5	29	34
703	88	2.75	28	33
704	89	1	27	32
706	89	1.5	28	33
710	89	2.5	27	32
712	90	1	26	-32
714	90	1.5	-26	31
716	90	2	25	32
720	91	1	0	0
720	91	1	28	35
722	91	1.5	28	35
724	91	2	30	35
726	91	2.5	30	35
728	92	1	30	35
730	92	1.5	30	35
732	92	2	30	35
734	92	2.5	30	35
736	93	1	30	35
740	93	2	30	35
742	93	2.5	29	36
744	94	1	31	-36
746	94	1.5	30	35
748	94	2	29	-35
750	94	2.5	-29	34
752	95	1	28	35
756	95	2	0	0
760	96	1	30	35
762	96	1.5	30	35
764	96	2	30	35
766	96	2.5	30	35
768	97	1	30	35
772	97	2	29	34
774	97	2.5	28	33
776	98	1	27	32
778	98	1.5	28	33
782	98	2.5	27	32
784	99	1	26	-32
786	99	1.5	-26	31
788	99	2	25	32
*-	*-	*-	*-	*-
