**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	0	0	0	35	0
1.5	1	1.75	0	0	0	0	34	0
2	1	2	0	0	0	0	35	0
3	1	2.5	0	0	0	0	33	0
4	1	3	0	28	0	30	32	0
5.5	1	3.75	0	27	0	29	-32	0
6	1	4	0	28	0	30	32	0
7	1	4.5	0	26	0	28	33	0
8	2	1	0	25	0	29	34	0
9.5	2	1.75	0	-25	0	-29	34	0
10	2	2	0	25	0	29	34	0
11	2	2.5	0	26	0	28	33	0
12	2	3	0	28	0	30	32	0
13	2	3.5	0	25	0	29	-32	0
14	2	4	0	27	0	29	31	0
15.5	2	4.75	0	26	0	28	-31	0
16	3	1	0	25	0	29	32	0
17	3	1.5	0	-25	0	29	-32	0
17.5	3	1.75	0	25	0	-29	32	0
18	3	2	0	29	0	31	33	0
19.5	3	2.75	0	29	0	31	-33	0
20	3	3	0	29	0	31	-33	0
21	3	3.5	0	-29	0	-31	31	0
21.5	3	3.75	0	-29	0	-31	32	0
22	3	4	0	-29	0	-31	33	0
23	3	4.5	0	26	0	28	33	0
23.5	3	4.75	0	27	0	29	-33	0
24	4	1	0	28	0	30	32	0
25	4	1.5	0	-28	0	30	-32	0
25.5	4	1.75	0	28	0	-30	-32	0
26	4	2	0	26	0	28	-32	0
27	4	2.5	0	26	0	28	31	0
28	4	3	0	26	0	28	30	0
32	5	1	0	26	0	28	30	35
36	5	3	24	0	28	0	0	33
37.5	5	3.75	-24	0	-28	0	0	35
38	5	4	-24	0	-28	0	0	33
39.5	5	4.75	-24	0	-28	0	0	35
40	6	1	-24	0	-28	0	0	33
41.5	6	1.75	-24	0	-28	0	0	35
42	6	2	22	0	24	0	0	31
43	6	2.5	-22	0	26	0	0	-31
43.5	6	2.75	24	0	-26	0	0	-31
44	6	3	22	0	26	0	0	-31
45.5	6	3.75	24	0	26	0	0	-31
46	6	4	22	0	26	0	0	31
47	6	4.5	-22	0	24	0	0	-31
47.5	6	4.75	24	0	-24	0	0	-31
48	7	1	20	0	24	0	0	34
49.5	7	1.75	-20	0	-24	0	0	35
50	7	2	-20	0	-24	0	0	36
52	7	3	20	0	24	0	0	-36
53	7	3.5	-20	0	-24	0	0	35
53.5	7	3.75	-20	0	-24	0	0	34
54	7	4	24	0	26	0	0	35
55.5	7	4.75	25	0	25	0	0	-35
56	8	1	26	0	24	0	0	35
58	8	2	-26	0	28	0	0	35
59	8	2.5	25	0	27	0	0	36
59.5	8	2.75	24	0	-27	0	0	-36
60	8	3	25	0	29	0	0	34
62	8	4	21	0	28	0	0	35
64	9	1	0	28	0	30	32	0
66	9	2	0	28	0	30	32	0
67	9	2.5	0	28	0	30	32	0
68	9	3	0	28	0	30	32	0
69	9	3.5	0	28	0	30	32	0
70	9	4	0	28	0	30	32	0
73	10	1.5	0	28	0	30	32	0
74	10	2	0	25	0	29	34	0
75	10	2.5	0	-25	0	32	-34	0
75.5	10	2.75	0	26	0	-32	35	0
76	10	3	0	27	0	31	36	0
78	10	4	0	28	0	30	32	0
79	10	4.5	0	28	0	30	32	0
80	11	1	0	28	0	30	32	0
83	11	2.5	0	28	0	30	32	0
84	11	3	0	24	0	31	33	0
85	11	3.5	0	25	0	29	32	0
86	11	4	0	26	0	28	30	0
88	12	1	0	22	0	29	29	0
90	12	2	24	0	28	31	33	35
92	12	3	24	0	28	31	33	35
93	12	3.5	24	0	28	31	33	35
94	12	4	24	0	28	31	33	35
95	12	4.5	24	0	-28	31	33	35
96	13	1	24	28	26	31	33	35
98	13	2	-24	28	26	-31	-33	-35
99	13	2.5	24	28	-26	31	33	35
100	13	3	21	28	0	30	32	35
101	13	3.5	-21	28	0	-30	-32	35
101.5	13	3.75	22	-28	0	31	-32	-35
102	13	4	23	25	0	32	-32	34
103	13	4.5	-23	-25	0	-32	32	-34
103.5	13	4.75	-23	25	0	-32	-32	-34
104	14	1	24	28	0	31	33	33
105	14	1.5	24	-28	0	31	-33	35
105.5	14	1.75	-24	28	0	-31	-33	-35
106	14	2	24	28	0	31	33	35
107	14	2.5	-24	-28	0	-31	33	-35
108	14	3	-24	28	0	-31	33	-35
109	14	3.5	24	24	0	31	33	35
110	14	4	20	24	0	29	34	36
111	14	4.5	21	23	0	30	32	35
111.5	14	4.75	-21	-23	0	-30	-32	34
112	15	1	22	24	0	29	31	33
112.5	15	1.25	-22	-24	0	-29	30	-33
113	15	1.5	-22	25	0	-29	29	34
113.5	15	1.75	-22	-25	0	-29	28	-34
114	15	2	-22	24	0	26	29	33
116	15	3	18	25	25	27	29	32
117.5	15	3.75	-18	-25	26	28	-29	-32
118	15	4	18	-25	27	29	0	34
119	15	4.5	-18	-25	27	29	0	-34
119.5	15	4.75	19	-25	-27	-29	0	35
120	16	1	20	24	27	29	0	36
121	16	1.5	20	-24	-27	-29	0	36
121.5	16	1.75	-20	25	28	30	0	-36
122	16	2	20	27	29	31	0	29
123	16	2.5	-20	27	29	31	0	-29
123.5	16	2.75	21	-27	-29	-31	0	30
124	16	3	22	26	29	31	0	31
125	16	3.5	22	-26	-29	-31	0	31
125.5	16	3.75	-22	27	30	32	0	-31
126	16	4	22	29	31	33	0	31
127	16	4.5	-22	29	31	-33	0	-31
127.5	16	4.75	23	-29	-31	-33	0	32
128	17	1	24	28	0	31	0	33
129	17	1.5	24	28	0	-31	0	33
130	17	2	24	28	0	-31	0	33
131	17	2.5	-24	-28	0	31	0	-33
131.5	17	2.75	25	-28	0	-31	0	34
132	17	3	26	-28	0	30	0	35
134	17	4	26	28	0	30	0	35
135	17	4.5	24	-28	28	31	0	35
136	18	1	24	26	28	31	0	35
139	18	2.5	24	-26	28	-31	0	35
140	18	3	20	24	27	31	0	36
142	18	4	-20	-24	-27	29	0	-36
143	18	4.5	21	23	26	32	0	35
143.5	18	4.75	-21	-23	-26	-32	0	34
144	19	1	22	24	26	29	0	33
146	19	2	-22	-24	-26	-29	0	34
147	19	2.5	-22	25	25	-29	0	-34
148	19	3	-22	26	24	-29	0	33
152	20	1	18	27	25	29	0	32
154	20	2	23	27	25	30	0	34
156	20	3	20	27	29	29	36	34
157	20	3.5	23	27	25	27	34	32
158	20	4	22	24	29	31	36	33
160	21	1	22	24	29	31	36	33
162	21	2	20	24	29	31	36	34
163	21	2.5	20	24	29	31	36	34
163.5	21	2.75	20	24	29	31	36	34
164	21	3	24	24	26	31	35	33
167	21	4.5	21	25	28	30	35	32
168	22	1	24	24	28	31	35	33
170	22	2	24	26	28	31	35	33
171	22	2.5	-24	26	-28	-31	33	-33
172	22	3	20	27	29	0	31	0
173	22	3.5	-20	27	-29	0	-31	0
173.5	22	3.75	-20	-27	-29	0	32	0
