**absq	**bar	**beat	**b7	**b7
0	1	1	0	28
4	1	3	0	29
8	2	1	28	28
9	2	1.5	-28	29
10	2	2	-28	30
11	2	2.5	-28	28
12	2	3	29	31
16	3	1	28	32
17	3	1.5	29	-32
18	3	2	30	33
19	3	2.5	28	-33
20	3	3	31	-33
22	3	4	-31	32
23	3	4.5	-31	31
24	4	1	32	30
26	4	2	33	31
30	4	4	32	30
31	4	4.5	31	29
32	5	1	30	28
34	5	2	31	33
38	5	4	30	32
39	5	4.5	29	-32
40	6	1	28	-32
41	6	1.5	-28	31
42	6	2	33	30
43	6	2.5	-33	29
44	6	3	-33	28
46	6	4	32	-28
48	7	1	-32	30
49	7	1.5	31	-30
50	7	2	30	-30
51	7	2.5	29	31
52	7	3	28	32
54	7	4	30	28
57	8	1.5	31	-28
58	8	2	32	30
60	8	3	28	-30
62	8	4	29	31
65	9	1.5	26	28
66	9	2	28	30
68	9	3	-28	29
70	9	4	27	-29
72	10	1	28	28
76	10	3	0	31
80	11	1	28	32
82	11	2	-28	33
84	11	3	31	-33
86	11	4	-31	32
87	11	4.5	-31	31
88	12	1	32	30
92	12	3	-32	30
94	12	4	33	31
98	13	2	32	30
99	13	2.5	31	29
100	13	3	30	28
104	14	1	29	31
108	14	3	0	32
112	15	1	31	33
116	15	3	32	0
120	16	1	33	29
124	16	3	0	28
126	16	4	31	29
128	17	1	-31	26
129	17	1.5	26	-26
130	17	2	30	28
132	17	3	29	-28
134	17	4	-29	27
136	18	1	28	28
144	19	1	0	35
152	20	1	35	33
156	20	3	35	-33
160	21	1	33	31
164	21	3	33	-31
168	22	1	31	29
170	22	2	-31	31
172	22	3	31	-31
174	22	4	-31	30
175	22	4.5	-31	29
176	23	1	30	28
178	23	2	31	33
182	23	4	30	32
183	23	4.5	29	31
184	24	1	28	30
188	24	3	29	29
190	24	4	33	-29
192	25	1	-33	29
193	25	1.5	-33	30
194	25	2	32	31
195	25	2.5	31	29
196	25	3	30	32
200	26	1	29	33
204	26	3	0	29
208	27	1	0	36
212	27	3	0	35
216	28	1	36	34
217	28	1.5	-36	33
218	28	2	-36	32
219	28	2.5	-36	31
220	28	3	35	30
222	28	4	-35	33
224	29	1	34	-33
226	29	2	-34	32
228	29	3	33	33
230	29	4	32	-33
231	29	4.5	31	-33
232	30	1	30	32
236	30	3	31	31
238	30	4	-31	30
239	30	4.5	32	29
240	31	1	33	28
242	31	2	-33	31
244	31	3	32	-31
246	31	4	-32	30
248	32	1	31	31
250	32	2	30	-31
251	32	2.5	29	-31
252	32	3	28	30
256	33	1	31	29
260	33	3	30	28
262	33	4	30	27
263	33	4.5	-30	26
264	34	1	-30	25
266	34	2	29	28
267	34	2.5	28	-28
268	34	3	29	-28
270	34	4	-29	27
272	35	1	28	28
*-	*-	*-	*-	*-
