**absq	**bar	**beat	**b7
28	4	3	28
44	6	3	26
60	8	3	27
76	10	3	25
92	12	3	0
96	13	1	0
104	14	1	0
112	15	1	0
120	16	1	0
128	17	1	0
132	17	3	28
140	18	3	26
148	19	3	27
156	20	3	25
164	21	3	0
168	22	1	0
176	23	1	0
180	23	3	28
184	24	1	26
188	24	3	27
192	25	1	25
196	25	3	0
200	26	1	0
208	27	1	0
212	27	3	28
214	27	4	26
216	28	1	27
218	28	2	25
220	28	3	0
224	29	1	0
232	30	1	0
236	30	3	26
240	31	1	28
244	31	3	27
248	32	1	26
252	32	3	28
256	33	1	27
264	34	1	0
272	35	1	0
280	36	1	0
288	37	1	0
296	38	1	0
304	39	1	0
312	40	1	0
320	41	1	0
328	42	1	0
336	43	1	0
344	44	1	0
352	45	1	0
360	46	1	0
364	46	3	28
370	47	2	28
372	47	3	29
380	48	3	28
388	49	3	0
390	49	4	26
392	50	1	29
396	50	3	26
400	51	1	0
408	52	1	26
412	52	3	27
414	52	4	28
416	53	1	29
418	53	2	29
420	53	3	30
424	54	1	0
432	55	1	0
436	55	3	28
440	56	1	28
442	56	2	28
444	56	3	28
446	56	4	28
448	57	1	27
456	58	1	0
460	58	3	28
464	59	1	27
468	59	3	26
472	60	1	28
474	60	2	26
478	60	4	25
480	61	1	26
482	61	2	25
483	61	2.5	24
484	61	3	23
488	62	1	22
496	63	1	0
500	63	3	29
504	64	1	28
506	64	2	26
508	64	3	27
510	64	4	28
512	65	1	29
516	65	3	0
520	66	1	0
528	67	1	0
536	68	1	30
540	68	3	30
542	68	4	30
544	69	1	29
546	69	2	29
548	69	3	29
550	69	4	29
552	70	1	28
560	71	1	27
568	72	1	0
576	73	1	0
584	74	1	0
592	75	1	28
596	75	3	28
598	75	4	28
600	76	1	28
602	76	2	28
604	76	3	28
606	76	4	28
608	77	1	26
611	77	2.5	25
612	77	3	24
616	78	1	23
620	78	3	23
624	79	1	22
628	79	3	29
632	80	1	28
640	81	1	28
*-	*-	*-	*-
