**absq	**bar	**beat	**b7	**b7
0	1	1	25	25
2	1	2	27	25
3	1	2.5	28	26
4	1	3	29	27
5	1	3.5	-29	27
6	1	4	30	28
8	2	1	29	25
10	2	2	28	0
12	2	3	0	0
16	3	1	0	0
17	3	1.5	32	25
18	3	2	30	26
19	3	2.5	28	26
20	3	3	32	25
21	3	3.5	30	-25
22	3	4	29	-25
23	3	4.5	-29	25
24	4	1	28	28
25	4	1.5	30	-28
26	4	2	30	-28
26.5	4	2.25	29	-28
27	4	2.5	28	-28
27.5	4	2.75	27	-28
28	4	3	26	28
31	4	4.5	26	26
32	5	1	29	27
32.5	5	1.25	-29	26
33	5	1.5	-29	27
33.5	5	1.75	-29	28
34	5	2	25	29
35	5	2.5	32	26
36	5	3	30	30
37	5	3.5	31	33
38	5	4	30	-33
38.5	5	4.25	-30	32
39	5	4.5	-30	30
40	6	1	29	31
42	6	2	0	0
43	6	2.5	29	0
44	6	3	25	0
45	6	3.5	28	0
46.5	6	4.25	28	0
47	6	4.5	30	0
48	7	1	29	0
51	7	2.5	-29	29
52	7	3	29	25
53	7	3.5	-29	26
54	7	4	25	27
55	7	4.5	-25	28
56	8	1	25	29
57	8	1.5	26	-29
57.5	8	1.75	-26	28
58	8	2	27	29
59	8	2.5	28	30
60	8	3	29	31
61	8	3.5	-29	32
63	8	4.5	-29	31
64	9	1	25	32
65	9	1.5	-25	29
67	9	2.5	0	32
68	9	3	0	30
69	9	3.5	0	28
71	9	4.5	0	26
72	10	1	0	30
74	10	2	0	30
76	10	3	30	0
77	10	3.5	30	0
77.5	10	3.75	30	0
78	10	4	30	0
79	10	4.5	32	0
80	11	1	32	0
81.5	11	1.75	29	0
82	11	2	30	0
83	11	2.5	32	0
84	11	3	31	0
86	11	4	31	0
88	12	1	0	0
89	12	1.5	0	29
90	12	2	0	29
92	12	3	0	30
93.5	12	3.75	0	30
94	12	4	0	0
96	13	1	0	30
98	13	2	0	29
99	13	2.5	25	-29
100	13	3	26	0
101	13	3.5	27	0
102	13	4	28	0
103	13	4.5	29	0
104	14	1	30	0
106	14	2	29	0
108	14	3	0	28
110	14	4	0	28
111	14	4.5	0	29
112	15	1	0	30
113	15	1.5	0	31
114	15	2	0	32
117	15	3.5	0	31
117.5	15	3.75	0	30
118	15	4	0	31
119	15	4.5	0	30
119.5	15	4.75	0	29
120	16	1	0	30
122	16	2	0	29
124	16	3	0	0
125	16	3.5	0	28
126.5	16	4.25	0	28
127	16	4.5	0	28
128	17	1	0	25
129.5	17	1.75	0	26
130	17	2	0	27
130.5	17	2.25	0	28
131	17	2.5	0	29
131.5	17	2.75	0	30
132	17	3	0	31
133	17	3.5	0	32
135	17	4.5	0	31
136	18	1	0	32
137	18	1.5	29	-32
139	18	2.5	32	-32
140	18	3	32	0
142	18	4	32	0
143	18	4.5	31	0
144	19	1	30	0
146	19	2	30	0
148	19	3	30	0
149	19	3.5	30	0
149.5	19	3.75	30	0
150	19	4	30	0
151	19	4.5	32	0
152	20	1	32	0
153.5	20	1.75	29	0
154	20	2	30	0
155	20	2.5	32	0
156	20	3	31	0
158	20	4	31	0
160	21	1	0	0
161	21	1.5	0	29
162	21	2	0	29
164	21	3	0	30
165.5	21	3.75	0	30
166	21	4	0	31
168	22	1	0	30
169	22	1.5	32	-30
170	22	2	-32	29
171	22	2.5	31	-29
172	22	3	30	28
174	22	4	30	-28
175	22	4.5	29	29
176	23	1	28	30
178	23	2	28	30
179	23	2.5	-28	31
180	23	3	30	32
182	23	4	-30	28
183	23	4.5	31	-28
184	24	1	30	0
186	24	2	31	0
187	24	2.5	28	0
188	24	3	28	0
189.5	24	3.75	29	0
190	24	4	30	0
192	25	1	29	0
194	25	2	30	28
197	25	3.5	31	-28
198	25	4	32	30
200	26	1	32	30
202	26	2	25	32
204	26	3	26	-32
205	26	3.5	-26	31
205.5	26	3.75	-26	30
206	26	4	-26	31
208	27	1	25	32
*-	*-	*-	*-	*-
