**absq	**bar	**beat	**b7	**b7
0	1	1	0	32
2	1	1.5	0	36
3	1	1.75	0	36
4	1	2	0	36
6	1	2.5	22	-36
8	2	1	25	29
9	2	1.25	25	-29
10	2	1.5	25	27
12	2	2	18	-27
14	2	2.5	16	27
16	3	1	-16	30
18	3	1.5	16	-30
19	3	1.75	-16	30
20	3	2	20	29
23	3	2.75	20	-29
24	4	1	20	31
28	4	2	20	0
30	4	2.5	20	34
32	5	1	20	34
34	5	1.5	17	33
36	5	2	18	32
38	5	2.5	18	32
40	6	1	21	32
44	6	2	17	0
48	7	1	17	0
50	7	1.5	17	0
52	7	2	18	0
56	8	1	18	0
60	8	2	0	0
62	8	2.5	0	33
65	9	1.25	0	33
66	9	1.5	0	33
68	9	2	0	34
69	9	2.25	0	34
70	9	2.5	0	33
74	10	1.5	0	33
76	10	2	0	0
77	10	2.25	0	33
78	10	2.5	22	-33
79	10	2.75	-22	33
80	11	1	-22	36
81	11	1.25	22	-36
82	11	1.5	26	35
83	11	1.75	-26	35
84	11	2	24	36
85	11	2.25	24	-36
85.5	11	2.375	-24	35
86	11	2.5	25	34
88	12	1	21	35
91	12	1.75	-21	32
92	12	2	21	32
94	12	2.5	21	32
96	13	1	18	32
98	13	1.5	21	32
99	13	1.75	-21	32
100	13	2	0	33
101	13	2.25	0	33
102	13	2.5	21	32
103.5	13	2.875	-21	33
104	14	1	20	34
105	14	1.25	20	-34
106	14	1.5	20	31
107	14	1.75	-20	31
108	14	2	17	31
109	14	2.25	24	31
110	14	2.5	24	33
111	14	2.75	22	-33
111.5	14	2.875	-22	34
112	15	1	21	35
114	15	1.5	20	36
115	15	1.75	-20	29
116	15	2	0	33
117	15	2.25	18	34
118	15	2.5	18	-34
119	15	2.75	22	33
121	16	1.25	18	32
122	16	1.5	22	-32
123	16	1.75	-22	31
124	16	2	18	32
126	16	2.5	0	0
127	16	2.75	0	32
128.5	17	1.125	0	33
129	17	1.25	0	34
130	17	1.5	0	33
131	17	1.75	0	29
132	17	2	0	30
133	17	2.25	21	-30
134.5	17	2.625	19	0
135	17	2.75	18	0
136	18	1	22	0
137	18	1.25	20	0
138	18	1.5	24	0
139	18	1.75	-24	33
140.5	18	2.125	0	34
141	18	2.25	0	35
142	18	2.5	0	34
143	18	2.75	0	33
144	19	1	0	32
146	19	1.5	24	28
149	19	2.25	24	28
150	19	2.5	17	28
152	20	1	18	27
156	20	2	17	26
164	21	2	0	0
166	21	2.5	0	29
169	22	1.25	0	29
170	22	1.5	0	28
172	22	2	0	29
176	23	1	0	29
177	23	1.25	25	-29
179	23	1.75	25	-29
180	23	2	25	0
181	23	2.25	-25	32
182	23	2.5	25	-32
183	23	2.75	25	32
184	24	1	21	30
184.5	24	1.125	22	-30
185	24	1.25	23	-30
185.5	24	1.375	24	-30
186	24	1.5	25	29
187	24	1.75	24	-29
187.5	24	1.875	23	-29
188	24	2	22	0
188.5	24	2.125	23	0
189	24	2.25	24	33
189.5	24	2.375	25	-33
190	24	2.5	26	-33
191	24	2.75	-26	33
192	25	1	25	34
194	25	1.5	-25	32
195	25	1.75	-25	34
196	25	2	22	33
196.5	25	2.125	-22	32
197	25	2.25	-22	31
197.5	25	2.375	-22	32
198	25	2.5	-22	33
198.5	25	2.625	-22	32
199	25	2.75	22	33
199.5	25	2.875	-22	34
200	26	1	26	35
202	26	1.5	24	33
203	26	1.75	24	-33
204	26	2	22	33
204.5	26	2.125	21	-33
205	26	2.25	20	29
205.5	26	2.375	21	-29
206	26	2.5	22	31
206.5	26	2.625	21	-31
207	26	2.75	22	-31
207.5	26	2.875	23	-31
208	27	1	24	-31
210	27	1.5	21	30
212	27	2	25	0
214	27	2.5	25	0
216	28	1	24	0
218	28	1.5	-24	33
220	28	2	24	33
221	28	2.25	-24	35
222	28	2.5	0	32
222.5	28	2.625	0	31
223	28	2.75	0	32
223.5	28	2.875	0	33
224	29	1	0	34
226	29	1.5	0	33
228	29	2	0	33
229.5	29	2.375	0	33
230	29	2.5	0	33
231	29	2.75	0	33
232	30	1	0	32
234	30	1.5	21	32
236	30	2	23	0
237	30	2.25	23	0
238	30	2.5	25	0
239	30	2.75	-25	32
240	31	1	22	-32
241	31	1.25	-22	31
242	31	1.5	18	34
243	31	1.75	-18	34
243.5	31	1.875	18	-34
244	31	2	18	32
245	31	2.25	18	-32
246	31	2.5	22	33
248	32	1	19	0
250	32	1.5	-19	33
252	32	2	0	31
254	32	2.5	22	31
256	33	1	20	-31
257	33	1.25	-20	31
258	33	1.5	20	29
260	33	2	-20	29
261	33	2.25	20	-29
262	33	2.5	20	-29
264	34	1	18	29
266	34	1.5	-18	32
268	34	2	18	-32
270	34	2.5	-18	32
272	35	1	21	30
274	35	1.5	21	-30
276	35	2	23	-30
278	35	2.5	-23	27
284	36	2	22	0
286	36	2.5	-22	29
288	37	1	0	29
290	37	1.5	18	32
292	37	2	18	-32
293	37	2.25	-18	32
294	37	2.5	21	32
296	38	1	-21	28
297	38	1.25	21	-28
298	38	1.5	21	-28
300	38	2	17	28
302	38	2.5	-17	28
304	39	1	17	-28
306	39	1.5	17	28
308	39	2	-17	28
310	39	2.5	17	-28
312	40	1	21	-28
320	41	1	18	29
*-	*-	*-	*-	*-
