**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	22	26	0	0	0	0	0	0	0	0	0
2	1	2	0	-22	26	0	0	0	0	0	0	0	0	0
4	1	3	0	22	24	0	0	0	0	0	0	0	0	0
6	1	4	0	-22	24	0	0	0	0	0	0	0	0	0
8	2	1	0	20	22	0	0	0	29	0	0	0	0	0
10	2	2	0	-20	22	0	0	0	-29	0	0	0	0	0
12	2	3	0	20	22	0	0	0	29	0	0	0	0	0
16	3	1	0	18	0	29	0	0	27	0	0	0	0	0
18	3	2	0	-18	25	-29	0	0	-27	0	0	0	0	0
20	3	3	0	18	25	29	0	0	27	0	0	0	0	0
24	4	1	0	18	22	27	0	0	25	29	0	0	0	0
28	4	3	0	-18	22	27	0	0	25	29	0	0	0	0
30	4	4	0	-18	25	-27	0	0	-25	-29	0	0	0	0
32	5	1	0	18	-25	25	0	0	22	27	0	0	0	0
33	5	1.5	0	-18	26	-25	0	0	-22	-27	0	0	0	0
34	5	2	0	-18	27	-25	0	0	-22	-27	0	0	0	0
35	5	2.5	0	-18	28	-25	0	0	-22	-27	0	0	0	0
36	5	3	0	18	29	25	0	0	0	27	0	0	0	0
38	5	4	0	-18	27	-25	0	0	29	-27	0	0	0	0
40	6	1	0	18	-27	22	0	0	-29	25	0	0	0	0
42	6	2	0	-18	26	-22	0	0	29	-25	0	0	0	0
43	6	2.5	0	-18	25	-22	0	0	-29	-25	0	0	0	0
44	6	3	0	18	29	22	0	0	27	25	0	0	0	0
46	6	4	0	-18	-29	25	0	0	-27	25	0	0	0	0
47	6	4.5	0	-18	-29	-25	0	0	28	-25	0	0	0	0
48	7	1	0	18	27	-25	0	0	29	22	0	0	0	0
50	7	2	0	-18	-27	26	0	0	29	-22	0	0	0	0
51	7	2.5	0	-18	28	-26	0	0	-29	-22	0	0	0	0
52	7	3	0	18	29	27	0	0	25	0	0	0	0	0
54	7	4	0	-18	-29	27	0	0	-25	22	0	0	0	0
56	8	1	0	19	0	28	0	0	-25	-22	0	0	0	0
58	8	2	0	-19	26	-28	0	0	24	21	0	0	0	0
59	8	2.5	0	-19	-26	-28	0	0	23	20	0	0	0	0
60	8	3	0	-19	-26	28	0	0	24	21	0	0	0	0
62	8	4	0	-19	26	-28	0	0	-24	-21	0	0	0	0
64	9	1	0	18	22	27	0	0	25	22	29	0	0	0
66	9	2	0	-18	22	-27	0	0	-25	-22	-29	0	0	0
68	9	3	0	-18	25	-27	0	0	-25	-22	29	0	0	0
70	9	4	0	-18	-25	26	0	0	-25	-22	-29	0	0	0
71	9	4.5	0	-18	-25	25	0	0	-25	-22	-29	0	0	0
72	10	1	0	-18	0	29	0	0	-25	-22	27	0	0	36
76	10	3	0	-18	22	-29	0	0	-25	-22	27	0	0	36
80	11	1	0	-18	-22	-29	0	0	0	0	25	0	36	34
82	11	2	0	-18	22	-29	0	0	0	0	-25	0	-36	-34
84	11	3	0	-18	22	-29	0	0	0	0	25	0	36	34
88	12	1	0	0	0	0	0	0	0	0	25	36	34	32
92	12	3	0	0	0	0	0	0	0	0	-25	36	34	32
96	13	1	0	0	0	0	0	0	0	0	25	34	32	29
100	13	3	0	0	0	0	0	0	0	0	25	34	32	0
102	13	4	0	0	0	0	0	0	0	0	-25	-34	-32	36
104	14	1	0	0	0	0	0	0	0	0	25	32	29	-36
106	14	2	0	0	0	0	0	0	0	0	-25	-32	-29	36
108	14	3	0	0	0	0	0	0	0	0	25	32	29	34
110	14	4	0	0	0	0	0	0	0	0	-25	32	32	-34
111	14	4.5	0	0	0	0	0	0	0	0	-25	-32	-32	35
112	15	1	0	0	0	0	0	0	0	0	25	29	-32	36
114	15	2	0	0	0	0	0	0	0	0	-25	-29	33	36
116	15	3	0	0	0	0	0	0	0	0	25	0	34	32
118	15	4	0	0	0	0	0	0	0	0	-25	29	34	-32
120	16	1	0	0	0	0	0	0	0	0	26	-29	35	-32
122	16	2	0	0	0	0	0	0	0	0	-26	28	-35	31
123	16	2.5	0	0	0	0	0	0	0	0	-26	27	-35	30
124	16	3	0	0	0	0	0	0	0	0	-26	28	35	31
128	17	1	0	0	0	0	0	0	0	0	25	29	34	32
132	17	3	0	0	0	0	0	0	0	0	-25	-29	-34	32
133	17	3.5	0	0	0	0	0	0	0	0	-25	-29	-34	33
134	17	4	0	0	0	0	0	0	0	0	-25	-29	33	34
135	17	4.5	0	0	0	0	0	0	0	0	-25	-29	32	35
136	18	1	0	22	26	0	0	0	0	0	26	-29	31	36
138	18	2	0	-22	26	0	0	0	0	0	-26	-29	-31	-36
140	18	3	0	22	24	0	0	0	0	0	-26	-29	-31	-36
142	18	4	0	-22	24	0	0	0	0	0	-26	-29	-31	-36
144	19	1	0	20	22	0	0	0	29	0	0	0	0	0
148	19	3	0	20	22	29	0	0	29	0	0	0	0	0
150	19	4	0	-20	22	-29	0	0	-29	0	0	0	0	0
152	20	1	0	18	25	29	0	0	27	29	0	0	0	0
156	20	3	0	18	0	27	0	0	27	29	0	0	0	0
158	20	4	0	-18	25	-27	0	0	-27	-29	0	0	0	0
160	21	1	0	18	22	27	0	0	25	27	0	0	0	0
162	21	2	0	-18	22	-27	0	0	-25	-27	0	0	0	0
164	21	3	0	18	22	25	0	0	25	27	0	0	0	0
166	21	4	0	-18	25	-25	0	0	25	-27	0	0	0	0
168	22	1	0	18	-25	25	0	0	22	25	0	0	0	0
169	22	1.5	0	-18	26	-25	0	0	-22	-25	0	0	0	0
170	22	2	0	-18	27	25	0	0	-22	-25	0	0	0	0
171	22	2.5	0	-18	28	-25	0	0	-22	-25	0	0	0	0
172	22	3	0	18	29	22	0	0	0	25	0	0	0	0
174	22	4	0	-18	27	-22	0	0	29	-25	0	0	0	0
176	23	1	0	18	-27	25	0	0	27	22	0	0	0	0
177	23	1.5	0	-18	28	-25	0	0	-27	-22	0	0	0	0
178	23	2	0	-18	29	-25	0	0	-27	-22	0	0	0	0
179	23	2.5	0	-18	-29	26	0	0	28	-22	0	0	0	0
180	23	3	0	18	25	27	0	0	29	0	0	0	0	0
182	23	4	0	-18	27	27	0	0	25	22	0	0	0	0
184	24	1	0	19	26	28	0	0	-25	-22	0	0	0	0
186	24	2	0	-19	-26	-28	0	0	24	21	0	0	0	0
187	24	2.5	0	-19	-26	-28	0	0	23	20	0	0	0	0
188	24	3	0	19	-26	28	0	0	24	21	0	0	0	0
190	24	4	0	-19	-26	-28	0	0	24	-21	0	0	0	0
192	25	1	0	18	22	27	0	0	25	22	29	0	0	0
196	25	3	0	-18	25	-27	0	0	-25	-22	29	0	0	0
198	25	4	0	-18	-25	26	0	0	-25	-22	-29	0	0	0
199	25	4.5	0	-18	-25	25	0	0	-25	-22	-29	0	0	0
200	26	1	0	-18	0	29	0	0	-25	-22	27	0	0	36
204	26	3	0	-18	22	-29	0	0	-25	-22	27	0	0	36
208	27	1	0	-18	22	-29	0	0	0	0	25	0	36	34
