**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	21	21	28
3	1	1.75	20	-21	-28
4	1	2	19	-21	-28
5	1	2.25	17	-21	-28
6	1	2.5	21	23	-28
8	1	3	18	22	27
12	2	1	14	21	28
14	2	1.5	-14	23	-28
15	2	1.75	14	-23	-28
17	2	2.25	16	-23	-28
18	2	2.5	15	24	29
20	2	3	14	25	30
23	2	3.75	-14	-25	29
23.5	2	3.875	-14	-25	28
24	3	1	-14	-25	30
26	3	1.5	18	-25	29
29	3	2.25	19	-25	28
30	3	2.5	20	-25	27
31	3	2.75	21	-25	-27
32	3	3	22	24	26
36	4	1	0	25	25
38	4	1.5	23	0	-25
39	4	1.75	-23	21	-25
41	4	2.25	22	22	-25
42	4	2.5	21	23	-25
43	4	2.75	20	22	-25
43.5	4	2.875	19	21	-25
44	4	3	18	20	-25
46	4	3.5	21	23	-25
49	5	1.25	20	22	-25
49.5	5	1.375	19	21	-25
50	5	1.5	20	22	-25
52	5	2	21	21	-25
54	5	2.5	14	-21	-25
58	5	3.5	16	18	-25
60	6	1	-16	25	23
61	6	1.25	17	-25	-23
62	6	1.5	18	-25	-23
63	6	1.75	-18	24	24
64	6	2	14	23	25
66	6	2.5	-14	-23	21
68	6	3	17	0	-21
70	6	3.5	16	0	27
72	7	1	-16	23	-27
73	7	1.25	-16	-23	28
74	7	1.5	15	24	29
76	7	2	16	25	25
78	7	2.5	0	21	28
79	7	2.75	17	-21	-28
80	7	3	-17	24	-28
81	7	3.25	-17	-24	26
82	7	3.5	18	22	27
83	7	3.75	16	23	28
84	8	1	15	24	29
86	8	1.5	14	25	30
89	8	2.25	15	24	29
90	8	2.5	16	23	28
92	8	3	17	22	-28
94	8	3.5	18	-22	27
96	9	1	14	21	28
98	9	1.5	17	-21	-28
99	9	1.75	-17	20	-28
100	9	2	-17	19	-28
101	9	2.25	16	18	-28
102	9	2.5	14	21	-28
104	9	3	15	-21	0
106	9	3.5	-15	20	0
108	10	1	14	21	30
110	10	1.5	21	-21	-30
113	10	2.25	20	0	-30
113.5	10	2.375	21	0	-30
114	10	2.5	22	18	29
116	10	3	20	-18	-29
118	10	3.5	21	25	28
120	11	1	19	-25	-28
121	11	1.25	-19	24	-28
121.5	11	1.375	-19	23	-28
122	11	1.5	-19	24	-28
124	11	2	18	25	27
128	11	3	15	24	26
130	11	3.5	17	-24	-26
131	11	3.75	-17	23	-26
132	12	1	-17	21	-26
134	12	1.5	16	-21	25
136	12	2	14	0	-25
138	12	2.5	-14	23	28
139	12	2.75	21	-23	-28
141	12	3.25	22	24	26
142	12	3.5	-22	22	27
143	12	3.75	21	23	28
144	13	1	19	24	-28
145	13	1.25	20	25	27
146	13	1.5	21	-25	25
147	13	1.75	-21	23	-25
149	13	2.25	-21	22	24
149.5	13	2.375	-21	21	23
150	13	2.5	22	20	22
151.5	13	2.875	-22	19	-22
152	13	3	23	21	21
155	13	3.75	22	20	-21
155.5	13	3.875	21	19	-21
156	14	1	20	18	0
157	14	1.25	19	-18	0
158	14	1.5	21	25	23
160	14	2	0	21	-23
161	14	2.25	0	-21	24
162	14	2.5	21	-21	25
163	14	2.75	-21	22	-25
164	14	3	-21	23	-25
165	14	3.25	-21	-23	26
166	14	3.5	-21	-23	25
167	14	3.75	-21	24	24
167.5	14	3.875	-21	-24	23
168	15	1	18	25	22
172	15	2	21	25	23
176	15	3	18	25	22
179	15	3.75	-18	24	-22
180	16	1	21	23	0
181	16	1.25	-21	22	0
181.5	16	1.375	-21	21	0
182	16	1.5	18	22	29
183	16	1.75	20	18	-29
185	16	2.25	19	19	28
186	16	2.5	18	20	27
187	16	2.75	-18	-20	26
187.5	16	2.875	-18	-20	25
188	16	3	17	21	26
190	16	3.5	21	-21	25
191	16	3.75	-21	22	-25
192	17	1	-21	23	-25
193	17	1.25	19	24	26
194	17	1.5	18	25	27
195	17	1.75	-18	26	28
196	17	2	-18	27	29
198	17	2.5	21	25	30
201	17	3.25	18	-25	29
202	17	3.5	20	24	29
204	18	1	21	23	-29
206	18	1.5	-21	-23	28
208	18	2	18	22	27
216	19	1	16	25	0
218	19	1.5	14	-25	0
220	19	2	-14	25	30
221	19	2.25	15	-25	-30
222	19	2.5	16	-25	-30
223	19	2.75	17	24	29
223.5	19	2.875	-17	23	28
224	19	3	18	22	27
226	19	3.5	0	21	28
227	19	3.75	19	-21	-28
228	20	1	18	20	29
229	20	1.25	19	21	28
230	20	1.5	18	22	-28
231	20	1.75	-18	-22	27
232	20	2	14	23	28
235	20	2.75	-14	22	-28
235.5	20	2.875	-14	21	-28
236	20	3	18	20	29
238	20	3.5	0	21	30
239	20	3.75	21	-21	-30
240	21	1	20	22	0
241	21	1.25	21	21	30
242	21	1.5	18	-21	29
243	21	1.75	-18	20	-29
244	21	2	23	21	25
247	21	2.75	22	-21	24
247.5	21	2.875	21	-21	23
248	21	3	20	18	22
250	21	3.5	21	0	23
251	21	3.75	-21	21	-23
252	22	1	22	20	24
253	22	1.25	21	21	23
254	22	1.5	-21	18	22
255	22	1.75	20	-18	-22
256	22	2	21	23	21
259	22	2.75	-21	22	-21
260	22	3	-21	23	21
261	22	3.25	-21	24	-21
262	22	3.5	-21	25	-21
264	23	1	21	-25	0
265	23	1.25	-21	24	0
266	23	1.5	-21	23	23
267	23	1.75	20	22	-23
268	23	2	18	22	-23
269	23	2.25	-18	-22	22
270	23	2.5	19	-22	23
270.667	23	2.66667	20	-22	-23
271	23	2.75	-20	-22	24
272	23	3	21	23	25
273.333	23	3.33333	-21	-23	26
274	23	3.5	22	24	-26
274.667	23	3.66667	-22	-24	27
275	23	3.75	-22	22	-27
276	24	1	19	21	28
278	24	1.5	20	22	27
278.667	24	1.66667	-20	-22	26
279	24	1.75	21	21	-26
279.333	24	1.83333	-21	-21	25
280	24	2	-21	23	26
282	24	2.5	22	24	27
285	24	3.25	21	23	26
286	24	3.5	20	22	25
288	25	1	19	-22	-25
290	25	1.5	-19	21	24
292	25	2	18	22	25
296	25	3	0	21	-25
298	25	3.5	21	-21	-25
299	25	3.75	-21	22	-25
300	26	1	-21	23	0
302	26	1.5	17	24	0
304	26	2	-17	-24	26
305	26	2.25	-17	23	-26
306	26	2.5	-17	21	-26
308	26	3	18	20	27
309	26	3.25	16	21	-27
310	26	3.5	15	22	-27
312	27	1	14	23	28
314	27	1.5	0	21	-28
315	27	1.75	21	-21	-28
316	27	2	-21	19	-28
317	27	2.25	19	-19	-28
318	27	2.5	20	18	29
319	27	2.75	21	19	-29
320	27	3	22	20	-29
322	27	3.5	21	21	30
323	27	3.75	-21	23	-30
325	28	1.25	20	24	-30
325.5	28	1.375	19	-24	-30
326	28	1.5	18	25	-30
328	28	2	17	26	31
330	28	2.5	15	24	-31
332	28	3	14	25	30
334	28	3.5	0	0	29
335	28	3.75	18	25	-29
336.5	29	1.125	-18	24	-29
337	29	1.25	19	23	28
338	29	1.5	20	22	27
340	29	2	21	0	26
341	29	2.25	-21	0	25
342	29	2.5	23	25	28
344	29	3	22	-25	-28
345	29	3.25	-22	24	-28
345.5	29	3.375	-22	23	-28
346	29	3.5	-22	24	27
348	30	1	21	25	30
351	30	1.75	-21	-25	29
351.5	30	1.875	-21	-25	30
352	30	2	0	24	29
353	30	2.25	0	-24	28
354	30	2.5	22	-24	31
355	30	2.75	-22	23	-31
356	30	3	20	22	-31
358	30	3.5	21	21	30
360	31	1	20	22	29
363	31	1.75	19	23	28
363.5	31	1.875	18	-23	27
364	31	2	17	24	26
366	31	2.5	16	25	25
368	31	3	14	23	-25
370	31	3.5	-14	21	28
372	32	1	18	22	-28
374	32	1.5	-18	-22	27
376	32	2	0	21	28
384	33	1	14	21	28
396	34	1	0	0	0
396	34	1	0	24	0
400	34	2	0	24	0
404	34	3	0	-24	28
406	34	3.5	0	23	-28
407	34	3.75	0	22	-28
408	35	1	0	21	28
411	35	1.75	0	22	-28
411.5	35	1.875	0	23	-28
412	35	2	0	24	-28
414	35	2.5	0	-24	27
415	35	2.75	0	-24	26
416	35	3	0	23	25
418	35	3.5	0	21	-25
419	35	3.75	0	-21	26
419.5	35	3.875	0	-21	27
420	36	1	0	-21	28
421	36	1.25	0	20	-28
422	36	1.5	0	19	-28
424	36	2	0	18	27
426	36	2.5	0	-18	25
427	36	2.75	0	19	-25
428	36	3	0	20	-25
429	36	3.25	0	-20	24
430	36	3.5	0	21	23
432	37	1	0	-21	22
434	37	1.5	0	20	-22
436	37	2	0	21	21
438	37	2.5	0	-21	23
440	37	3	0	25	-23
441	37	3.25	0	-25	22
442	37	3.5	0	-25	21
444	38	1	0	24	22
445.333	38	1.33333	0	-24	23
446.667	38	1.66667	0	-24	24
448	38	2	0	23	25
449.333	38	2.33333	0	-23	26
450.667	38	2.66667	0	-23	27
452	38	3	0	-23	28
453.333	38	3.33333	0	-23	29
454.667	38	3.66667	0	-23	30
456	39	1	0	22	31
457	39	1.25	0	-22	30
458	39	1.5	0	-22	29
459	39	1.75	0	-22	28
460	39	2	0	-22	29
462	39	2.5	0	-22	26
464	39	3	0	-22	27
467	39	3.75	0	-22	26
467.5	39	3.875	0	-22	27
468	40	1	21	0	28
470	40	1.5	-21	21	-28
472	40	2	19	-21	-28
474	40	2.5	-19	19	-28
476	40	3	17	-19	-28
478	40	3.5	-17	17	-28
479	40	3.75	18	-17	-28
480	41	1	19	-17	0
481	41	1.25	20	18	0
482	41	1.5	21	19	0
483	41	1.75	-21	20	0
484	41	2	17	21	0
485.333	41	2.33333	-17	22	0
486	41	2.5	18	-22	0
486.667	41	2.66667	-18	23	0
488	41	3	19	24	0
489.333	41	3.33333	-19	25	0
490	41	3.5	17	-25	0
490.667	41	3.66667	-17	26	0
492	42	1	18	27	0
493	42	1.25	-18	26	0
494	42	1.5	19	25	0
495	42	1.75	20	24	0
496	42	2	21	23	0
498	42	2.5	19	24	0
500	42	3	20	25	0
502	42	3.5	21	21	0
504	43	1	17	-21	0
506	43	1.5	-17	24	0
508	43	2	16	25	0
510	43	2.5	17	24	0
512	43	3	18	-24	0
514	43	3.5	-18	23	0
516	44	1	0	24	0
518	44	1.5	17	-24	0
520	44	2	18	0	0
522	44	2.5	-18	22	0
523	44	2.75	19	-22	0
524	44	3	20	-22	0
526	44	3.5	21	23	0
528	45	1	19	24	0
530	45	1.5	18	25	0
532	45	2	20	-25	0
534	45	2.5	-20	18	0
536	45	3	21	19	0
538	45	3.5	18	20	0
540	46	1	19	21	0
