**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	0	29	0	0	0	0	0	0
8	2	1	0	30	0	0	0	0	0	0
12	2	3	0	31	0	0	0	0	0	0
16	3	1	25	32	0	0	0	0	0	0
19	3	2.5	-25	31	0	0	0	0	0	0
20	3	3	-25	30	0	0	0	0	0	0
22	3	4	-25	29	0	0	0	0	0	0
24	4	1	26	28	0	0	0	0	0	0
25	4	1.5	-26	29	0	0	0	0	0	0
26	4	2	-26	30	0	0	0	0	0	0
27	4	2.5	-26	28	0	0	0	0	0	0
28	4	3	27	29	0	0	0	0	0	0
32	5	1	28	28	0	0	0	0	0	0
34	5	2	-28	32	0	0	0	0	0	0
35	5	2.5	27	-32	0	0	0	0	0	0
36	5	3	26	31	0	0	0	0	0	0
38	5	4	25	30	0	0	0	0	0	0
40	6	1	24	29	0	0	0	0	0	0
41	6	1.5	25	-29	0	0	0	0	0	0
42	6	2	26	28	0	0	0	0	0	0
43	6	2.5	24	-28	0	0	0	0	0	0
44	6	3	25	-28	29	0	0	0	0	0
46	6	4	-25	27	-29	0	0	0	0	0
47	6	4.5	-25	26	-29	0	0	0	0	0
48	7	1	-25	27	-29	32	0	0	0	0
49	7	1.5	-25	28	-29	-32	0	0	0	0
50	7	2	-25	29	-29	-32	0	0	0	0
51	7	2.5	-25	27	-29	-32	0	0	0	0
52	7	3	21	28	30	-32	0	0	0	0
54	7	4	23	27	-30	-32	0	0	0	0
56	8	1	22	29	31	33	0	0	0	0
60	8	3	25	29	32	34	0	0	0	0
63	8	4.5	-25	-29	31	-34	0	0	0	0
64	9	1	0	0	30	35	0	0	0	0
66	9	2	0	0	29	-35	0	0	0	0
67	9	2.5	0	0	-29	34	0	0	0	0
68	9	3	0	0	28	33	0	0	0	0
69	9	3.5	0	0	29	-33	0	0	0	0
70	9	4	0	0	30	32	0	0	0	0
71	9	4.5	0	0	28	-32	0	0	0	0
72	10	1	22	0	29	31	0	0	0	0
73	10	1.5	-22	0	-29	32	0	0	0	0
74	10	2	-22	0	-29	33	0	0	0	0
75	10	2.5	-22	0	-29	31	0	0	0	0
76	10	3	23	0	27	32	0	0	0	0
78	10	4	-23	0	30	-32	0	0	0	0
80	11	1	24	0	29	31	0	0	0	0
82	11	2	-24	0	28	30	0	0	0	0
84	11	3	25	0	-28	29	0	0	0	0
85	11	3.5	-25	0	27	-29	0	0	0	0
86	11	4	-25	29	27	-29	0	0	0	0
87	11	4.5	24	-29	-27	-29	0	0	0	0
88	12	1	23	30	28	0	0	0	0	0
90	12	2	22	31	29	0	0	0	0	0
