**absq	**bar	**beat	**b7
2	1	2	22
4	1	3	22
5	1	3.5	22
6.5	1	4.25	22
7	1	4.5	22
8	2	1	29
9.5	2	1.75	28
10	2	2	27
12	2	3	26
16	3	1	24
20	3	3	23
22	3	4	22
24	4	1	26
28	4	3	0
29	4	3.5	26
30	4	4	30
31	4	4.5	30
32	5	1	29
33	5	1.5	31
34	5	2	30
36	5	3	30
38	5	4	26
40	6	1	26
41	6	1.5	26
42.5	6	2.25	26
43	6	2.5	26
44	6	3	22
45.5	6	3.75	23
46	6	4	24
46.5	6	4.25	25
47	6	4.5	26
49	7	1.5	25
49.5	7	1.75	24
50	7	2	25
51	7	2.5	25
52	7	3	26
56	8	1	27
58	8	2	29
60	8	3	28
61.5	8	3.75	29
62	8	4	30
64	9	1	0
68	9	3	0
69	9	3.5	23
70	9	4	30
71	9	4.5	30
72	10	1	29
73	10	1.5	31
75	10	2.5	30
76.5	10	3.25	29
77	10	3.5	29
79	10	4.5	28
80	11	1	29
84	11	3	0
88	12	1	0
90	12	2	29
92	12	3	28
94	12	4	27
96	13	1	26
98	13	2	28
100	13	3	27
102	13	4	26
104	14	1	0
105	14	1.5	30
107	14	2.5	31
108	14	3	32
110	14	4	28
111	14	4.5	29
112	15	1	30
113	15	1.5	26
114	15	2	28
115	15	2.5	29
116	15	3	30
117	15	3.5	29
117.5	15	3.75	28
118	15	4	29
120	16	1	28
122	16	2	0
124	16	3	0
128	17	1	0
130	17	2	0
131	17	2.5	26
132	17	3	25
134	17	4	24
136	18	1	23
138	18	2	0
139	18	2.5	28
140	18	3	27
141	18	3.5	28
143	18	4.5	27
143.5	18	4.75	26
144	19	1	27
146	19	2	0
148	19	3	0
152	20	1	30
154	20	2	31
155	20	2.5	32
157	20	3.5	28
158	20	4	29
159	20	4.5	30
161	21	1.5	28
162	21	2	28
163	21	2.5	27
163.5	21	2.75	26
164	21	3	25
165	21	3.5	28
166	21	4	27
168	22	1	26
170	22	2	0
171	22	2.5	28
172	22	3	29
174	22	4	29
175	22	4.5	29
177	23	1.5	28
178	23	2	29
179.5	23	2.75	30
180	23	3	31
182	23	4	30
184	24	1	0
192	25	1	27
194	25	2	27
198	25	4	26
200	26	1	26
202	26	2	25
204	26	3	0
205	26	3.5	25
206	26	4	25
207	26	4.5	26
209	27	1.5	25
210	27	2	25
212	27	3	25
214	27	4	28
218	28	2	27
220	28	3	26
224	29	1	25
226	29	2	23
228	29	3	24
230	29	4	24
232	30	1	0
234	30	2	28
238	30	4	27
240	31	1	28
244	31	3	24
246	31	4	24
248	32	1	27
252	32	3	26
256	33	1	0
264	34	1	0
268	34	3	0
270	34	4	26
274	35	2	25
276	35	3	24
280	36	1	23
282	36	2	21
284	36	3	22
285.5	36	3.75	23
286	36	4	24
290	37	2	23
292	37	3	0
296	38	1	28
300	38	3	29
302	38	4	30
304	39	1	28
306	39	2	28
308	39	3	31
312	40	1	30
313	40	1.5	28
314.5	40	2.25	28
315	40	2.5	28
316	40	3	26
317	40	3.5	27
318	40	4	28
321	41	1.5	28
322	41	2	28
323	41	2.5	26
324	41	3	25
326	41	4	26
328	42	1	0
332	42	3	0
333	42	3.5	28
334.5	42	4.25	28
335	42	4.5	28
336	43	1	29
337	43	1.5	30
338	43	2	31
340	43	3	28
342	43	4	0
344	44	1	0
345	44	1.5	26
346.5	44	2.25	26
347	44	2.5	26
348	44	3	24
349	44	3.5	25
350	44	4	26
354	45	2	27
356	45	3	26
357.5	45	3.75	25
358	45	4	24
359	45	4.5	24
360	46	1	23
364	46	3	22
*-	*-	*-	*-
