**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	28	32	35
4	1	2	30	32	35
6	1	2.5	30	32	35
8	2	1	30	32	35
12	2	2	29	31	34
16	3	1	28	30	33
18	3	1.5	27	29	32
20	3	2	28	30	33
22	3	2.5	29	31	34
25	4	1.25	28	-31	-34
26	4	1.5	27	30	33
27	4	1.75	26	-30	-33
28	4	2	27	-30	-33
30	4	2.5	-27	29	32
32	5	1	26	30	33
40	6	1	0	0	0
40	6	1	28	28	35
44	6	2	26	30	35
46	6	2.5	26	30	35
48	7	1	26	31	35
52	7	2	25	32	34
56	8	1	26	31	33
60	8	2	28	30	32
62	8	2.5	26	31	33
64	9	1	25	32	34
66	9	1.5	28	30	35
68	9	2	25	29	-35
70	9	2.5	-25	-29	34
72	10	1	21	28	35
76	10	2	0	0	0
80	11	1	28	30	35
84	11	2	26	31	35
86	11	2.5	26	31	35
88	12	1	25	32	34
90	12	1.5	25	32	34
92	12	2	26	28	35
96	13	1	25	29	34
100	13	2	26	28	33
102	13	2.5	24	-28	-33
103	13	2.75	-24	27	32
104	14	1	-24	28	33
105	14	1.25	23	-28	-33
106	14	1.5	22	29	34
108	14	2	25	-29	-34
110	14	2.5	26	28	33
112	15	1	23	27	-33
114	15	1.5	-23	-27	32
116	15	2	26	26	33
120	16	1	0	0	0
120	16	1	28	32	35
124	16	2	30	32	35
128	17	1	29	31	34
132	17	2	28	30	33
136	18	1	27	29	32
138	18	1.5	28	30	33
140	18	2	29	31	34
142	18	2.5	30	32	35
144	19	1	29	-32	-35
146	19	1.5	-29	31	34
148	19	2	28	32	35
152	20	1	0	0	0
156	20	2	28	32	35
160	21	1	28	32	35
164	21	2	29	31	34
168	22	1	30	32	35
172	22	2	29	31	34
174	22	2.5	28	30	33
176	23	1	29	31	34
178	23	1.5	30	32	35
182	23	2.5	29	31	34
183	23	2.75	28	30	33
184	24	1	27	29	32
186	24	1.5	26	30	33
188	24	2	27	-30	-33
190	24	2.5	-27	29	32
192	25	1	26	30	33
200	26	1	0	0	0
200	26	1	28	28	35
204	26	2	26	30	35
206	26	2.5	26	30	35
208	27	1	26	31	35
212	27	2	25	32	34
216	28	1	25	32	34
218	28	1.5	25	32	34
220	28	2	25	32	34
222	28	2.5	25	32	34
224	29	1	26	28	35
228	29	2	25	29	34
232	30	1	24	31	33
236	30	2	28	30	32
238	30	2.5	26	31	33
240	31	1	25	32	34
242	31	1.5	28	30	35
244	31	2	26	-30	-35
246	31	2.5	-26	29	34
247	31	2.75	-26	28	33
248	32	1	25	29	34
