**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	25	0	0	0	0	0
1	1	2	-25	0	29	0	0	0
2	1	3	-25	0	25	0	0	0
2.5	1	3.5	-25	0	25	0	0	0
3	1	4	25	25	25	27	29	32
3.5	1	4.5	-25	-25	25	-27	-29	-32
4	2	1	21	21	28	28	30	32
4.5	2	1.5	-21	21	-28	28	30	32
5	2	2	21	21	0	28	30	32
5.5	2	2.5	24	24	24	28	31	33
6	2	3	20	20	24	29	31	34
7.5	2	4.5	20	20	-24	22	29	31
8	3	1	20	20	-24	22	27	29
9	3	2	18	18	25	27	27	30
10	3	3	17	17	21	26	28	31
13	4	2	17	17	24	26	28	31
14	4	3	0	0	0	0	0	0
15	4	4	0	0	0	28	0	0
16	5	1	24	24	26	-28	0	0
17	5	2	-24	-24	-26	28	0	0
17.5	5	2.5	-24	-24	-26	28	0	0
18	5	3	24	24	26	28	0	0
18.5	5	3.5	24	24	26	28	0	0
19	5	4	24	24	26	29	0	0
19.5	5	4.5	24	24	26	-29	0	0
20	6	1	25	25	27	29	0	0
21	6	2	18	18	-27	25	0	0
21.5	6	2.5	-18	-18	-27	26	0	0
22	6	3	18	18	22	27	0	0
22.5	6	3.5	-18	19	-22	28	0	0
23	6	4	-18	20	22	29	0	0
23.5	6	4.5	-18	21	23	-29	0	0
24	7	1	22	22	24	26	0	0
24.5	7	1.5	23	23	25	-26	0	0
25	7	2	24	24	26	31	0	0
25.5	7	2.5	25	25	27	-31	0	0
26	7	3	26	26	28	30	0	0
26.5	7	3.5	24	24	26	31	0	0
27	7	4	25	25	27	29	0	0
27.5	7	4.5	26	26	28	28	0	0
28	8	1	27	27	29	27	0	0
28.5	8	1.5	20	20	-29	-27	0	0
28.75	8	1.75	-20	-20	30	26	0	0
29	8	2	22	22	31	24	0	0
29.5	8	2.5	23	23	-31	25	0	0
30	8	3	24	24	-31	26	0	0
30.5	8	3.5	22	22	-31	27	0	0
31	8	4	23	23	30	25	0	0
31.5	8	4.5	24	24	-30	26	0	0
32	9	1	25	25	29	27	0	0
32.5	9	1.5	-25	-25	28	28	0	0
33	9	2	-25	-25	27	29	0	0
33.5	9	2.5	-25	-25	26	-29	0	0
34	9	3	-25	-25	25	-29	0	0
35	9	4	23	23	25	25	0	0
36	10	1	22	22	24	26	0	0
38	10	3	22	22	24	26	0	0
40	11	1	0	0	0	0	0	0
41	11	2	22	0	0	0	0	33
42.5	11	3.5	-22	0	0	0	0	33
43	11	4	25	0	0	0	0	34
44	12	1	24	0	0	0	0	35
45	12	2	27	0	0	0	0	36
46	12	3	25	25	27	29	32	0
47	12	4	25	25	27	29	32	0
48	13	1	25	0	0	0	0	0
49	13	2	25	0	0	0	0	34
50.5	13	3.5	24	0	0	0	0	33
51	13	4	26	0	0	0	0	35
52	14	1	25	0	0	0	0	34
53	14	2	24	0	0	0	0	33
54	14	3	24	24	26	28	31	0
55	14	4	24	24	26	28	31	0
56	15	1	22	0	0	0	0	0
56.5	15	1.5	-22	0	0	0	0	33
57	15	2	-22	0	0	0	0	34
57.5	15	2.5	21	0	0	0	0	35
58	15	3	20	0	0	0	0	36
59	15	4	-20	0	0	0	0	36
60	16	1	21	0	0	0	0	0
60.5	16	1.5	-21	0	0	0	0	35
61	16	2	-21	0	0	0	0	37
62	16	3	24	0	0	0	0	0
63	16	4	-24	0	0	0	0	35
63.75	16	4.75	-24	0	0	0	0	36
64	17	1	20	0	0	0	0	34
66	17	3	23	0	0	0	0	0
66.5	17	3.5	-23	0	0	0	0	32
67	17	4	-23	0	0	0	0	33
67.5	17	4.5	-23	0	0	0	0	34
